country,country_code,version,effective_from,profile_id,profile_label_fr,profile_label_en,smic_multiple,gross_monthly_gbp,employee_ni_monthly_gbp,employer_ni_monthly_gbp,employee_pension_monthly_gbp,employer_pension_monthly_gbp,employee_contributions_monthly_gbp,employer_contributions_monthly_gbp,employee_contribution_rate,employer_contribution_rate,net_before_income_tax_monthly_gbp,personal_allowance_annual_gbp,annual_taxable_income_gbp,income_tax_monthly_gbp,net_after_income_tax_monthly_gbp,employer_cost_monthly_gbp,social_wedge_monthly_gbp,total_wedge_after_income_tax_monthly_gbp,cost_to_net_ratio,cost_to_net_after_income_tax_ratio,delta_gross_monthly_gbp,delta_net_before_income_tax_monthly_gbp,delta_net_after_income_tax_monthly_gbp,delta_employer_cost_monthly_gbp,delta_social_wedge_monthly_gbp,delta_total_wedge_after_income_tax_monthly_gbp,marginal_net_before_income_tax_rate,marginal_net_after_income_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_income_tax_rate
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.67,7579.9446,319.15,1074.49,183.46,110.08,502.61,1184.57,0.06630787248761687,0.15627686777552438,7077.3346,12570.0,76187.78,1911.26,5166.0746,8764.5146,1687.18,3598.44,1.2383920070700063,1.696552078438821,20.653800000000047,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.68,7600.5984,319.56,1077.59,183.46,110.08,503.02,1187.67,0.06618163117261924,0.15626006499698758,7097.5784,12570.0,76435.7,1919.52,5178.0584,8788.2684,1690.69,3610.21,1.2382065973374807,1.6972130712160374,20.653800000000047,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.69,7621.2522,319.98,1080.69,183.46,110.08,503.44,1190.77,0.06605738621272762,0.15624335329042122,7117.8122,12570.0,76683.5,1927.78,5190.0322,8812.0222,1694.21,3621.99,1.2380239815824305,1.6978742829379745,20.653800000000047,20.233799999999974,11.973799999999756,23.75379999999859,3.519999999999982,11.779999999999745,0.979664759027391,0.579738353232806,1.1500934452739224,0.17042868624659743,0.5703550920411604
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.7,7641.906,320.39,1083.79,183.46,110.08,503.85,1193.87,0.0659325042731486,0.15622673191740383,7138.056,12570.0,76931.42,1936.05,5202.006,8835.776,1697.72,3633.77,1.2378406669827193,1.6985324507507298,20.653800000000047,20.243799999999283,11.973800000000665,23.75380000000041,3.509999999999991,11.7800000000002,0.9801489314314672,0.5797383532328501,1.1500934452740104,0.1699445138424882,0.5703550920411824
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.71,7662.5598,320.8,1086.88,183.46,110.08,504.26,1196.96,0.06580829555157272,0.15620889510056418,7158.2998,12570.0,77179.22,1944.31,5213.9898,8859.5198,1701.22,3645.53,1.237656992237179,1.699182418807187,20.653800000000047,20.243800000000192,11.983799999999974,23.743800000000192,3.5,11.760000000000218,0.9801489314315113,0.5802225256369262,1.1496092728698901,0.169460341438379,0.569386747232964
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.72,7683.2136,321.21,1089.98,183.46,110.08,504.67,1200.06,0.0656847546188225,0.15619245571930992,7178.5436,12570.0,77427.02,1952.57,5225.9736,8883.2736,1704.73,3657.3,1.2374757464731425,1.6998313194693517,20.653800000000047,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.73,7703.8674,321.63,1093.08,183.46,110.08,505.09,1203.16,0.06556317415328307,0.1561761044848721,7198.7774,12570.0,77674.94,1960.83,5237.9474,8907.0274,1708.25,3669.08,1.2372972388339163,1.7004804973795649,20.653800000000047,20.233799999999974,11.973799999999756,23.75380000000041,3.519999999999982,11.779999999999745,0.979664759027391,0.579738353232806,1.1500934452740104,0.17042868624659743,0.5703550920411604
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.74,7724.5212,322.04,1096.18,183.46,110.08,505.5,1206.26,0.0654409492720403,0.1561598406901906,7219.0212,12570.0,77922.74,1969.09,5249.9312,8930.7812,1711.76,3680.85,1.2371180181601351,1.7011234737704752,20.653800000000047,20.243800000000192,11.983799999999974,23.75379999999859,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452739224,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.75,7745.175,322.45,1099.28,183.46,110.08,505.91,1209.36,0.06531937625683086,0.1561436636357474,7239.265,12570.0,78170.66,1977.36,5261.905,8954.535,1715.27,3692.63,1.236939799827745,1.7017667555761646,20.653800000000047,20.243800000000192,11.973799999999756,23.75380000000041,3.509999999999991,11.7800000000002,0.9801489314315113,0.579738353232806,1.1500934452740104,0.1699445138424882,0.5703550920411824
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.76,7765.8288,322.87,1102.37,183.46,110.08,506.33,1212.45,0.06519973759916006,0.156126284936902,7259.4988,12570.0,78418.46,1985.62,5273.8788,8978.2788,1718.78,3704.4,1.2367629015931512,1.7024052202337299,20.653800000000047,20.233799999999974,11.973800000000665,23.743800000000192,3.509999999999991,11.769999999999982,0.979664759027391,0.5797383532328501,1.1496092728698901,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.77,7786.4826,323.28,1105.47,183.46,110.08,506.74,1215.55,0.06507944935239436,0.15611028270967944,7279.7426,12570.0,78666.26,1993.88,5285.8626,9002.0326,1722.29,3716.17,1.2365866617316936,1.703039462281899,20.653800000000047,20.243799999999283,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314314672,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.78,7807.1364,323.69,1108.57,183.46,110.08,507.15,1218.65,0.06495979755137876,0.15609436515032576,7299.9864,12570.0,78914.18,2002.14,5297.8464,9025.7864,1725.8,3727.94,1.2364113993417851,1.7036708350019358,20.653800000000047,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.79,7827.7902,324.11,1111.67,183.46,110.08,507.57,1221.75,0.06484205465803108,0.15607853158864682,7320.2202,12570.0,79161.98,2010.4,5309.8202,9049.5402,1729.32,3739.72,1.2362387951116551,1.704302567533266,20.653800000000047,20.233799999999974,11.973799999999756,23.75379999999859,3.519999999999982,11.779999999999745,0.979664759027391,0.579738353232806,1.1500934452739224,0.17042868624659743,0.5703550920411604
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.8,7848.444,324.52,1114.77,183.46,110.08,507.98,1224.85,0.0647236573262165,0.15606278136150298,7340.464,12570.0,79409.78,2018.66,5321.804,9073.294,1732.83,3751.49,1.2360654585323216,1.704928253652333,20.653800000000047,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.81,7869.0978,324.93,1117.87,183.46,110.08,508.39,1227.95,0.06460588150270542,0.15604711381271685,7360.7078,12570.0,79657.7,2026.92,5333.7878,9097.0478,1736.34,3763.26,1.2358930753914725,1.7055511282244862,20.653799999999137,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.770000000000437,0.9801489314315543,0.5802225256369518,1.150093445274061,0.1699445138424957,0.5698709196371093
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.82,7889.7516,325.35,1120.96,183.46,110.08,508.81,1231.04,0.06448998977356905,0.15603026082595553,7380.9416,12570.0,79905.5,2035.18,5345.7616,9120.7916,1739.85,3775.03,1.235721957209362,1.7061725311506597,20.653800000000047,20.233799999999974,11.973799999999756,23.743800000000192,3.509999999999991,11.769999999999982,0.979664759027391,0.579738353232806,1.1496092728698901,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.83,7910.4054,325.76,1124.06,183.46,110.08,509.22,1234.14,0.06437343906546181,0.15601476000206005,7401.1854,12570.0,80153.42,2043.45,5357.7354,9144.5454,1743.36,3786.81,1.2355514563923775,1.7067930230373078,20.653800000000047,20.243800000000192,11.973799999999756,23.75380000000041,3.509999999999991,11.779999999999745,0.9801489314315113,0.579738353232806,1.1500934452740104,0.1699445138424882,0.5703550920411604
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.84,7931.0592,326.17,1127.16,183.46,110.08,509.63,1237.24,0.06425749539229263,0.1559993399116224,7421.4292,12570.0,80401.22,2051.71,5369.7192,9168.2992,1746.87,3798.58,1.235381885742439,1.7074075679786012,20.653800000000047,20.243799999999283,11.983799999999974,23.75379999999859,3.509999999999991,11.769999999999982,0.9801489314314672,0.5802225256369262,1.1500934452739224,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.85,7951.713,326.58,1130.26,183.46,110.08,510.04,1240.34,0.06414215402391911,0.15598399992555062,7441.673,12570.0,80649.02,2059.97,5381.703,9192.053,1750.38,3810.35,1.235213237668465,1.7080193760227937,20.653800000000047,20.243800000000192,11.983800000000883,23.75380000000041,3.5100000000002183,11.769999999999982,0.9801489314315113,0.5802225256369703,1.1500934452740104,0.16994451384249923,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.86,7972.3668,327.0,1133.36,183.46,110.08,510.46,1243.44,0.0640286646118691,0.15596873942127196,7461.9068,12570.0,80896.94,2068.23,5393.6768,9215.8068,1753.9,3822.13,1.2350471597956705,1.7086316332487703,20.653800000000047,20.233799999999974,11.973799999999756,23.75380000000041,3.519999999999982,11.7800000000002,0.979664759027391,0.579738353232806,1.1500934452740104,0.17042868624659743,0.5703550920411824
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.87,7993.0206,327.41,1136.45,183.46,110.08,510.87,1246.53,0.06391451061692496,0.15595230669116503,7482.1506,12570.0,81144.74,2076.49,5405.6606,9239.5506,1757.4,3833.89,1.2348789932135287,1.7092361662513549,20.653800000000047,20.243800000000192,11.983799999999974,23.743800000000192,3.5,11.759999999999764,0.9801489314315113,0.5802225256369262,1.1496092728698901,0.169460341438379,0.569386747232942
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.88,8013.6744,327.82,1139.55,183.46,110.08,511.28,1249.63,0.0638009450446352,0.15593720653287335,7502.3944,12570.0,81392.54,2084.75,5417.6444,9263.3044,1760.91,3845.66,1.2347130670709605,1.7098398706271676,20.653800000000047,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.89,8034.3282,328.24,1142.65,183.46,110.08,511.7,1252.73,0.06368920801617241,0.15592218401035696,7522.6282,12570.0,81640.46,2093.02,5429.6082,9287.0582,1764.43,3857.45,1.234549675072337,1.710447210537217,20.653800000000047,20.233799999999974,11.963799999999537,23.75379999999859,3.519999999999982,11.789999999999964,0.979664759027391,0.5792541808286857,1.1500934452739224,0.17042868624659743,0.5708392644452807
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.9,8054.982,328.65,1145.75,183.46,110.08,512.11,1255.83,0.06357680253040913,0.15590723852641755,7542.872,12570.0,81888.26,2101.28,5441.592,9310.812,1767.94,3869.22,1.23438552318003,1.711045591069672,20.653800000000047,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.91,8075.6358,329.06,1148.85,183.46,110.08,512.52,1258.93,0.0634649720087674,0.15589236948996632,7563.1158,12570.0,82136.18,2109.54,5453.5758,9334.5658,1771.45,3880.99,1.2342222500414444,1.7116413418146674,20.653800000000047,20.243799999999283,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314314672,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.92,8096.2896,329.48,1151.94,183.46,110.08,512.94,1262.02,0.06335494718469557,0.15587634118226204,7583.3496,12570.0,82383.98,2117.8,5465.5496,9358.3096,1774.96,3892.76,1.2340601572687617,1.7122357832046757,20.653800000000047,20.233799999999974,11.973800000000665,23.743800000000192,3.509999999999991,11.770000000000437,0.979664759027391,0.5797383532328501,1.1496092728698901,0.1699445138424882,0.5698709196370843
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.93,8116.9434,329.89,1155.04,183.46,110.08,513.35,1265.12,0.06324425029254238,0.15586162643440382,7603.5934,12570.0,82631.78,2126.06,5477.5334,9382.0634,1778.47,3904.53,1.233898619565849,1.712826324345188,20.653800000000047,20.243800000000192,11.983799999999974,23.75379999999859,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452739224,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.94,8137.5972,330.3,1158.14,183.46,110.08,513.76,1268.22,0.06313411531354735,0.15584698638069724,7623.8372,12570.0,82879.7,2134.32,5489.5172,9405.8172,1781.98,3916.3,1.2337379397345998,1.7134142871435032,20.653800000000047,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.95,8158.251,330.72,1161.24,183.46,110.08,514.18,1271.32,0.06302576373293736,0.1558324204538448,7644.071,12570.0,83127.5,2142.58,5501.491,9429.571,1785.5,3928.08,1.233579724730448,1.7140028039671427,20.653800000000047,20.233799999999974,11.973799999999756,23.75380000000041,3.519999999999982,11.779999999999745,0.979664759027391,0.579738353232806,1.1500934452740104,0.17042868624659743,0.5703550920411604
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.96,8178.9048,331.13,1164.34,183.46,110.08,514.59,1274.42,0.06291673672494635,0.1558179280922795,7664.3148,12570.0,83375.3,2150.84,5513.4748,9453.3248,1789.01,3939.85,1.2334207357975433,1.7145856547671172,20.653800000000047,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.97,8199.5586,331.54,1167.43,183.46,110.08,515.0,1277.51,0.06280825897140366,0.1558022891622483,7684.5586,12570.0,83623.22,2159.11,5525.4486,9477.0686,1792.51,3951.62,1.2332612832180108,1.7151672716673179,20.653800000000047,20.243800000000192,11.973799999999756,23.743800000000192,3.5,11.769999999999982,0.9801489314315113,0.579738353232806,1.1496092728698901,0.169460341438379,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.98,8220.2124,331.95,1170.53,183.46,110.08,515.41,1280.61,0.06270032633220037,0.15578794533338333,7704.8024,12570.0,83871.02,2167.37,5537.4324,9500.8224,1796.02,3963.39,1.23310396643008,1.7157450806984118,20.653800000000047,20.243799999999283,11.983799999999974,23.75379999999859,3.509999999999991,11.769999999999982,0.9801489314314672,0.5802225256369262,1.1500934452739224,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",3.99,8240.8662,332.37,1173.63,183.46,110.08,515.83,1283.71,0.06259414817340439,0.15577367340340995,7725.0362,12570.0,84118.94,2175.63,5549.4062,9524.5762,1799.54,3975.17,1.2329490701933539,1.7163234870065915,20.653800000000047,20.233799999999974,11.973800000000665,23.75380000000041,3.519999999999982,11.7800000000002,0.979664759027391,0.5797383532328501,1.1500934452740104,0.17042868624659743,0.5703550920411824
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",4.0,8261.52,332.78,1176.73,183.46,110.08,516.24,1286.81,0.06248729047439212,0.1557594728330864,7745.28,12570.0,84366.74,2183.89,5561.39,9548.33,1803.05,3986.94,1.232793391588167,1.7168963154894725,20.653800000000047,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",4.01,8282.1738,333.19,1179.83,183.46,110.08,516.65,1289.91,0.06238096573148464,0.15574534308854998,7765.5238,12570.0,84614.54,2192.15,5573.3738,9572.0838,1806.56,3998.71,1.2326385246543188,1.717466680594795,20.653800000000047,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",4.02,8302.8276,333.61,1182.92,183.46,110.08,517.07,1293.0,0.062276374376363075,0.15573007923228468,7785.7576,12570.0,84862.46,2200.42,5585.3376,9595.8276,1810.07,4010.49,1.2324847616627572,1.7180389597219692,20.653800000000047,20.233799999999974,11.963799999999537,23.743800000000192,3.509999999999991,11.779999999999745,0.979664759027391,0.5792541808286857,1.1496092728698901,0.1699445138424882,0.5703550920411604
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",4.03,8323.4814,334.02,1186.02,183.46,110.08,517.48,1296.1,0.062171100664681005,0.15571609254752464,7806.0014,12570.0,85110.26,2208.68,5597.3214,9619.5814,1813.58,4022.26,1.2323314981726752,1.7186044381871657,20.653800000000047,20.243800000000192,11.983799999999974,23.75379999999859,3.509999999999991,11.770000000000437,0.9801489314315113,0.5802225256369262,1.1500934452739224,0.1699445138424882,0.5698709196370843
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",4.04,8344.1352,334.43,1189.12,183.46,110.08,517.89,1299.2,0.06206634810998747,0.15570217510377823,7826.2452,12570.0,85358.18,2216.94,5609.3052,9643.3352,1817.09,4034.03,1.232179027562285,1.7191675004597717,20.653800000000047,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",4.05,8364.789,334.85,1192.22,183.46,110.08,518.31,1302.3,0.0619633083392779,0.15568832638814917,7846.479,12570.0,85605.98,2225.2,5621.279,9667.089,1820.61,4045.81,1.232028913860599,1.7197312213110219,20.653800000000047,20.233799999999974,11.973800000000665,23.75380000000041,3.519999999999982,11.779999999999745,0.979664759027391,0.5797383532328501,1.1500934452740104,0.17042868624659743,0.5703550920411604
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",4.06,8385.4428,335.26,1195.32,183.46,110.08,518.72,1305.4,0.061859583610778444,0.15567454589279411,7866.7228,12570.0,85853.78,2233.46,5633.2628,9690.8428,1824.12,4057.58,1.2318780064298185,1.720289491908668,20.653800000000047,20.243799999999283,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314314672,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",4.07,8406.0966,335.67,1198.42,183.46,110.08,519.13,1308.5,0.06175636858610451,0.15566083311486092,7886.9666,12570.0,86101.7,2241.72,5645.2466,9714.5966,1827.63,4069.35,1.231727873679597,1.7208453922987172,20.653800000000047,20.243800000000192,11.983799999999974,23.75380000000041,3.5100000000002183,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452740104,0.16994451384249923,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",4.08,8426.7504,336.09,1201.51,183.46,110.08,519.55,1311.59,0.0616548462145028,0.15564600085935854,7907.2004,12570.0,86349.5,2249.98,5657.2204,9738.3404,1831.14,4081.12,1.2315788025304126,1.7214002127263772,20.653800000000047,20.233799999999974,11.973799999999756,23.743799999998373,3.509999999999991,11.769999999999982,0.979664759027391,0.579738353232806,1.1496092728698022,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",4.09,8447.4042,336.5,1204.61,183.46,110.08,519.96,1314.69,0.06155263648920694,0.15563242492883195,7927.4442,12570.0,86597.3,2258.24,5669.2042,9762.0942,1834.65,4092.89,1.2314302004169264,1.721951416038251,20.653800000000047,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999982,0.9801489314315113,0.5802225256369262,1.1500934452740104,0.1699445138424882,0.5698709196370622
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",4.1,8468.058,336.91,1207.71,183.46,110.08,520.37,1317.79,0.061450925347936926,0.15561891522235677,7947.688,12570.0,86845.22,2266.51,5681.178,9785.848,1838.16,4104.67,1.231282355321447,1.722503325894735,20.653800000000047,20.243800000000192,11.973799999999756,23.75380000000041,3.509999999999991,11.7800000000002,0.9801489314315113,0.579738353232806,1.1500934452740104,0.1699445138424882,0.5703550920411824
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",4.11,8488.7118,337.32,1210.81,183.46,110.08,520.78,1320.89,0.061349709151393254,0.15560547125654564,7967.9318,12570.0,87093.02,2274.77,5693.1618,9809.6018,1841.67,4116.44,1.2311352614739999,1.7230498876740157,20.653799999998228,20.243800000000192,11.983799999999974,23.75380000000041,3.509999999999991,11.769999999999527,0.9801489314315975,0.5802225256369773,1.1500934452741118,0.16994451384250317,0.5698709196370904
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",4.12,8509.3656,337.74,1213.91,183.46,110.08,521.2,1323.99,0.06125015947134766,0.1555920925527045,7988.1656,12570.0,87340.94,2283.03,5705.1356,9833.3556,1845.19,4128.22,1.2309904541788668,1.7235971744475274,20.653800000000047,20.233799999999974,11.973799999999756,23.75380000000041,3.519999999999982,11.780000000000655,0.979664759027391,0.579738353232806,1.1500934452740104,0.17042868624659743,0.5703550920412045
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",4.13,8530.0194,338.15,1217.0,183.46,110.08,521.61,1327.08,0.0611499195418008,0.1555776063064991,8008.4094,12490.629999999997,87668.11,2293.94,5714.4694,9857.0994,1848.69,4142.63,1.2308435929861428,1.7249369469018414,20.653800000000047,20.243799999999283,9.333800000000338,23.743799999998373,3.5,14.409999999999854,0.9801489314314672,0.45191683854788545,1.1496092728698022,0.169460341438379,0.6976924343220048
