country,country_code,version,effective_from,profile_id,profile_label_fr,profile_label_en,smic_multiple,gross_monthly_gbp,employee_ni_monthly_gbp,employer_ni_monthly_gbp,employee_pension_monthly_gbp,employer_pension_monthly_gbp,employee_contributions_monthly_gbp,employer_contributions_monthly_gbp,employee_contribution_rate,employer_contribution_rate,net_before_income_tax_monthly_gbp,personal_allowance_annual_gbp,annual_taxable_income_gbp,income_tax_monthly_gbp,net_after_income_tax_monthly_gbp,employer_cost_monthly_gbp,social_wedge_monthly_gbp,total_wedge_after_income_tax_monthly_gbp,cost_to_net_ratio,cost_to_net_after_income_tax_ratio,delta_gross_monthly_gbp,delta_net_before_income_tax_monthly_gbp,delta_net_after_income_tax_monthly_gbp,delta_employer_cost_monthly_gbp,delta_social_wedge_monthly_gbp,delta_total_wedge_after_income_tax_monthly_gbp,marginal_net_before_income_tax_rate,marginal_net_after_income_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_income_tax_rate
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",0.9,1858.842,64.91,216.33,66.94,40.17,131.85,256.5,0.0709312572020645,0.13798913517125178,1726.992,12570.0,8932.78,148.88,1578.112,2115.342,388.35,537.23,1.2248707579421327,1.3404257745964798,20.653800000000047,17.973799999999983,14.053800000000138,24.3738000000003,6.400000000000034,10.32000000000005,0.8702417956986096,0.6804462132876326,1.1801121343288037,0.3098703386301804,0.49966592104116564
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",0.91,1879.4958,66.56,219.43,67.98,40.79,134.54,260.22,0.07158302774605828,0.1384520252718841,1744.9558,12570.0,9168.3,152.81,1592.1458,2139.7158,394.76,547.57,1.226229225978102,1.3439195078742159,20.65379999999982,17.963799999999992,14.033799999999928,24.373799999999846,6.409999999999968,10.340000000000032,0.8697576232945099,0.6794778684794106,1.1801121343287948,0.3103545110342903,0.5006342658493895
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",0.92,1900.1496,68.21,222.52,69.01,41.4,137.22,263.92,0.07221536662165967,0.1388943270571959,1762.9296,12570.0,9403.71,156.73,1606.1996,2164.0696,401.14,557.87,1.2275417010412668,1.3473229603593477,20.653800000000047,17.973799999999983,14.05379999999991,24.353799999999865,6.3799999999999955,10.299999999999955,0.8702417956986096,0.6804462132876216,1.1791437895205632,0.3089019938219592,0.4986975762329417
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",0.93,1920.8034,69.86,225.62,70.04,42.02,139.9,267.64,0.07283410681176428,0.13933752928592272,1780.9034,12570.0,9639.12,160.65,1620.2534,2188.4434,407.54,568.19,1.2288389140028595,1.3506797146668539,20.653800000000047,17.973799999999983,14.053800000000138,24.3738000000003,6.400000000000034,10.32000000000005,0.8702417956986096,0.6804462132876326,1.1801121343288037,0.3098703386301804,0.49966592104116564
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",0.94,1941.4572,71.52,228.72,71.07,42.64,142.59,271.36,0.07344483308722952,0.13977130167999582,1798.8672,12570.0,9874.64,164.58,1634.2872,2212.8172,413.95,578.53,1.2301170425476655,1.3539953075567133,20.653800000000047,17.963799999999992,14.033799999999928,24.373799999999846,6.409999999999968,10.339999999999918,0.8697576232945003,0.6794778684794032,1.1801121343287817,0.31035451103428685,0.5006342658493785
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",0.95,1962.111,73.17,231.82,72.11,43.26,145.28,275.08,0.07404270196742183,0.14019594202366736,1816.831,12570.0,10110.05,168.5,1648.331,2237.191,420.36,588.86,1.2313698962644297,1.3572462084375043,20.653800000000047,17.963799999999992,14.04379999999992,24.373799999999846,6.410000000000025,10.330000000000041,0.8697576232945003,0.6799620408835123,1.1801121343287817,0.3103545110342896,0.5001500934452748
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",0.96,1982.7648,74.82,234.91,73.14,43.88,147.96,278.79,0.07462307178340062,0.1406066922309696,1834.8048,12570.0,10345.46,172.42,1662.3848,2261.5548,426.75,599.17,1.232586049480577,1.3604279827390144,20.65379999999982,17.973799999999983,14.053800000000138,24.363800000000083,6.389999999999986,10.309999999999945,0.8702417956986191,0.6804462132876401,1.1796279619246965,0.30938616622607185,0.4991817486370564
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",0.97,2003.4186,76.47,238.01,74.17,44.5,150.64,282.51,0.07519147521142111,0.1410139648299162,1852.7786,12570.0,10580.99,176.35,1676.4286,2285.9286,433.15,609.5,1.2337840041978032,1.3635705093554238,20.653800000000047,17.97380000000021,14.04379999999992,24.3738000000003,6.399999999999977,10.330000000000041,0.8702417956986206,0.6799620408835123,1.1801121343288037,0.30987033863017766,0.5001500934452748
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",0.98,2024.0724,78.13,241.11,75.2,45.12,153.33,286.23,0.07575321910421781,0.14141292574317008,1870.7424,12570.0,10816.4,180.27,1690.4724,2310.3024,439.56,619.83,1.234965540953153,1.3666608221465195,20.653800000000047,17.963799999999992,14.043800000000147,24.373799999999846,6.410000000000025,10.330000000000041,0.8697576232945003,0.6799620408835234,1.1801121343287817,0.3103545110342896,0.5001500934452748
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",0.99,2044.7262,79.78,244.21,76.24,45.74,156.02,289.95,0.07630361463554386,0.1418038268399945,1888.7062,12570.0,11051.92,184.2,1704.5062,2334.6762,445.97,630.17,1.2361246021218122,1.3697082474678002,20.653800000000047,17.963799999999992,14.033799999999928,24.373799999999846,6.410000000000025,10.339999999999918,0.8697576232945003,0.6794778684794032,1.1801121343287817,0.3103545110342896,0.5006342658493785
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",1.0,2065.38,81.43,247.31,77.27,46.36,158.7,293.67,0.0768381605322023,0.1421869099148825,1906.68,12570.0,11287.33,188.12,1718.56,2359.05,452.37,640.49,1.2372553338787842,1.3726899264500514,20.653800000000047,17.973799999999983,14.05379999999991,24.3738000000003,6.399999999999977,10.32000000000005,0.8702417956986096,0.6804462132876216,1.1801121343288037,0.30987033863017766,0.49966592104116564
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",1.01,2086.0338,83.08,250.4,78.3,46.98,161.38,297.38,0.07736212136160017,0.142557613400128,1924.6538,12570.0,11522.74,192.05,1732.6038,2383.4138,458.76,650.81,1.2383597507250397,1.3756254026454289,20.653800000000047,17.973799999999983,14.043800000000147,24.363799999999628,6.389999999999986,10.319999999999936,0.8702417956986096,0.6799620408835234,1.1796279619246615,0.3093861662260684,0.49966592104116014
United Kingdom,UK,2026-04,2026-04-06,uk__standard_employee_ruk,"Royaume-Uni · salarié standard, hors Écosse","United Kingdom · standard employee, outside Scotland",1.02,2106.6876,84.74,253.5,79.33,47.6,164.07,301.1,0.07788055523752073,0.14292579497786004,1942.6176,12570.0,11758.27,195.97,1746.6476,2407.7876,465.17,661.14,1.2394552587189573,1.378519399104891,20.653800000000047,17.963799999999992,14.04379999999992,24.3738000000003,6.410000000000025,10.330000000000041,0.8697576232945003,0.6799620408835123,1.1801121343288037,0.3103545110342896,0.5001500934452748
