country,country_code,version,effective_from,prefecture_code,prefecture_name_fr,prefecture_name_en,smic_multiple,gross_monthly_jpy,health_employer_monthly_jpy,health_employee_monthly_jpy,child_support_money_employer_monthly_jpy,child_support_money_employee_monthly_jpy,pension_employer_monthly_jpy,pension_employee_monthly_jpy,child_childcare_contribution_monthly_jpy,employment_insurance_employer_monthly_jpy,employment_insurance_employee_monthly_jpy,workers_accident_insurance_monthly_jpy,iit_annual_jpy,resident_tax_annual_jpy,employee_contributions_monthly_jpy,employer_contributions_monthly_jpy,employee_contribution_rate,employer_contribution_rate,net_before_income_tax_monthly_jpy,income_tax_monthly_jpy,net_after_income_tax_monthly_jpy,employer_cost_monthly_jpy,social_wedge_monthly_jpy,total_wedge_after_income_tax_monthly_jpy,cost_to_net_ratio,cost_to_net_after_income_tax_ratio,delta_gross_monthly_jpy,delta_net_before_income_tax_monthly_jpy,delta_net_after_income_tax_monthly_jpy,delta_employer_cost_monthly_jpy,delta_social_wedge_monthly_jpy,delta_total_wedge_after_income_tax_monthly_jpy,marginal_net_before_income_tax_rate,marginal_net_after_income_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_income_tax_rate
Japan,JP,2026-01,2026-01-01,aichi,Aichi,Aichi,0.9,191256.00003,9433.5,9433.5,218.5,218.5,17385.0,17385.0,684.0,1625.676,956.28,573.768,7579.936672,80848.064,27993.28,29920.444,0.14636549962228132,0.15644185801047678,163262.72003,7369.000056,155893.719974,221176.44403,57913.724,65282.724056,1.3547271783166812,1.4187642970314234,2125.0666670000064,2114.441334000003,1904.5762899999972,2149.5049330000184,35.063600000001315,244.92864299999928,0.9950000001576405,0.8962430777236371,1.011499999684486,0.016499999997412414,0.11525692196083867
Japan,JP,2026-01,2026-01-01,aichi,Aichi,Aichi,0.91,193381.066697,9433.5,9433.5,218.5,218.5,17385.0,17385.0,684.0,1643.739067,966.905333,580.1432,8574.007593,82795.3136,28003.905333,29944.882267,0.14481203259346503,0.15484909034003197,165377.161364,7614.110099,157763.051264,223325.948964,57948.787601,65562.8977,1.3504038110384748,1.4155782813182762,2125.0666670000064,2114.441334000003,1869.331290000002,2149.504933999997,35.063601000001654,280.17364400000224,0.9950000001576405,0.8796577156983829,1.0115000001550494,0.016500000467986047,0.1318422844566699
Japan,JP,2026-01,2026-01-01,aichi,Aichi,Aichi,0.92,195506.133364,9930.0,9930.0,230.0,230.0,18300.0,18300.0,720.0,1661.802134,977.530667,586.5184,8553.408714,82754.9632,29437.530667,31428.320534,0.1505708806179098,0.16075362953023922,166068.602697,7609.030993,158459.571704,226934.453898,60865.851201,68474.882193,1.3665102867848695,1.432128406361079,2125.0666670000064,691.4413329999952,696.520439999993,3608.504933999997,2917.063599999994,2911.9844929999963,0.32537394884468024,0.32776404186099395,1.6980666959941477,1.3726927466788905,1.3703026536625769
Japan,JP,2026-01,2026-01-01,aichi,Aichi,Aichi,0.93,197631.200031,9930.0,9930.0,230.0,230.0,18300.0,18300.0,720.0,1679.8652,988.156,592.8936,9404.539634,84422.2128,29448.156,31452.7588,0.1490056023316957,0.15914875179335491,168183.044031,7818.896036,160364.147995,229083.958831,60900.914801,68719.810837,1.3621109080969076,1.4285235303278185,2125.0666669999773,2114.441334000003,1904.5762910000049,2149.5049329999893,35.063600000001315,244.92864399999962,0.9950000001576541,0.8962430781942264,1.0114999996844862,0.01649999999741264,0.11525692243141389
Japan,JP,2026-01,2026-01-01,aichi,Aichi,Aichi,0.94,199756.266698,9930.0,9930.0,230.0,230.0,18300.0,18300.0,720.0,1697.928267,998.781333,599.2688,10398.610555,86369.4624,29458.781333,31477.197067,0.14747362783880535,0.15757802039129798,170297.485365,8064.00608,162233.479285,231233.463765,60935.978401,68999.98448,1.3578207762145622,1.425312856410528,2125.0666670000064,2114.441334000003,1869.331290000002,2149.504933999997,35.063600000001315,280.1736430000019,0.9950000001576405,0.8796577156983829,1.0115000001550494,0.016499999997412414,0.13184228398609626
Japan,JP,2026-01,2026-01-01,aichi,Aichi,Aichi,0.95,201881.333365,9930.0,9930.0,230.0,230.0,18300.0,18300.0,720.0,1715.991334,1009.406667,605.644,11249.741476,88036.712,29469.406667,31501.635334,0.14597390544050215,0.15604035701875799,172411.926698,8273.871123,164138.055575,233382.968699,60971.042001,69244.913123,1.3536358717645944,1.4218699489331676,2125.0666670000064,2114.441332999995,1904.5762899999972,2149.504933999997,35.063600000001315,244.92864300000656,0.9949999996870634,0.8962430777236371,1.0115000001550494,0.016499999997412414,0.1152569219608421
Japan,JP,2026-01,2026-01-01,aichi,Aichi,Aichi,0.96,204006.400032,9930.0,9930.0,230.0,230.0,18300.0,18300.0,720.0,1734.0544,1020.032,612.0192,12243.812397,89983.9616,29480.032,31526.0736,0.14450542725883025,0.1545347282998126,174526.368032,8518.981166,166007.386865,235532.473632,61006.105601,69525.086767,1.349552370157604,1.4188071873166004,2125.0666670000064,2114.441334000003,1869.331290000002,2149.5049330000184,35.063600000001315,280.17364399999497,0.9950000001576405,0.8796577156983829,1.011499999684486,0.016499999997412414,0.13184228445666646
Japan,JP,2026-01,2026-01-01,aichi,Aichi,Aichi,0.97,206131.466699,9930.0,9930.0,230.0,230.0,18300.0,18300.0,720.0,1752.117467,1030.657333,618.3944,13094.943318,91651.2112,29490.657333,31550.511867,0.14306722697781138,0.1530601434719795,176640.809366,8728.84621,167911.963156,237681.978566,61041.169201,69770.01541,1.3455666299299343,1.4155154528543097,2125.0666670000064,2114.441334000003,1904.5762910000049,2149.504933999997,35.06359999999404,244.92864300000656,0.9950000001576405,0.8962430781942142,1.0115000001550494,0.01649999999740899,0.1152569219608421
Japan,JP,2026-01,2026-01-01,aichi,Aichi,Aichi,0.98,208256.533366,9930.0,9930.0,230.0,230.0,18300.0,18300.0,720.0,1770.180534,1041.282667,624.7696,13946.074238,93318.4608,29501.282667,31574.950134,0.14165837772293577,0.15161565221206133,178755.250699,8938.711253,169816.539446,239831.4835,61076.232801,70014.944054,1.3416751819129786,1.4122975552447918,2125.0666669999773,2114.441332999995,1904.5762899999972,2149.504933999997,35.063600000001315,244.92864399999962,0.994999999687077,0.8962430777236494,1.0115000001550634,0.01649999999741264,0.11525692243141389
Japan,JP,2026-01,2026-01-01,aichi,Aichi,Aichi,0.99,210381.600033,10923.0,10923.0,253.0,253.0,20130.0,20130.0,792.0,1788.2436,1051.908,631.1448,13196.685559,91850.5104,32357.908,34517.3884,0.1538057890760856,0.16407037685313342,178023.692033,8753.932997,169269.759036,244898.988433,66875.296401,75629.229397,1.3756539123354994,1.4467970523956308,2125.0666670000064,-731.5586659999972,-546.7804100000067,5067.504932999989,5799.063600000001,5614.285342999996,-0.3442521015271259,-0.25730035602690343,2.384633391362669,2.7288854933603757,2.6419337473895728
