country,country_code,version,effective_from,profile_id,profile_label_fr,profile_label_en,smic_multiple,gross_monthly_eur,employee_contribution_rate,employer_contribution_rate_before_reduction,employee_contributions_monthly_eur,employer_contributions_before_reduction_monthly_eur,employee_pension_monthly_eur,employee_sante_soins_monthly_eur,employee_sante_indemnites_monthly_eur,employee_chomage_monthly_eur,employer_pension_monthly_eur,employer_sante_soins_monthly_eur,employer_sante_indemnites_monthly_eur,employer_chomage_monthly_eur,employer_maladies_professionnelles_monthly_eur,employer_accidents_travail_monthly_eur,employer_residuel_monthly_eur,structural_reduction_monthly_eur,structural_reduction_quarterly_eur,structural_reduction_low_wage_component_quarterly_eur,structural_reduction_very_low_wage_component_quarterly_eur,structural_reduction_reference_wage_quarterly_eur,employer_contributions_monthly_eur,employer_contribution_rate,net_before_income_tax_monthly_eur,monthly_tax_base_before_annualisation_eur,annual_gross_tax_base_eur,professional_expenses_eur,annual_taxable_net_income_eur,annual_basic_tax_before_allowance_eur,annual_tax_after_basic_allowance_eur,withholding_tax_monthly_eur,net_after_withholding_tax_monthly_eur,employer_cost_monthly_eur,social_wedge_monthly_eur,total_wedge_after_withholding_tax_monthly_eur,cost_to_net_ratio,cost_to_net_after_withholding_tax_ratio,delta_gross_monthly_eur,delta_net_before_income_tax_monthly_eur,delta_net_after_withholding_tax_monthly_eur,delta_employer_cost_monthly_eur,delta_social_wedge_monthly_eur,delta_total_wedge_after_withholding_tax_monthly_eur,marginal_net_before_income_tax_rate,marginal_net_after_withholding_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_withholding_tax_rate
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.24,7094.9844,0.1307,0.25,927.314461,1773.7461,532.12383,251.871946,81.592321,61.726364,628.615618,269.609407,166.732133,103.586772,70.949844,21.284953,512.967372,115.952797,347.858392,0.0,0.0,21284.9532,1657.793303,0.23365707508344438,6167.669939,6167.67,74012.04,6070.0,67942.04,29357.62,26369.64,2197.47,3970.199939,8752.777703,2585.107764,4782.577764,1.419138473580403,2.204618869912041,21.89810000000034,19.036018000000695,8.856017999999949,26.05873900000006,7.0227209999998195,17.202720999999656,0.8692999849302177,0.404419470182336,1.1899999999999842,0.32070001506978735,0.7855805298176275
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.25,7116.8825,0.1307,0.25,930.176543,1779.220625,533.766188,252.649329,81.844149,61.916878,630.55579,270.441535,167.246739,103.906485,71.168825,21.350648,514.550605,117.266683,351.80005,0.0,0.0,21350.6475,1661.953942,0.23352274562164918,6186.705957,6186.7,74240.4,6070.0,68170.4,29479.79,26491.81,2207.65,3979.055957,8778.836442,2592.130484,4799.780484,1.4189839475689052,2.2062611172057722,21.89809999999943,19.036017999999785,8.856017999999949,26.05873900000006,7.022719999999936,17.202720000000227,0.8692999849302122,0.40441947018235275,1.1900000000000337,0.3206999694037436,0.7855804841516238
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.26,7138.7806,0.1307,0.25,933.038624,1784.69515,535.408545,253.426711,82.095977,62.107391,632.495961,271.273663,167.761344,104.226197,71.387806,21.416342,516.133837,118.580569,355.741708,0.0,0.0,21416.3418,1666.114581,0.23338924026698152,6205.741976,6205.74,74468.88,6070.0,68398.88,29602.03,26614.05,2217.84,3987.901976,8804.895181,2599.153205,4816.993205,1.4188303695697477,2.207901607056449,21.89810000000034,19.036019000000124,8.84601900000007,26.05873900000006,7.022721000000274,17.212720999999874,0.8693000305962539,0.4039628552248794,1.1899999999999842,0.3207000150698081,0.7860371904411618
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.27,7160.6787,0.1307,0.25,935.900706,1790.169675,537.050903,254.204094,82.347805,62.297905,634.436133,272.105791,168.275949,104.545909,71.606787,21.482036,517.71707,119.894455,359.683366,0.0,0.0,21482.0361,1670.27522,0.23325655145882565,6224.777994,6224.78,74697.36,6070.0,68627.36,29724.27,26736.29,2228.02,3996.757994,8830.95392,2606.175926,4834.195926,1.4186777308855698,2.2095293067838235,21.89810000000034,19.036017999999785,8.856017999999949,26.05873900000006,7.0227209999998195,17.202721000000565,0.8692999849301761,0.404419470182336,1.1899999999999842,0.32070001506978735,0.785580529817669
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.28,7182.5768,0.1307,0.25,938.762788,1795.6442,538.69326,254.981476,82.599633,62.488418,636.376304,272.937918,168.790555,104.865621,71.825768,21.54773,519.300303,121.208341,363.625024,0.0,0.0,21547.7304,1674.435859,0.23312467172876825,6243.814012,6243.82,74925.84,6070.0,68855.84,29846.5,26858.52,2238.21,4005.604012,8857.012659,2613.198646,4851.408646,1.4185260229250756,2.211155329284204,21.89809999999943,19.036017999999785,8.84601799999973,26.05873900000006,7.022719999999936,17.212719999999536,0.8692999849302122,0.40396280955881836,1.1900000000000337,0.3206999694037436,0.7860371447751167
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.29,7204.4749,0.1307,0.25,941.624869,1801.118725,540.335618,255.758859,82.851461,62.678932,638.316476,273.770046,169.30516,105.185334,72.044749,21.613425,520.883535,122.522227,367.566682,0.0,0.0,21613.4247,1678.596498,0.2329935936991975,6262.850031,6262.85,75154.2,6070.0,69084.2,29968.68,26980.7,2248.39,4014.460031,8883.071398,2620.221367,4868.611367,1.4183752372014236,2.212768673749976,21.89810000000034,19.036019000000124,8.856019000000288,26.05873900000006,7.022721000000274,17.202721000000565,0.8693000305962539,0.4044195158484138,1.1899999999999842,0.3207000150698081,0.785580529817669
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.3,7226.373,0.1307,0.25,944.486951,1806.59325,541.977975,256.536242,83.10329,62.869445,640.256648,274.602174,169.819766,105.505046,72.26373,21.679119,522.466768,123.836113,371.50834,0.0,0.0,21679.119,1682.757137,0.23286331008192723,6281.886049,6281.88,75382.56,6070.0,69312.56,30090.85,27102.87,2258.57,4023.316049,8909.130137,2627.244088,4885.814088,1.4182253653306423,2.2143749157122468,21.89809999999943,19.036017999999785,8.856017999999949,26.05873900000006,7.0227209999998195,17.202720999999656,0.8692999849302122,0.40441947018235275,1.1900000000000337,0.32070001506980067,0.7855805298176601
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.31,7248.2711,0.1307,0.25,947.349033,1812.067775,543.620333,257.313624,83.355118,63.059959,642.196819,275.434302,170.334371,105.824758,72.482711,21.744813,524.050001,125.149999,375.449998,0.0,0.0,21744.8133,1686.917776,0.23273381367684587,6300.922067,6300.92,75611.04,6070.0,69541.04,30213.09,27225.11,2268.76,4032.162067,8935.188876,2634.266808,4903.026808,1.4180763990300769,2.215979597716153,21.89810000000034,19.036018000000695,8.846018000000186,26.05873900000006,7.022719999999936,17.212719999999536,0.8692999849302177,0.40396280955882236,1.1899999999999842,0.3206999694037303,0.786037144775084
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.32,7270.1692,0.1307,0.25,950.211114,1817.5423,545.26269,258.091007,83.606946,63.250472,644.136991,276.26643,170.848976,106.14447,72.701692,21.810508,525.633233,126.463885,379.391656,0.0,0.0,21810.5076,1691.078415,0.23260509737059032,6319.958086,6319.96,75839.52,6070.0,69769.52,30335.32,27347.34,2278.95,4041.008086,8961.247615,2641.289529,4920.239529,1.4179283301168646,2.2175772542224013,21.89810000000034,19.036018999999214,8.846018999999615,26.05873900000006,7.022721000000274,17.212721000000784,0.8693000305962124,0.40396285522485864,1.1899999999999842,0.3207000150698081,0.7860371904412033
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.33,7292.0673,0.1307,0.25,953.073196,1823.016825,546.905048,258.868389,83.858774,63.440986,646.077163,277.098557,171.363582,106.464183,72.920673,21.876202,527.216466,127.777771,383.333314,0.0,0.0,21876.2019,1695.239054,0.2324771541352432,6338.994104,6339.0,76068.0,6070.0,69998.0,30457.56,27469.58,2289.13,4049.864104,8987.306354,2648.31225,4937.44225,1.4177811505064342,2.2191624516571125,21.89809999999943,19.036018000000695,8.856018000000404,26.05873900000006,7.0227209999998195,17.202720999999656,0.8692999849302537,0.40441947018237356,1.1900000000000337,0.32070001506980067,0.7855805298176601
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.34,7313.9654,0.1307,0.25,955.935278,1828.49135,548.547405,259.645772,84.110602,63.631499,648.017334,277.930685,171.878187,106.783895,73.139654,21.941896,528.799698,129.091657,387.274972,0.0,0.0,21941.8962,1699.399693,0.23234997702705387,6358.030122,6358.03,76296.36,6070.0,70226.36,30579.73,27591.75,2299.31,4058.720122,9013.365093,2655.33497,4954.64497,1.417634852211036,2.2207407313753436,21.89810000000034,19.036017999999785,8.856017999999949,26.05873900000006,7.022719999999936,17.202720000000227,0.8692999849301761,0.404419470182336,1.1899999999999842,0.3206999694037303,0.7855804841515912
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.35,7335.8635,0.1307,0.25,958.797359,1833.965875,550.189763,260.423154,84.36243,63.822012,649.957506,278.762813,172.392792,107.103607,73.358635,22.007591,530.382931,130.405543,391.21663,0.0,0.0,22007.5905,1703.560332,0.23222355918518203,6377.066141,6377.06,76524.72,6070.0,70454.72,30701.91,27713.93,2309.49,4067.576141,9039.423832,2662.357691,4971.847691,1.4174894273382974,2.2223121385613185,21.89810000000034,19.036019000000124,8.856018999999833,26.05873900000006,7.022721000000274,17.202720999999656,0.8693000305962539,0.40441951584839303,1.1899999999999842,0.3207000150698081,0.7855805298176275
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.36,7357.7616,0.1307,0.25,961.659441,1839.4404,551.83212,261.200537,84.614258,64.012526,651.897678,279.594941,172.907398,107.423319,73.577616,22.073285,531.966164,131.719429,395.158288,0.0,0.0,22073.2848,1707.720971,0.23209789383046422,6396.102159,6396.1,76753.2,6070.0,70683.2,30824.14,27836.16,2319.68,4076.422159,9065.482571,2669.380412,4989.060412,1.4173448680898015,2.2238821734688576,21.89809999999943,19.036017999999785,8.846018000000186,26.05873900000006,7.0227209999998195,17.212720999999874,0.8692999849302122,0.4039628095588391,1.1900000000000337,0.32070001506980067,0.7860371904411945
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.37,7379.6597,0.1307,0.25,964.521523,1844.914925,553.474478,261.977919,84.866087,64.203039,653.837849,280.427069,173.422003,107.743032,73.796597,22.138979,533.549396,133.033315,399.099946,0.0,0.0,22138.9791,1711.88161,0.23197297426420174,6415.138177,6415.14,76981.68,6070.0,70911.68,30946.38,27958.4,2329.87,4085.268177,9091.54131,2676.403132,5006.273132,1.4172011667596938,2.225445409039379,21.89810000000034,19.036017999999785,8.84601799999973,26.05873900000006,7.022719999999936,17.212720000000445,0.8692999849301761,0.4039628095588016,1.1899999999999842,0.3206999694037303,0.7860371447751255
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.38,7401.5578,0.1307,0.25,967.383604,1850.38945,555.116835,262.755302,85.117915,64.393553,655.778021,281.259196,173.936608,108.062744,74.015578,22.204673,535.132629,134.347201,403.041604,0.0,0.0,22204.6734,1716.042249,0.23184879386697038,6434.174196,6434.18,77210.16,6070.0,71140.16,31068.62,28080.64,2340.05,4094.124196,9117.600049,2683.425853,5023.475853,1.4170583157333148,2.226996449838789,21.89809999999943,19.036019000000124,8.856019000000288,26.05873900000006,7.022721000000274,17.202720999999656,0.86930003059629,0.40441951584843056,1.1900000000000337,0.32070001506982143,0.7855805298176601
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.39,7423.4559,0.1307,0.25,970.245686,1855.863975,556.759193,263.532684,85.369743,64.584066,657.718193,282.091324,174.451214,108.382456,74.234559,22.270368,536.715862,135.661087,406.983262,0.0,0.0,22270.3677,1720.202888,0.23172534609745127,6453.210214,6453.21,77438.52,6070.0,71368.52,31190.79,28202.81,2350.23,4102.980214,9143.658788,2690.448574,5040.678574,1.4169163074858522,2.2285407949950153,21.89810000000034,19.036017999999785,8.856017999999949,26.05873900000006,7.0227209999998195,17.202720999999656,0.8692999849301761,0.404419470182336,1.1899999999999842,0.32070001506978735,0.7855805298176275
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.4,7445.354,0.1307,0.25,973.107768,1861.3385,558.40155,264.310067,85.621571,64.77458,659.658364,282.923452,174.965819,108.702168,74.45354,22.336062,538.299094,136.974973,410.92492,0.0,0.0,22336.062,1724.363527,0.2316026244912823,6472.246232,6472.24,77666.88,6070.0,71596.88,31312.96,28324.98,2360.42,4111.826232,9169.717527,2697.471294,5057.891294,1.4167751345810218,2.23008391134284,21.89810000000034,19.036018000000695,8.846018000000186,26.05873900000006,7.022719999999936,17.212720000000445,0.8692999849302177,0.40396280955882236,1.1899999999999842,0.3206999694037303,0.7860371447751255
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.41,7467.2521,0.1307,0.25,975.969849,1866.813025,560.043908,265.08745,85.873399,64.965093,661.598536,283.75558,175.480424,109.021881,74.672521,22.401756,539.882327,138.288859,414.866578,0.0,0.0,22401.7563,1728.524166,0.23148062265992955,6491.282251,6491.28,77895.36,6070.0,71825.36,31435.2,28447.22,2370.6,4120.682251,9195.776266,2704.494015,5075.094015,1.4166347896697682,2.2316149866891357,21.89809999999943,19.036018999999214,8.856018999999833,26.05873900000006,7.022721000000274,17.202720999999656,0.8693000305962485,0.4044195158484098,1.1900000000000337,0.32070001506982143,0.7855805298176601
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.42,7489.1502,0.1307,0.25,978.831931,1872.28755,561.686265,265.864832,86.125227,65.155607,663.538708,284.587708,175.99503,109.341593,74.891502,22.467451,541.465559,139.602745,418.808236,0.0,0.0,22467.4506,1732.684805,0.2313593342895789,6510.318269,6510.32,78123.84,6070.0,72053.84,31557.43,28569.45,2380.79,4129.528269,9221.835005,2711.516736,5092.306736,1.41649526548899,2.23314490282263,21.89810000000034,19.036018000000695,8.846018000000186,26.05873900000006,7.0227209999998195,17.212720999999874,0.8692999849302177,0.40396280955882236,1.1899999999999842,0.32070001506978735,0.7860371904411618
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.43,7511.0483,0.1307,0.25,981.694013,1877.762075,563.328623,266.642215,86.377055,65.34612,665.478879,285.419835,176.509635,109.661305,75.110483,22.533145,543.048792,140.916631,422.749894,0.0,0.0,22533.1449,1736.845444,0.2312387531400466,6529.354287,6529.36,78352.32,6070.0,72282.32,31679.67,28691.69,2390.97,4138.384287,9247.893744,2718.539456,5109.509456,1.416356554860286,2.2346628785279075,21.89810000000034,19.036017999999785,8.856017999999494,26.05873900000006,7.022719999999936,17.202720000000227,0.8692999849301761,0.4044194701823152,1.1899999999999842,0.3206999694037303,0.7855804841515912
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.44,7532.9464,0.1307,0.25,984.556094,1883.2366,564.97098,267.419597,86.628884,65.536634,667.419051,286.251963,177.02424,109.981017,75.329464,22.598839,544.632025,142.230517,426.691552,0.0,0.0,22598.8392,1741.006083,0.23111887304370923,6548.390306,6548.39,78580.68,6070.0,72510.68,31801.84,28813.86,2401.16,4147.230306,9273.952483,2725.562177,5126.722177,1.4162186506887255,2.236179763232091,21.89809999999943,19.036019000000124,8.846019000000524,26.05873899999824,7.0227209999998195,17.212720999999874,0.86930003059629,0.40396285522491693,1.1899999999999507,0.32070001506980067,0.7860371904411945
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.45,7554.8445,0.1307,0.25,987.418176,1888.711125,566.613338,268.19698,86.880712,65.727147,669.359223,287.084091,177.538846,110.30073,75.548445,22.664534,546.215257,143.544403,430.63321,0.0,0.0,22664.5335,1745.166722,0.23099968790445213,6567.426324,6567.42,78809.04,6070.0,72739.04,31924.02,28936.04,2411.34,4156.086324,9300.011222,2732.584898,5143.924898,1.4160815459616385,2.2376848065685944,21.89810000000034,19.036017999999785,8.856017999999494,26.05873900000006,7.022721000000274,17.202721000000565,0.8692999849301761,0.4044194701823152,1.1899999999999842,0.3207000150698081,0.785580529817669
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.46,7576.7426,0.1307,0.25,990.280258,1894.18565,568.255695,268.974362,87.13254,65.917661,671.299394,287.916219,178.053451,110.620442,75.767426,22.730228,547.79849,144.858289,434.574868,0.0,0.0,22730.2278,1749.327361,0.2308811916966358,6586.462342,6586.46,79037.52,6070.0,72967.52,32046.25,29058.27,2421.52,4164.942342,9326.069961,2739.607618,5161.127618,1.415945233747424,2.2391834494845,21.89809999999943,19.036017999999785,8.856018000000404,26.05873900000006,7.022719999999936,17.202720000000227,0.8692999849302122,0.40441947018237356,1.1900000000000337,0.3206999694037436,0.7855804841516238
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.47,7598.6407,0.1307,0.25,993.142339,1899.660175,569.898053,269.751745,87.384368,66.108174,673.239566,288.748347,178.568056,110.940154,75.986407,22.795922,549.381723,146.172175,438.516526,0.0,0.0,22795.9221,1753.488,0.23076337846408063,6605.498361,6605.5,79266.0,6070.0,73196.0,32168.49,29180.51,2431.71,4173.788361,9352.1287,2746.630339,5178.340339,1.415809707194387,2.2406811011672665,21.89810000000034,19.036019000000124,8.846018999999615,26.05873900000006,7.0227209999998195,17.212720999999874,0.8693000305962539,0.40396285522485864,1.1899999999999842,0.32070001506978735,0.7860371904411618
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.48,7620.5388,0.1307,0.25,996.004421,1905.1347,571.54041,270.529127,87.636196,66.298688,675.179738,289.580474,179.082662,111.259866,76.205388,22.861616,550.964955,147.486061,442.458184,0.0,0.0,22861.6164,1757.648639,0.2306462423190689,6624.534379,6624.54,79494.48,6070.0,73424.48,32290.73,29302.75,2441.9,4182.634379,9378.187439,2753.65306,5195.55306,1.4156749595295857,2.2421724179648685,21.89810000000034,19.036017999999785,8.846018000000186,26.05873900000006,7.022721000000274,17.212720999999874,0.8692999849301761,0.40396280955882236,1.1899999999999842,0.3207000150698081,0.7860371904411618
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.49,7642.4369,0.1307,0.25,998.866503,1910.609225,573.182768,271.30651,87.888024,66.489201,677.119909,290.412602,179.597267,111.579579,76.424369,22.927311,552.548188,148.799947,446.399842,0.0,0.0,22927.3107,1761.809278,0.23052977744136383,6643.570397,6643.57,79722.84,6070.0,73652.84,32412.9,29424.92,2452.08,4191.490397,9404.246178,2760.67578,5212.75578,1.415540984057706,2.243652087099186,21.89809999999943,19.036018000000695,8.856017999999494,26.05873900000006,7.022719999999936,17.202720000000227,0.8692999849302537,0.404419470182332,1.1900000000000337,0.3206999694037436,0.7855804841516238
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.5,7664.335,0.1307,0.25,1001.728585,1916.08375,574.825125,272.083893,88.139853,66.679715,679.060081,291.24473,180.111873,111.899291,76.64335,22.993005,554.131421,150.113833,450.3415,0.0,0.0,22993.005,1765.969917,0.23041397807724567,6662.606416,6662.61,79951.32,6070.0,73881.32,32535.14,29547.16,2462.26,4200.346416,9430.304917,2767.698501,5229.958501,1.4154077741599511,2.245125516759099,21.89810000000034,19.036018999999214,8.856019000000742,26.05873900000006,7.0227209999998195,17.202720999999656,0.8693000305962124,0.40441951584843455,1.1899999999999842,0.32070001506978735,0.7855805298176275
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.51,7686.2331,0.1307,0.25,1004.590666,1921.558275,576.467483,272.861275,88.391681,66.870228,681.000253,292.076858,180.626478,112.219003,76.862331,23.058699,555.714653,151.427719,454.283158,0.0,0.0,23058.6993,1770.130556,0.23029883853856406,6681.642434,6681.64,80179.68,6070.0,74109.68,32657.31,29669.33,2472.44,4209.202434,9456.363656,2774.721222,5247.161222,1.4152753232929531,2.246592746327531,21.89810000000034,19.036018000000695,8.856017999999494,26.05873900000006,7.022721000000274,17.202720999999656,0.8692999849302177,0.4044194701823152,1.1899999999999842,0.3207000150698081,0.7855805298176275
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.52,7708.1312,0.1307,0.25,1007.452748,1927.0328,578.10984,273.638658,88.643509,67.060741,682.940424,292.908986,181.141083,112.538716,77.081312,23.124394,557.297886,152.741605,458.224816,0.0,0.0,23124.3936,1774.291195,0.23018435320180677,6700.678452,6700.68,80408.16,6070.0,74338.16,32779.55,29791.57,2482.63,4218.048452,9482.422395,2781.743943,5264.373943,1.415143624987699,2.248059144463089,21.89809999999943,19.036017999999785,8.846018000000186,26.05873900000006,7.0227209999998195,17.212720999999874,0.8692999849302122,0.4039628095588391,1.1900000000000337,0.32070001506980067,0.7860371904411945
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.53,7730.0293,0.1307,0.25,1010.31483,1932.507325,579.752198,274.41604,88.895337,67.251255,684.880596,293.741113,181.655689,112.858428,77.300293,23.190088,558.881118,154.055491,462.166474,0.0,0.0,23190.0879,1778.451834,0.2300705165071841,6719.71447,6719.72,80636.64,6070.0,74566.64,32901.78,29913.8,2492.82,4226.89447,9508.481134,2788.766663,5281.586663,1.4150126728484806,2.2495194048609415,21.89810000000034,19.036017999999785,8.846018000000186,26.05873900000006,7.022719999999936,17.212720000000445,0.8692999849301761,0.40396280955882236,1.1899999999999842,0.3206999694037303,0.7860371447751255
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.54,7751.9274,0.1307,0.25,1013.176911,1937.98185,581.394555,275.193423,89.147165,67.441768,686.820768,294.573241,182.170294,113.17814,77.519274,23.255782,560.464351,155.369377,466.108132,0.0,0.0,23255.7822,1782.612473,0.22995732295772878,6738.750489,6738.75,80865.0,6070.0,74795.0,33023.96,30035.98,2503.0,4235.750489,9534.539873,2795.789384,5298.789384,1.4148824605518564,2.2509682517495997,21.89809999999943,19.036019000000124,8.856018999999833,26.05873900000006,7.022721000000274,17.202720999999656,0.86930003059629,0.4044195158484098,1.1900000000000337,0.32070001506982143,0.7855805298176601
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.55,7773.8255,0.1307,0.25,1016.038993,1943.456375,583.036913,275.970805,89.398993,67.632282,688.760939,295.405369,182.684899,113.497852,77.738255,23.321477,562.047584,156.683263,470.04979,0.0,0.0,23321.4765,1786.773112,0.22984476711841123,6757.786507,6757.79,81093.48,6070.0,75023.48,33146.19,30158.21,2513.18,4244.606507,9560.598612,2802.812105,5315.992105,1.4147529818456357,2.2524110528412766,21.89810000000034,19.036017999999785,8.856018000000404,26.05873900000006,7.0227209999998195,17.202721000000565,0.8692999849301761,0.40441947018235674,1.1899999999999842,0.32070001506978735,0.785580529817669
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.56,7795.7236,0.1307,0.25,1018.901075,1948.9309,584.67927,276.748188,89.650821,67.822795,690.701111,296.237497,183.199505,113.817565,77.957236,23.387171,563.630816,157.997149,473.991448,0.0,0.0,23387.1708,1790.933751,0.22973284361526963,6776.822525,6776.82,81321.84,6070.0,75251.84,33268.36,30280.38,2523.37,4253.452525,9586.657351,2809.834825,5333.204825,1.4146242305478771,2.2538531447661607,21.89810000000034,19.036017999999785,8.846017999999276,26.05873900000006,7.022719999999936,17.212719999999536,0.8692999849301761,0.40396280955878083,1.1899999999999842,0.3206999694037303,0.786037144775084
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.57,7817.6217,0.1307,0.25,1021.763156,1954.405425,586.321628,277.52557,89.90265,68.013309,692.641283,297.069625,183.71411,114.137277,78.176217,23.452865,565.214049,159.311035,477.933106,0.0,0.0,23452.8651,1795.09439,0.22962154713455457,6795.858544,6795.86,81550.32,6070.0,75480.32,33390.6,30402.62,2533.55,4262.308544,9612.71609,2816.857546,5350.407546,1.4144962005459043,2.2552839595873166,21.89809999999943,19.036019000000124,8.856019000000742,26.05873900000006,7.022721000000274,17.202721000000565,0.86930003059629,0.40441951584845137,1.1900000000000337,0.32070001506982143,0.7855805298177017
Belgium,BE,2026-04,2026-04-01,belgium__non_profit_sector,Belgique · secteur non-marchand (Maribel social),Belgium · non-profit sector (Maribel social),3.58,7839.5198,0.1307,0.25,1024.625238,1959.87995,587.963985,278.302953,90.154478,68.203822,694.581454,297.901752,184.228715,114.456989,78.395198,23.518559,566.797282,160.624921,481.874764,0.0,0.0,23518.5594,1799.255029,0.22951087242188822,6814.894562,6814.89,81778.68,6070.0,75708.68,33512.77,30524.79,2543.73,4271.164562,9638.774829,2823.880267,5367.610267,1.4143688857953391,2.2567088409811373,21.89810000000034,19.036018000000695,8.856017999999494,26.05873900000006,7.0227209999998195,17.202720999999656,0.8692999849302177,0.4044194701823152,1.1899999999999842,0.32070001506978735,0.7855805298176275
