country,country_code,version,effective_from,province_code,province_name_fr,province_name_en,smic_multiple,gross_monthly_rmb,pension_employer_monthly_rmb,pension_employee_monthly_rmb,medical_employer_monthly_rmb,medical_employee_monthly_rmb,unemployment_employer_monthly_rmb,unemployment_employee_monthly_rmb,work_injury_employer_monthly_rmb,hpf_employer_monthly_rmb,hpf_employee_monthly_rmb,employee_contributions_monthly_rmb,employer_contributions_monthly_rmb,employee_contribution_rate,employer_contribution_rate,net_before_income_tax_monthly_rmb,income_tax_monthly_rmb,net_after_income_tax_monthly_rmb,employer_cost_monthly_rmb,social_wedge_monthly_rmb,total_wedge_after_income_tax_monthly_rmb,cost_to_net_ratio,cost_to_net_after_income_tax_ratio,delta_gross_monthly_rmb,delta_net_before_income_tax_monthly_rmb,delta_net_after_income_tax_monthly_rmb,delta_employer_cost_monthly_rmb,delta_social_wedge_monthly_rmb,delta_total_wedge_after_income_tax_monthly_rmb,marginal_net_before_income_tax_rate,marginal_net_after_income_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_income_tax_rate
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.03,2822.2,612.96,306.48,268.17,76.62,26.817,11.493,7.662,197.554,197.554,592.147,1113.163,0.20981751824817518,0.39443094040110555,2230.053,0.0,2230.053,3935.363,1705.31,1705.31,1.7646948301228713,1.7646948301228713,27.399999999999636,25.48199999999997,25.48199999999997,29.317999999999756,3.8360000000000127,3.8360000000000127,0.9300000000000113,0.9300000000000113,1.0700000000000054,0.14000000000000232,0.14000000000000232
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.04,2849.6,612.96,306.48,268.17,76.62,26.817,11.493,7.662,199.472,199.472,594.065,1115.081,0.20847311903425045,0.391311412128018,2255.535,0.0,2255.535,3964.681,1709.146,1709.146,1.7577563637895224,1.7577563637895224,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.05,2877.0,612.96,306.48,268.17,76.62,26.817,11.493,7.662,201.39,201.39,595.983,1116.999,0.20715432742440043,0.38825130344108455,2281.017,0.0,2281.017,3993.999,1712.982,1712.982,1.7509729212890568,1.7509729212890568,27.40000000000009,25.48199999999997,25.48199999999997,29.317999999999756,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.0699999999999876,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.06,2904.4,612.96,306.48,268.17,76.62,26.817,11.493,7.662,203.308,203.308,597.901,1118.917,0.20586041867511365,0.3852489326539045,2306.499,0.0,2306.499,4023.317,1716.818,1716.818,1.7443393645520766,1.7443393645520766,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.07,2931.8,612.96,306.48,268.17,76.62,26.817,11.493,7.662,205.226,205.226,599.819,1120.835,0.20459069513609388,0.38230268094685865,2331.981,0.0,2331.981,4052.635,1720.654,1720.654,1.737850780087831,1.737850780087831,27.40000000000009,25.482000000000426,25.482000000000426,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9300000000000125,0.9300000000000125,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.08,2959.2,612.96,306.48,268.17,76.62,26.817,11.493,7.662,207.144,207.144,601.737,1122.753,0.20334448499594485,0.3794109894566099,2357.463,0.0,2357.463,4081.953,1724.49,1724.49,1.7315024668467756,1.7315024668467756,27.399999999999636,25.48199999999997,25.48199999999997,29.317999999999756,3.8360000000000127,3.8360000000000127,0.9300000000000113,0.9300000000000113,1.0700000000000054,0.14000000000000232,0.14000000000000232
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.09,2986.6,612.96,306.48,268.17,76.62,26.817,11.493,7.662,209.062,209.062,603.655,1124.671,0.2021211410968995,0.37657235652581533,2382.945,0.0,2382.945,4111.271,1728.326,1728.326,1.7252899248618832,1.7252899248618832,27.40000000000009,25.48199999999997,25.48199999999997,29.317999999999756,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.0699999999999876,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.1,3014.0,612.96,306.48,268.17,76.62,26.817,11.493,7.662,210.98,210.98,605.573,1126.589,0.2009200398142004,0.37378533510285333,2408.427,0.0,2408.427,4140.589,1732.162,1732.162,1.719208844611026,1.719208844611026,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.11,3041.4,612.96,306.48,268.17,76.62,26.817,11.493,7.662,212.898,212.898,607.491,1128.507,0.19974057999605443,0.37104853028210694,2433.909,0.0,2433.909,4169.907,1735.998,1735.998,1.7132550970475888,1.7132550970475888,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.12,3068.8,612.96,306.48,268.17,76.62,26.817,11.493,7.662,214.816,214.816,609.409,1130.425,0.19858218196037541,0.3683605969760167,2459.391,0.0,2459.391,4199.225,1739.834,1739.834,1.7074247242508411,1.7074247242508411,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.13,3096.2,612.96,306.48,268.17,76.62,26.817,11.493,7.662,216.734,216.734,611.327,1132.343,0.19744428654479687,0.36572023771074225,2484.873,0.0,2484.873,4228.543,1743.67,1743.67,1.7017139306515867,1.7017139306515867,27.399999999999636,25.48199999999997,25.48199999999997,29.3179999999993,3.8360000000000127,3.8360000000000127,0.9300000000000113,0.9300000000000113,1.0699999999999887,0.14000000000000232,0.14000000000000232
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.14,3123.6,612.96,306.48,268.17,76.62,26.817,11.493,7.662,218.652,218.652,613.245,1134.261,0.1963263542066846,0.363126200537841,2510.355,0.0,2510.355,4257.861,1747.506,1747.506,1.6961190747922106,1.6961190747922106,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.15,3151.0,612.96,306.48,268.17,76.62,26.817,11.493,7.662,220.57,220.57,615.163,1136.179,0.19522786417010476,0.3605772770549033,2535.837,0.0,2535.837,4287.179,1751.342,1751.342,1.6906366615835327,1.6906366615835327,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.16,3178.4,612.96,306.48,268.17,76.62,26.817,11.493,7.662,222.488,222.488,617.081,1138.097,0.1941483136169142,0.3580723005285679,2561.319,0.0,2561.319,4316.497,1755.178,1755.178,1.6852633350238686,1.6852633350238686,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.17,3205.8,612.96,306.48,268.17,76.62,26.817,11.493,7.662,224.406,224.406,618.999,1140.015,0.19308721691933373,0.3556101441137938,2586.801,0.0,2586.801,4345.815,1759.014,1759.014,1.679995871348434,1.679995871348434,27.40000000000009,25.48199999999997,25.48199999999997,29.3179999999993,3.8359999999997854,3.8359999999997854,0.9299999999999958,0.9299999999999958,1.069999999999971,0.13999999999999171,0.13999999999999171
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.18,3233.2,612.96,306.48,268.17,76.62,26.817,11.493,7.662,226.324,226.324,620.917,1141.933,0.19204410491154275,0.3531897191636769,2612.283,0.0,2612.283,4375.133,1762.85,1762.85,1.6748311725796936,1.6748311725796936,27.399999999999636,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9300000000000113,0.9300000000000113,1.0700000000000218,0.14000000000000232,0.14000000000000232
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.19,3260.6,612.96,306.48,268.17,76.62,26.817,11.493,7.662,228.242,228.242,622.835,1143.851,0.1910185241980004,0.35080997362448635,2637.765,0.0,2637.765,4404.451,1766.686,1766.686,1.6697662604515566,1.6697662604515566,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.2,3288.0,612.96,306.48,268.17,76.62,26.817,11.493,7.662,230.16,230.16,624.753,1145.769,0.19001003649635037,0.34846989051094895,2663.247,0.0,2663.247,4433.769,1770.522,1770.522,1.6647982706823665,1.6647982706823665,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.21,3315.4,612.96,306.48,268.17,76.62,26.817,11.493,7.662,232.078,232.078,626.671,1147.687,0.18901821801290947,0.34616848645713943,2688.729,0.0,2688.729,4463.087,1774.358,1774.358,1.6599244475735562,1.6599244475735562,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.22,3342.8,612.96,306.48,268.17,76.62,26.817,11.493,7.662,233.996,233.996,628.589,1149.605,0.18804265884886925,0.34390481033863834,2714.211,0.0,2714.211,4492.405,1778.194,1778.194,1.6551421389125607,1.6551421389125607,27.40000000000009,25.48199999999997,25.48199999999997,29.3179999999993,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.069999999999971,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.23,3370.2,612.96,306.48,268.17,76.62,26.817,11.493,7.662,235.914,235.914,630.507,1151.523,0.1870829624354638,0.34167794196190143,2739.693,0.0,2739.693,4521.723,1782.03,1782.03,1.6504487911601775,1.6504487911601775,27.399999999999636,25.482000000000426,25.482000000000426,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9300000000000279,0.9300000000000279,1.0700000000000218,0.14000000000000232,0.14000000000000232
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.24,3397.6,612.96,306.48,268.17,76.62,26.817,11.493,7.662,237.832,237.832,632.425,1153.441,0.18613874499646813,0.3394869908170474,2765.175,0.0,2765.175,4551.041,1785.866,1785.866,1.6458419449040298,1.6458419449040298,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.25,3425.0,612.96,306.48,268.17,76.62,26.817,11.493,7.662,239.75,239.75,634.343,1155.359,0.18520963503649637,0.337331094890511,2790.657,0.0,2790.657,4580.359,1789.702,1789.702,1.6413192305611188,1.6413192305611188,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.26,3452.4,612.96,306.48,268.17,76.62,26.817,11.493,7.662,241.668,241.668,636.261,1157.277,0.18429527285366704,0.3352094195342371,2816.139,0.0,2816.139,4609.677,1793.538,1793.538,1.6368783643136935,1.6368783643136935,27.40000000000009,25.48199999999997,25.48199999999997,29.3179999999993,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.069999999999971,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.27,3479.8,612.96,306.48,268.17,76.62,26.817,11.493,7.662,243.586,243.586,638.179,1159.195,0.1833953100752917,0.3331211563882982,2841.621,0.0,2841.621,4638.995,1797.374,1797.374,1.632517144263785,1.632517144263785,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.28,3507.2,612.96,306.48,268.17,76.62,26.817,11.493,7.662,245.504,245.504,640.097,1161.113,0.1825094092153285,0.33106552235401465,2867.103,0.0,2867.103,4668.313,1801.21,1801.21,1.628233446792808,1.628233446792808,27.399999999999636,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9300000000000113,0.9300000000000113,1.0700000000000218,0.14000000000000232,0.14000000000000232
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.29,3534.6,612.96,306.48,268.17,76.62,26.817,11.493,7.662,247.422,247.422,642.015,1163.031,0.18163724325241898,0.32904175861483625,2892.585,0.0,2892.585,4697.631,1805.046,1805.046,1.6240252231135819,1.6240252231135819,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.3,3562.0,612.96,306.48,268.17,76.62,26.817,11.493,7.662,249.34,249.34,643.933,1164.949,0.18077849522740033,0.3270491297024144,2918.067,0.0,2918.067,4726.949,1808.882,1808.882,1.619890496003005,1.619890496003005,27.40000000000009,25.48199999999997,25.48199999999997,29.3179999999993,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.069999999999971,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.31,3589.4,612.96,306.48,268.17,76.62,26.817,11.493,7.662,251.258,251.258,645.851,1166.867,0.17993285785925228,0.3250869226054494,2943.549,0.0,2943.549,4756.267,1812.718,1812.718,1.6158273567044408,1.6158273567044408,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.32,3616.8,612.96,306.48,268.17,76.62,26.817,11.493,7.662,253.176,253.176,647.769,1168.785,0.17910003317850035,0.3231544459190445,2969.031,0.0,2969.031,4785.585,1816.554,1816.554,1.6118339619896191,1.6118339619896191,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.33,3644.2,612.96,306.48,268.17,76.62,26.817,11.493,7.662,255.094,255.094,649.687,1170.703,0.17827973217715826,0.32125102903243513,2994.513,0.0,2994.513,4814.903,1820.39,1820.39,1.6079085313705435,1.6079085313705435,27.399999999999636,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9300000000000113,0.9300000000000113,1.0700000000000218,0.14000000000000232,0.14000000000000232
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.34,3671.6,612.96,306.48,268.17,76.62,26.817,11.493,7.662,257.012,257.012,651.605,1172.621,0.1774716744743436,0.31937602135308857,3019.995,0.0,3019.995,4844.221,1824.226,1824.226,1.604049344452557,1.604049344452557,27.40000000000009,25.48199999999997,25.48199999999997,29.3179999999993,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.069999999999971,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.35,3699.0,612.96,306.48,268.17,76.62,26.817,11.493,7.662,258.93,258.93,653.523,1174.539,0.1766755879967559,0.31752879156528796,3045.477,0.0,3045.477,4873.539,1828.062,1828.062,1.600254738420287,1.600254738420287,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8359999999997854,3.8359999999997854,0.9299999999999958,0.9299999999999958,1.070000000000004,0.13999999999999171,0.13999999999999171
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.36,3726.4,612.96,306.48,268.17,76.62,26.817,11.493,7.662,260.848,260.848,655.441,1176.457,0.17589120867325034,0.31570872692142554,3070.959,0.0,3070.959,4902.857,1831.898,1831.898,1.5965231056487568,1.5965231056487568,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.37,3753.8,612.96,306.48,268.17,76.62,26.817,11.493,7.662,262.766,262.766,657.359,1178.375,0.17511828014278868,0.31391523256433485,3096.441,0.0,3096.441,4932.175,1835.734,1835.734,1.5928528914324545,1.5928528914324545,27.40000000000009,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9299999999999958,0.9299999999999958,1.070000000000004,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.38,3781.2,612.96,306.48,268.17,76.62,26.817,11.493,7.662,264.684,264.684,659.277,1180.293,0.1743565534750873,0.31214773087908604,3121.923,0.0,3121.923,4961.493,1839.57,1839.57,1.5892425918256154,1.5892425918256154,27.399999999999636,25.48199999999997,25.48199999999997,29.31800000000021,3.8360000000000127,3.8360000000000127,0.9300000000000113,0.9300000000000113,1.0700000000000218,0.14000000000000232,0.14000000000000232
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.39,3808.6,612.96,306.48,268.17,76.62,26.817,11.493,7.662,266.602,266.602,661.195,1182.211,0.17360578690332407,0.3104056608727617,3147.405,0.0,3147.405,4990.811,1843.406,1843.406,1.5856907515874188,1.5856907515874188,27.40000000000009,25.482000000000426,25.482000000000426,29.3179999999993,3.8360000000000127,3.8360000000000127,0.9300000000000125,0.9300000000000125,1.069999999999971,0.14,0.14
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.4,3836.0,613.76,306.88,268.52,76.72,26.852,11.508,7.672,268.52,268.52,663.628,1185.324,0.17300000000000001,0.30900000000000005,3172.372,0.0,3172.372,5021.324,1848.952,1848.952,1.5828295042321647,1.5828295042321647,27.40000000000009,24.966999999999643,24.966999999999643,30.51299999999992,5.546000000000049,5.546000000000049,0.9112043795620277,0.9112043795620277,1.1136131386861248,0.2024087591240887,0.2024087591240887
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.41,3863.4,618.144,309.072,270.438,77.268,27.0438,11.5902,7.7268,270.438,270.438,668.3682,1193.7906,0.17300000000000001,0.30900000000000005,3195.0318,0.0,3195.0318,5057.1906,1862.1588,1862.1588,1.5828295042321645,1.5828295042321645,27.40000000000009,22.65980000000036,22.65980000000036,35.86660000000029,13.20679999999993,13.20679999999993,0.8270000000000104,0.8270000000000104,1.3090000000000062,0.4819999999999959,0.4819999999999959
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.42,3890.8,622.528,311.264,272.356,77.816,27.2356,11.6724,7.7816,272.356,272.356,673.1084,1202.2572,0.17300000000000004,0.30900000000000005,3217.6916,0.0,3217.6916,5093.0572,1875.3656,1875.3656,1.5828295042321645,1.5828295042321645,27.40000000000009,22.659799999999905,22.659799999999905,35.86660000000029,13.206800000000158,13.206800000000158,0.8269999999999937,0.8269999999999937,1.3090000000000062,0.48200000000000415,0.48200000000000415
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.43,3918.2,626.912,313.456,274.274,78.364,27.4274,11.7546,7.8364,274.274,274.274,677.8486,1210.7238,0.173,0.309,3240.3514,0.0,3240.3514,5128.9238,1888.5724,1888.5724,1.5828295042321643,1.5828295042321643,27.399999999999636,22.659799999999905,22.659799999999905,35.86659999999938,13.20679999999993,13.20679999999993,0.8270000000000075,0.8270000000000075,1.3089999999999948,0.48200000000000387,0.48200000000000387
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.44,3945.6,631.296,315.648,276.192,78.912,27.6192,11.8368,7.8912,276.192,276.192,682.5888,1219.1904,0.17300000000000001,0.309,3263.0112,0.0,3263.0112,5164.7904,1901.7792,1901.7792,1.5828295042321645,1.5828295042321645,27.40000000000009,22.659799999999905,22.659799999999905,35.86660000000029,13.20679999999993,13.20679999999993,0.8269999999999937,0.8269999999999937,1.3090000000000062,0.4819999999999959,0.4819999999999959
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.45,3973.0,635.68,317.84,278.11,79.46,27.811,11.919,7.946,278.11,278.11,687.329,1227.657,0.17300000000000001,0.30900000000000005,3285.671,0.0,3285.671,5200.657,1914.986,1914.986,1.5828295042321645,1.5828295042321645,27.40000000000009,22.659799999999905,22.659799999999905,35.86660000000029,13.206800000000158,13.206800000000158,0.8269999999999937,0.8269999999999937,1.3090000000000062,0.48200000000000415,0.48200000000000415
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.46,4000.4,640.064,320.032,280.028,80.008,28.0028,12.0012,8.0008,280.028,280.028,692.0692,1236.1236,0.17300000000000004,0.309,3308.3308,0.0,3308.3308,5236.5236,1928.1928,1928.1928,1.5828295042321647,1.5828295042321647,27.40000000000009,22.65980000000036,22.65980000000036,35.86660000000029,13.20679999999993,13.20679999999993,0.8270000000000104,0.8270000000000104,1.3090000000000062,0.4819999999999959,0.4819999999999959
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.47,4027.8,644.448,322.224,281.946,80.556,28.1946,12.0834,8.0556,281.946,281.946,696.8094,1244.5902,0.17300000000000001,0.30900000000000005,3330.9906,0.0,3330.9906,5272.3902,1941.3996,1941.3996,1.5828295042321645,1.5828295042321645,27.40000000000009,22.659799999999905,22.659799999999905,35.86659999999938,13.20679999999993,13.20679999999993,0.8269999999999937,0.8269999999999937,1.308999999999973,0.4819999999999959,0.4819999999999959
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.48,4055.2,648.832,324.416,283.864,81.104,28.3864,12.1656,8.1104,283.864,283.864,701.5496,1253.0568,0.17299999999999996,0.309,3353.6504,0.0,3353.6504,5308.2568,1954.6064,1954.6064,1.5828295042321643,1.5828295042321643,27.399999999999636,22.659799999999905,22.659799999999905,35.86660000000029,13.20679999999993,13.20679999999993,0.8270000000000075,0.8270000000000075,1.309000000000028,0.48200000000000387,0.48200000000000387
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.49,4082.6,653.216,326.608,285.782,81.652,28.5782,12.2478,8.1652,285.782,285.782,706.2898,1261.5234,0.17300000000000001,0.309,3376.3102,0.0,3376.3102,5344.1234,1967.8132,1967.8132,1.5828295042321645,1.5828295042321645,27.40000000000009,22.659799999999905,22.659799999999905,35.86660000000029,13.206800000000158,13.206800000000158,0.8269999999999937,0.8269999999999937,1.3090000000000062,0.48200000000000415,0.48200000000000415
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.5,4110.0,657.6,328.8,287.7,82.2,28.77,12.33,8.22,287.7,287.7,711.03,1269.99,0.173,0.30900000000000005,3398.97,0.0,3398.97,5379.99,1981.02,1981.02,1.5828295042321643,1.5828295042321643,27.40000000000009,22.659799999999905,22.659799999999905,35.86659999999938,13.20679999999993,13.20679999999993,0.8269999999999937,0.8269999999999937,1.308999999999973,0.4819999999999959,0.4819999999999959
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.51,4137.4,661.984,330.992,289.618,82.748,28.9618,12.4122,8.2748,289.618,289.618,715.7702,1278.4566,0.173,0.309,3421.6298,0.0,3421.6298,5415.8566,1994.2268,1994.2268,1.5828295042321643,1.5828295042321643,27.399999999999636,22.65980000000036,22.65980000000036,35.86660000000029,13.20679999999993,13.20679999999993,0.827000000000024,0.827000000000024,1.309000000000028,0.48200000000000387,0.48200000000000387
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.52,4164.8,666.368,333.184,291.536,83.296,29.1536,12.4944,8.3296,291.536,291.536,720.5104,1286.9232,0.17300000000000001,0.30900000000000005,3444.2896,0.0,3444.2896,5451.7232,2007.4336,2007.4336,1.5828295042321645,1.5828295042321645,27.400000000000546,22.659799999999905,22.659799999999905,35.86660000000029,13.206800000000158,13.206800000000158,0.8269999999999801,0.8269999999999801,1.3089999999999844,0.48199999999999615,0.48199999999999615
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.53,4192.2,670.752,335.376,293.454,83.844,29.3454,12.5766,8.3844,293.454,293.454,725.2506,1295.3898,0.173,0.309,3466.9494,0.0,3466.9494,5487.5898,2020.6404,2020.6404,1.5828295042321643,1.5828295042321643,27.399999999999636,22.659799999999905,22.659799999999905,35.86659999999938,13.20679999999993,13.20679999999993,0.8270000000000075,0.8270000000000075,1.3089999999999948,0.48200000000000387,0.48200000000000387
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.54,4219.6,675.136,337.568,295.372,84.392,29.5372,12.6588,8.4392,295.372,295.372,729.9908,1303.8564,0.173,0.309,3489.6092,0.0,3489.6092,5523.4564,2033.8472,2033.8472,1.5828295042321645,1.5828295042321645,27.400000000000546,22.659799999999905,22.659799999999905,35.86660000000029,13.20679999999993,13.20679999999993,0.8269999999999801,0.8269999999999801,1.3089999999999844,0.4819999999999878,0.4819999999999878
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.55,4247.0,679.52,339.76,297.29,84.94,29.729,12.741,8.494,297.29,297.29,734.731,1312.323,0.173,0.309,3512.269,0.0,3512.269,5559.323,2047.054,2047.054,1.5828295042321645,1.5828295042321645,27.399999999999636,22.659799999999905,22.659799999999905,35.86660000000029,13.206800000000158,13.206800000000158,0.8270000000000075,0.8270000000000075,1.309000000000028,0.48200000000001214,0.48200000000001214
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.56,4274.4,683.904,341.952,299.208,85.488,29.9208,12.8232,8.5488,299.208,299.208,739.4712,1320.7896,0.17300000000000001,0.30900000000000005,3534.9288,0.0,3534.9288,5595.1896,2060.2608,2060.2608,1.5828295042321643,1.5828295042321643,27.399999999999636,22.65980000000036,22.65980000000036,35.86659999999938,13.20679999999993,13.20679999999993,0.827000000000024,0.827000000000024,1.3089999999999948,0.48200000000000387,0.48200000000000387
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.57,4301.8,688.288,344.144,301.126,86.036,30.1126,12.9054,8.6036,301.126,301.126,744.2114,1329.2562,0.173,0.309,3557.5886,0.0,3557.5886,5631.0562,2073.4676,2073.4676,1.5828295042321645,1.5828295042321645,27.400000000000546,22.659799999999905,22.659799999999905,35.86660000000029,13.20679999999993,13.20679999999993,0.8269999999999801,0.8269999999999801,1.3089999999999844,0.4819999999999878,0.4819999999999878
China,CN,2026-01,2026-01-01,HA,Henan,Henan,1.58,4329.2,692.672,346.336,303.044,86.584,30.3044,12.9876,8.6584,303.044,303.044,748.9516,1337.7228,0.17300000000000004,0.30900000000000005,3580.2484,0.0,3580.2484,5666.9228,2086.6744,2086.6744,1.5828295042321647,1.5828295042321647,27.399999999999636,22.659799999999905,22.659799999999905,35.86660000000029,13.20679999999993,13.20679999999993,0.8270000000000075,0.8270000000000075,1.309000000000028,0.48200000000000387,0.48200000000000387
