country,country_code,version,effective_from,province_code,province_name_fr,province_name_en,smic_multiple,gross_monthly_rmb,pension_employer_monthly_rmb,pension_employee_monthly_rmb,medical_employer_monthly_rmb,medical_employee_monthly_rmb,unemployment_employer_monthly_rmb,unemployment_employee_monthly_rmb,work_injury_employer_monthly_rmb,hpf_employer_monthly_rmb,hpf_employee_monthly_rmb,employee_contributions_monthly_rmb,employer_contributions_monthly_rmb,employee_contribution_rate,employer_contribution_rate,net_before_income_tax_monthly_rmb,income_tax_monthly_rmb,net_after_income_tax_monthly_rmb,employer_cost_monthly_rmb,social_wedge_monthly_rmb,total_wedge_after_income_tax_monthly_rmb,cost_to_net_ratio,cost_to_net_after_income_tax_ratio,delta_gross_monthly_rmb,delta_net_before_income_tax_monthly_rmb,delta_net_after_income_tax_monthly_rmb,delta_employer_cost_monthly_rmb,delta_social_wedge_monthly_rmb,delta_total_wedge_after_income_tax_monthly_rmb,marginal_net_before_income_tax_rate,marginal_net_after_income_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_income_tax_rate
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.39,14768.6,2362.976,1181.488,1181.488,295.372,103.3802,44.3058,88.6116,1033.802,1033.802,2554.9678,4770.2578,0.173,0.323,12213.6322,511.36322,11702.26898,19538.8578,7325.2256,7836.58882,1.5997581620314387,1.6696640483476561,27.399999999999636,22.65979999999945,20.393820000001142,36.25020000000222,13.590400000000045,15.856380000000172,0.8269999999999909,0.7443000000000516,1.3230000000000988,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.4,14796.0,2367.36,1183.68,1183.68,295.92,103.572,44.388,88.776,1035.72,1035.72,2559.708,4779.108,0.17300000000000001,0.32299999999999995,12236.292,513.6292,11722.6628,19575.108,7338.816,7852.4452,1.5997581620314387,1.669851665442428,27.399999999999636,22.65979999999945,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000000172,0.8269999999999909,0.7442999999999852,1.322999999999966,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.41,14823.4,2371.744,1185.872,1185.872,296.468,103.7638,44.4702,88.9404,1037.638,1037.638,2564.4482,4787.9582,0.17300000000000001,0.323,12258.9518,515.89518,11743.05662,19611.3582,7352.4064,7868.30158,1.599758162031439,1.670038630879053,27.399999999999636,22.65980000000127,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000000172,0.8270000000000572,0.7442999999999852,1.322999999999966,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.42,14850.8,2376.128,1188.064,1188.064,297.016,103.9556,44.5524,89.1048,1039.556,1039.556,2569.1884,4796.8084,0.17300000000000001,0.32299999999999995,12281.6116,518.16116,11763.45044,19647.6084,7365.9968,7884.15796,1.5997581620314387,1.6702249480467906,27.399999999999636,22.65979999999945,20.393820000001142,36.25020000000222,13.590400000000045,15.856379999999263,0.8269999999999909,0.7443000000000516,1.3230000000000988,0.4960000000000082,0.5786999999999808
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.43,14878.2,2380.512,1190.256,1190.256,297.564,104.1474,44.6346,89.2692,1041.474,1041.474,2573.9286,4805.6586,0.173,0.323,12304.2714,520.42714,11783.84426,19683.8586,7379.5872,7900.01434,1.599758162031439,1.67041062031144,27.400000000001455,22.65979999999945,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000000172,0.826999999999936,0.7442999999999358,1.322999999999878,0.4959999999999753,0.5786999999999756
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.44,14905.6,2384.896,1192.448,1192.448,298.112,104.3392,44.7168,89.4336,1043.392,1043.392,2578.6688,4814.5088,0.17300000000000001,0.32299999999999995,12326.9312,522.69312,11804.23808,19720.1088,7393.1776,7915.87072,1.5997581620314392,1.670595651015538,27.399999999999636,22.65980000000127,20.393819999999323,36.25020000000222,13.590400000000045,15.856380000000172,0.8270000000000572,0.7442999999999852,1.3230000000000988,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.45,14933.0,2389.28,1194.64,1194.64,298.66,104.531,44.799,89.598,1045.31,1045.31,2583.409,4823.359,0.17300000000000004,0.323,12349.591,524.9591,11824.6319,19756.359,7406.768,7931.7271,1.599758162031439,1.6707800434785627,27.399999999999636,22.65979999999945,20.393820000001142,36.250199999998586,13.590400000000045,15.856380000000172,0.8269999999999909,0.7443000000000516,1.322999999999966,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.46,14960.4,2393.664,1196.832,1196.832,299.208,104.7228,44.8812,89.7624,1047.228,1047.228,2588.1492,4832.2092,0.17300000000000001,0.323,12372.2508,527.22508,11845.02572,19792.6092,7420.3584,7947.58348,1.599758162031439,1.6709638009971328,27.399999999999636,22.65979999999945,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000000172,0.8269999999999909,0.7442999999999852,1.322999999999966,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.47,14987.8,2398.048,1199.024,1199.024,299.756,104.9146,44.9634,89.9268,1049.146,1049.146,2592.8894,4841.0594,0.17300000000000001,0.323,12394.9106,529.49106,11865.41954,19828.8594,7433.9488,7963.43986,1.5997581620314392,1.6711469268452013,27.399999999999636,22.65979999999945,20.393820000001142,36.25020000000222,13.590400000000045,15.856380000000172,0.8269999999999909,0.7443000000000516,1.3230000000000988,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.48,15015.2,2402.432,1201.216,1201.216,300.304,105.1064,45.0456,90.0912,1051.064,1051.064,2597.6296,4849.9096,0.17300000000000001,0.32300000000000006,12417.5704,531.75704,11885.81336,19865.1096,7447.5392,7979.29624,1.5997581620314392,1.6713294242742511,27.400000000001455,22.65980000000127,20.393819999999323,36.250199999998586,13.590400000000045,15.856379999999263,0.8270000000000024,0.7442999999999358,1.322999999999878,0.4959999999999753,0.5786999999999424
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.49,15042.6,2406.816,1203.408,1203.408,300.852,105.2982,45.1278,90.2556,1052.982,1052.982,2602.3698,4858.7598,0.17300000000000001,0.32300000000000006,12440.2302,534.02302,11906.20718,19901.3598,7461.1296,7995.15262,1.5997581620314392,1.6715112965134882,27.399999999999636,22.65979999999945,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000000172,0.8269999999999909,0.7442999999999852,1.322999999999966,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.5,15070.0,2411.2,1205.6,1205.6,301.4,105.49,45.21,90.42,1054.9,1054.9,2607.11,4867.61,0.17300000000000004,0.32300000000000006,12462.89,536.289,11926.601,19937.61,7474.72,8011.009,1.5997581620314392,1.6716925467700314,27.399999999999636,22.65979999999945,20.393820000001142,36.25020000000222,13.590400000000045,15.856380000000172,0.8269999999999909,0.7443000000000516,1.3230000000000988,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.51,15097.4,2415.584,1207.792,1207.792,301.948,105.6818,45.2922,90.5844,1056.818,1056.818,2611.8502,4876.4602,0.173,0.32299999999999995,12485.5498,538.55498,11946.99482,19973.8602,7488.3104,8026.86538,1.5997581620314387,1.6718731782291003,27.399999999999636,22.65980000000127,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000000172,0.8270000000000572,0.7442999999999852,1.322999999999966,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.52,15124.8,2419.968,1209.984,1209.984,302.496,105.8736,45.3744,90.7488,1058.736,1058.736,2616.5904,4885.3104,0.17300000000000001,0.32299999999999995,12508.2096,540.82096,11967.38864,20010.1104,7501.9008,8042.72176,1.599758162031439,1.6720531940542043,27.399999999999636,22.65979999999945,20.393819999999323,36.25020000000222,13.590400000000045,15.856380000000172,0.8269999999999909,0.7442999999999852,1.3230000000000988,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.53,15152.2,2424.352,1212.176,1212.176,303.044,106.0654,45.4566,90.9132,1060.654,1060.654,2621.3306,4894.1606,0.17300000000000001,0.323,12530.8694,543.08694,11987.78246,20046.3606,7515.4912,8058.57814,1.599758162031439,1.6722325973873238,27.400000000001455,22.65979999999945,20.393820000001142,36.250199999998586,13.590400000000045,15.856379999999263,0.826999999999936,0.7443000000000022,1.322999999999878,0.4959999999999753,0.5786999999999424
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.54,15179.6,2428.736,1214.368,1214.368,303.592,106.2572,45.5388,91.0776,1062.572,1062.572,2626.0708,4903.0108,0.17300000000000001,0.323,12553.5292,545.35292,12008.17628,20082.6108,7529.0816,8074.43452,1.599758162031439,1.672411391349095,27.399999999999636,22.65980000000127,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000000172,0.8270000000000572,0.7442999999999852,1.322999999999966,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.55,15207.0,2433.12,1216.56,1216.56,304.14,106.449,45.621,91.242,1064.49,1064.49,2630.811,4911.861,0.173,0.323,12576.189,547.6189,12028.5701,20118.861,7542.672,8090.2909,1.599758162031439,1.6725895790389915,27.399999999999636,22.65979999999945,20.393820000001142,36.25020000000222,13.590399999999136,15.856380000000172,0.8269999999999909,0.7443000000000516,1.3230000000000988,0.495999999999975,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.56,15234.4,2437.504,1218.752,1218.752,304.688,106.6408,45.7032,91.4064,1066.408,1066.408,2635.5512,4920.7112,0.173,0.323,12598.8488,549.88488,12048.96392,20155.1112,7556.2624,8106.14728,1.599758162031439,1.6727671635355017,27.399999999999636,22.65979999999945,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000000172,0.8269999999999909,0.7442999999999852,1.322999999999966,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.57,15261.8,2441.888,1220.944,1220.944,305.236,106.8326,45.7854,91.5708,1068.326,1068.326,2640.2914,4929.5614,0.17300000000000001,0.323,12621.5086,552.15086,12069.35774,20191.3614,7569.8528,8122.00366,1.599758162031439,1.6729441478963072,27.399999999999636,22.65979999999945,20.393819999999323,36.25020000000222,13.590400000000045,15.856380000000172,0.8269999999999909,0.7442999999999852,1.3230000000000988,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.58,15289.2,2446.272,1223.136,1223.136,305.784,107.0244,45.8676,91.7352,1070.244,1070.244,2645.0316,4938.4116,0.17300000000000004,0.32300000000000006,12644.1684,554.41684,12089.75156,20227.6116,7583.4432,8137.86004,1.5997581620314392,1.673120535158458,27.400000000001455,22.65980000000127,20.393820000001142,36.250199999998586,13.590400000000045,15.856379999999263,0.8270000000000024,0.7443000000000022,1.322999999999878,0.4959999999999753,0.5786999999999424
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.59,15316.6,2450.656,1225.328,1225.328,306.332,107.2162,45.9498,91.8996,1072.162,1072.162,2649.7718,4947.2618,0.173,0.323,12666.8282,556.68282,12110.14538,20263.8618,7597.0336,8153.71642,1.599758162031439,1.6732963283385454,27.399999999999636,22.65979999999945,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000000172,0.8269999999999909,0.7442999999999852,1.322999999999966,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.6,15344.0,2455.04,1227.52,1227.52,306.88,107.408,46.032,92.064,1074.08,1074.08,2654.512,4956.112,0.17300000000000001,0.323,12689.488,558.9488,12130.5392,20300.112,7610.624,8169.5728,1.599758162031439,1.6734715304328764,27.399999999999636,22.65979999999945,20.393819999999323,36.25020000000222,13.590400000000045,15.856380000000172,0.8269999999999909,0.7442999999999852,1.3230000000000988,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.61,15371.4,2459.424,1229.712,1229.712,307.428,107.5998,46.1142,92.2284,1075.998,1075.998,2659.2522,4964.9622,0.17300000000000004,0.323,12712.1478,561.21478,12150.93302,20336.3622,7624.2144,8185.42918,1.5997581620314392,1.673646144417641,27.399999999999636,22.65980000000127,20.393820000001142,36.250199999998586,13.590400000000045,15.856380000000172,0.8270000000000572,0.7443000000000516,1.322999999999966,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.62,15398.8,2463.808,1231.904,1231.904,307.976,107.7916,46.1964,92.3928,1077.916,1077.916,2663.9924,4973.8124,0.17300000000000001,0.323,12734.8076,563.48076,12171.32684,20372.6124,7637.8048,8201.28556,1.5997581620314392,1.673820173249082,27.399999999999636,22.65979999999945,20.393819999999323,36.25020000000222,13.590400000000045,15.856380000000172,0.8269999999999909,0.7442999999999852,1.3230000000000988,0.4960000000000082,0.578700000000014
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.63,15426.2,2468.192,1234.096,1234.096,308.524,107.9834,46.2786,92.5572,1079.834,1079.834,2668.7326,4982.6626,0.17300000000000004,0.32300000000000006,12757.4674,565.74674,12191.72066,20408.8626,7651.3952,8217.14194,1.5997581620314392,1.673993619863663,27.400000000001455,22.65979999999945,20.393820000001142,36.250199999998586,13.590400000000045,15.856379999999263,0.826999999999936,0.7443000000000022,1.322999999999878,0.4959999999999753,0.5786999999999424
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.64,15453.6,2472.576,1236.288,1236.288,309.072,108.1752,46.3608,92.7216,1081.752,1081.752,2673.4728,4991.5128,0.17300000000000001,0.32300000000000006,12780.1272,568.01272,12212.11448,20445.1128,7664.9856,8232.99832,1.599758162031439,1.6741664871782305,27.399999999999636,22.65980000000127,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000001081,0.8270000000000572,0.7442999999999852,1.322999999999966,0.4960000000000082,0.5787000000000472
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.65,15481.0,2476.96,1238.48,1238.48,309.62,108.367,46.443,92.886,1083.67,1083.67,2678.213,5000.363,0.17300000000000001,0.32300000000000006,12802.787,570.2787,12232.5083,20481.363,7678.576,8248.8547,1.5997581620314394,1.6743387780901817,27.399999999999636,22.65979999999945,20.393819999999323,36.25020000000222,13.590400000000045,15.856379999999263,0.8269999999999909,0.7442999999999852,1.3230000000000988,0.4960000000000082,0.5786999999999808
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.66,15508.4,2481.344,1240.672,1240.672,310.168,108.5588,46.5252,93.0504,1085.588,1085.588,2682.9532,5009.2132,0.173,0.323,12825.4468,572.54468,12252.90212,20517.6132,7692.1664,8264.71108,1.599758162031439,1.6745104954776218,27.399999999999636,22.65979999999945,20.393820000001142,36.250199999998586,13.590400000000045,15.856379999999263,0.8269999999999909,0.7443000000000516,1.322999999999966,0.4960000000000082,0.5786999999999808
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.67,15535.8,2485.728,1242.864,1242.864,310.716,108.7506,46.6074,93.2148,1087.506,1087.506,2687.6934,5018.0634,0.173,0.32299999999999995,12848.1066,574.81066,12273.29594,20553.8634,7705.7568,8280.56746,1.599758162031439,1.6746816421995279,27.399999999999636,22.65979999999945,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000001081,0.8269999999999909,0.7442999999999852,1.322999999999966,0.4960000000000082,0.5787000000000472
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.68,15563.2,2490.112,1245.056,1245.056,311.264,108.9424,46.6896,93.3792,1089.424,1089.424,2692.4336,5026.9136,0.17300000000000004,0.323,12870.7664,577.07664,12293.68976,20590.1136,7719.3472,8296.42384,1.599758162031439,1.6748522210959063,27.400000000001455,22.65980000000127,20.393819999999323,36.25020000000222,13.590400000000045,15.856379999999263,0.8270000000000024,0.7442999999999358,1.3230000000000108,0.4959999999999753,0.5786999999999424
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.69,15590.6,2494.496,1247.248,1247.248,311.812,109.1342,46.7718,93.5436,1091.342,1091.342,2697.1738,5035.7638,0.173,0.323,12893.4262,579.34262,12314.08358,20626.3638,7732.9376,8312.28022,1.599758162031439,1.6750222349879484,27.399999999999636,22.65979999999945,20.393820000001142,36.250199999998586,13.590400000000045,15.856380000001081,0.8269999999999909,0.7443000000000516,1.322999999999966,0.4960000000000082,0.5787000000000472
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.7,15618.0,2498.88,1249.44,1249.44,312.36,109.326,46.854,93.708,1093.26,1093.26,2701.914,5044.614,0.17300000000000001,0.323,12916.086,581.6086,12334.4774,20662.614,7746.528,8328.1366,1.5997581620314392,1.6751916866781889,27.399999999999636,22.65979999999945,20.393819999999323,36.25020000000222,13.590400000000045,15.856379999999263,0.8269999999999909,0.7442999999999852,1.3230000000000988,0.4960000000000082,0.5786999999999808
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.71,15645.4,2503.264,1251.632,1251.632,312.908,109.5178,46.9362,93.8724,1095.178,1095.178,2706.6542,5053.4642,0.173,0.323,12938.7458,583.87458,12354.87122,20698.8642,7760.1184,8343.99298,1.599758162031439,1.675360578950656,27.399999999999636,22.65980000000127,20.393820000001142,36.250199999998586,13.590400000000045,15.856380000001081,0.8270000000000572,0.7443000000000516,1.322999999999966,0.4960000000000082,0.5787000000000472
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.72,15672.8,2507.648,1253.824,1253.824,313.456,109.7096,47.0184,94.0368,1097.096,1097.096,2711.3944,5062.3144,0.173,0.32299999999999995,12961.4056,586.14056,12375.26504,20735.1144,7773.7088,8359.84936,1.5997581620314387,1.6755289145710288,27.399999999999636,22.65979999999945,20.393819999999323,36.250199999998586,13.590400000000045,15.856379999999263,0.8269999999999909,0.7442999999999852,1.322999999999966,0.4960000000000082,0.5786999999999808
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.73,15700.2,2512.032,1256.016,1256.016,314.004,109.9014,47.1006,94.2012,1099.014,1099.014,2716.1346,5071.1646,0.17300000000000004,0.32300000000000006,12984.0654,588.40654,12395.65886,20771.3646,7787.2992,8375.70574,1.5997581620314392,1.6756966962867839,27.400000000001455,22.65979999999945,20.393819999999323,36.25020000000222,13.590400000000045,15.856379999999263,0.826999999999936,0.7442999999999358,1.3230000000000108,0.4959999999999753,0.5786999999999424
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.74,15727.6,2516.416,1258.208,1258.208,314.552,110.0932,47.1828,94.3656,1100.932,1100.932,2720.8748,5080.0148,0.17300000000000001,0.32300000000000006,13006.7252,590.67252,12416.05268,20807.6148,7800.8896,8391.56212,1.5997581620314392,1.6758639268273468,27.399999999999636,22.65980000000127,20.393820000001142,36.250199999998586,13.590400000000045,15.856380000001081,0.8270000000000572,0.7443000000000516,1.322999999999966,0.4960000000000082,0.5787000000000472
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.75,15755.0,2520.8,1260.4,1260.4,315.1,110.285,47.265,94.53,1102.85,1102.85,2725.615,5088.865,0.17300000000000001,0.32300000000000006,13029.385,592.9385,12436.4465,20843.865,7814.48,8407.4185,1.599758162031439,1.6760306089042398,27.399999999999636,22.65979999999945,20.393819999999323,36.25020000000222,13.590399999999136,15.856379999999263,0.8269999999999909,0.7442999999999852,1.3230000000000988,0.495999999999975,0.5786999999999808
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.76,15782.4,2525.184,1262.592,1262.592,315.648,110.4768,47.3472,94.6944,1104.768,1104.768,2730.3552,5097.7152,0.17300000000000001,0.32300000000000006,13052.0448,595.20448,12456.84032,20880.1152,7828.0704,8423.27488,1.599758162031439,1.6761967452112287,27.399999999999636,22.65979999999945,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000001081,0.8269999999999909,0.7442999999999852,1.322999999999966,0.4960000000000082,0.5787000000000472
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.77,15809.8,2529.568,1264.784,1264.784,316.196,110.6686,47.4294,94.8588,1106.686,1106.686,2735.0954,5106.5654,0.173,0.323,13074.7046,597.47046,12477.23414,20916.3654,7841.6608,8439.13126,1.599758162031439,1.6763623384244677,27.399999999999636,22.65979999999945,20.393820000001142,36.250199999998586,13.590400000000045,15.856379999999263,0.8269999999999909,0.7443000000000516,1.322999999999966,0.4960000000000082,0.5786999999999808
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.78,15837.2,2533.952,1266.976,1266.976,316.744,110.8604,47.5116,95.0232,1108.604,1108.604,2739.8356,5115.4156,0.17300000000000004,0.32300000000000006,13097.3644,599.73644,12497.62796,20952.6156,7855.2512,8454.98764,1.599758162031439,1.6765273912026424,27.400000000001455,22.65980000000127,20.393819999999323,36.25020000000222,13.590400000000045,15.856379999999263,0.8270000000000024,0.7442999999999358,1.3230000000000108,0.4959999999999753,0.5786999999999424
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.79,15864.6,2538.336,1269.168,1269.168,317.292,111.0522,47.5938,95.1876,1110.522,1110.522,2744.5758,5124.2658,0.17300000000000004,0.32300000000000006,13120.0242,602.00242,12518.02178,20988.8658,7868.8416,8470.84402,1.599758162031439,1.6766919061871133,27.399999999999636,22.65979999999945,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000001081,0.8269999999999909,0.7442999999999852,1.322999999999966,0.4960000000000082,0.5787000000000472
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.8,15892.0,2542.72,1271.36,1271.36,317.84,111.244,47.676,95.352,1112.44,1112.44,2749.316,5133.116,0.17300000000000001,0.323,13142.684,604.2684,12538.4156,21025.116,7882.432,8486.7004,1.5997581620314392,1.6768558860020562,27.399999999999636,22.65979999999945,20.393820000001142,36.25020000000222,13.590400000000045,15.856379999999263,0.8269999999999909,0.7443000000000516,1.3230000000000988,0.4960000000000082,0.5786999999999808
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.81,15919.4,2547.104,1273.552,1273.552,318.388,111.4358,47.7582,95.5164,1114.358,1114.358,2754.0562,5141.9662,0.17300000000000001,0.32300000000000006,13165.3438,606.53438,12558.80942,21061.3662,7896.0224,8502.55678,1.5997581620314392,1.6770193332546008,27.399999999999636,22.65980000000127,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000001081,0.8270000000000572,0.7442999999999852,1.322999999999966,0.4960000000000082,0.5787000000000472
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.82,15946.8,2551.488,1275.744,1275.744,318.936,111.6276,47.8404,95.6808,1116.276,1116.276,2758.7964,5150.8164,0.17300000000000001,0.323,13188.0036,608.80036,12579.20324,21097.6164,7909.6128,8518.41316,1.5997581620314392,1.6771822505349714,27.399999999999636,22.65979999999945,20.393820000001142,36.250199999998586,13.590400000000045,15.856379999999263,0.8269999999999909,0.7443000000000516,1.322999999999966,0.4960000000000082,0.5786999999999808
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.83,15974.2,2555.872,1277.936,1277.936,319.484,111.8194,47.9226,95.8452,1118.194,1118.194,2763.5366,5159.6666,0.17300000000000001,0.323,13210.6634,611.06634,12599.59706,21133.8666,7923.2032,8534.26954,1.599758162031439,1.6773446404166197,27.400000000001455,22.65979999999945,20.393819999999323,36.25020000000222,13.590400000000045,15.856379999999263,0.826999999999936,0.7442999999999358,1.3230000000000108,0.4959999999999753,0.5786999999999424
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.84,16001.6,2560.256,1280.128,1280.128,320.032,112.0112,48.0048,96.0096,1120.112,1120.112,2768.2768,5168.5168,0.17300000000000004,0.323,13233.3232,613.33232,12619.99088,21170.1168,7936.7936,8550.12592,1.599758162031439,1.6775065054563654,27.399999999999636,22.65980000000127,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000001081,0.8270000000000572,0.7442999999999852,1.322999999999966,0.4960000000000082,0.5787000000000472
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.85,16029.0,2564.64,1282.32,1282.32,320.58,112.203,48.087,96.174,1122.03,1122.03,2773.017,5177.367,0.17300000000000001,0.32300000000000006,13255.983,615.5983,12640.3847,21206.367,7950.384,8565.9823,1.599758162031439,1.6776678481945253,27.399999999999636,22.65979999999945,20.393820000001142,36.250199999998586,13.590400000000045,15.856379999999263,0.8269999999999909,0.7443000000000516,1.322999999999966,0.4960000000000082,0.5786999999999808
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.86,16056.4,2569.024,1284.512,1284.512,321.128,112.3948,48.1692,96.3384,1123.948,1123.948,2777.7572,5186.2172,0.17300000000000004,0.323,13278.6428,617.86428,12660.77852,21242.6172,7963.9744,8581.83868,1.5997581620314387,1.6778286711550499,27.399999999999636,22.65979999999945,20.393819999999323,36.25020000000222,13.590400000000045,15.856380000001081,0.8269999999999909,0.7442999999999852,1.3230000000000988,0.4960000000000082,0.5787000000000472
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.87,16083.8,2573.408,1286.704,1286.704,321.676,112.5866,48.2514,96.5028,1125.866,1125.866,2782.4974,5195.0674,0.173,0.323,13301.3026,620.13026,12681.17234,21278.8674,7977.5648,8597.69506,1.599758162031439,1.6779889768456535,27.399999999999636,22.65980000000127,20.393819999999323,36.250199999998586,13.590400000000045,15.856379999999263,0.8270000000000572,0.7442999999999852,1.322999999999966,0.4960000000000082,0.5786999999999808
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.88,16111.2,2577.792,1288.896,1288.896,322.224,112.7784,48.3336,96.6672,1127.784,1127.784,2787.2376,5203.9176,0.17300000000000001,0.32300000000000006,13323.9624,622.39624,12701.56616,21315.1176,7991.1552,8613.55144,1.599758162031439,1.678148767757944,27.400000000001455,22.65979999999945,20.393820000001142,36.25020000000222,13.590400000000045,15.856379999999263,0.826999999999936,0.7443000000000022,1.3230000000000108,0.4959999999999753,0.5786999999999424
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.89,16138.6,2582.176,1291.088,1291.088,322.772,112.9702,48.4158,96.8316,1129.702,1129.702,2791.9778,5212.7678,0.173,0.32300000000000006,13346.6222,624.66222,12721.95998,21351.3678,8004.7456,8629.40782,1.5997581620314392,1.6783080463675537,27.399999999999636,22.65979999999945,20.393819999999323,36.250199999998586,13.590400000000045,15.856380000001081,0.8269999999999909,0.7442999999999852,1.322999999999966,0.4960000000000082,0.5787000000000472
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.9,16166.0,2586.56,1293.28,1293.28,323.32,113.162,48.498,96.996,1131.62,1131.62,2796.718,5221.618,0.17300000000000001,0.323,13369.282,626.9282,12742.3538,21387.618,8018.336,8645.2642,1.599758162031439,1.6784668151342652,27.399999999999636,22.65979999999945,20.393820000001142,36.250199999998586,13.590400000000045,15.856379999999263,0.8269999999999909,0.7443000000000516,1.322999999999966,0.4960000000000082,0.5786999999999808
China,CN,2026-01,2026-01-01,HN,Hunan,Hunan,5.91,16193.4,2590.944,1295.472,1295.472,323.868,113.3538,48.5802,97.1604,1133.538,1133.538,2801.4582,5230.4682,0.17300000000000001,0.32299999999999995,13391.9418,629.19418,12762.74762,21423.8682,8031.9264,8661.12058,1.5997581620314387,1.6786250765021393,27.399999999999636,22.65980000000127,20.393819999999323,36.25020000000222,13.590400000000045,15.856380000001081,0.8270000000000572,0.7442999999999852,1.3230000000000988,0.4960000000000082,0.5787000000000472
