country,country_code,module_version,currency,canton_code,canton_name_fr,canton_name_en,reference_municipality,gross_monthly_chf,gross_annual_chf,employee_ahv_iv_eo_monthly_chf,employee_unemployment_monthly_chf,employee_lpp_monthly_chf,employee_accident_monthly_chf,employee_total_contrib_monthly_chf,employer_ahv_iv_eo_monthly_chf,employer_unemployment_monthly_chf,employer_lpp_monthly_chf,employer_accident_monthly_chf,employer_total_contrib_monthly_chf,net_before_tax_monthly_chf,withholding_tax_monthly_chf,withholding_tax_rate_percent,net_after_tax_monthly_chf,ordinary_federal_tax_monthly_chf,ordinary_cantonal_tax_monthly_chf,ordinary_communal_tax_monthly_chf,ordinary_tax_monthly_chf,net_after_ordinary_tax_monthly_chf,employer_cost_monthly_chf,social_wedge_monthly_chf,total_wedge_after_tax_monthly_chf,total_wedge_after_ordinary_tax_monthly_chf,employee_contribution_rate,employer_contribution_rate,social_wedge_rate_employer_cost,cost_to_net_before_tax_ratio,cost_to_net_after_tax_ratio,cost_to_net_after_ordinary_tax_ratio,withholding_tax_status,ordinary_tax_status,profile_id
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,8100.0,97200.0,429.3,89.1,267.75,97.2,883.35,429.3,89.1,267.75,40.5,826.65,7216.65,707.13,8.73,6509.52,208.3,468.51,586.87,1263.68,5952.97,8926.65,1710.0,2417.13,2973.68,0.10905556,0.10205556,0.19156122,1.23695205,1.37132231,1.49952881,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,8200.0,98400.0,434.6,90.2,267.75,98.4,890.95,434.6,90.2,267.75,41.0,833.55,7309.05,722.42,8.81,6586.63,214.9,477.06,597.58,1289.54,6019.51,9033.55,1724.5,2446.92,3014.04,0.10865244,0.10165244,0.19089948,1.23594038,1.37149802,1.50071185,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,8300.0,99600.0,439.9,91.3,267.75,99.6,898.55,439.9,91.3,267.75,41.5,840.45,7401.45,737.87,8.89,6663.58,221.5,485.61,608.29,1315.4,6086.05,9140.45,1739.0,2476.87,3054.4,0.10825904,0.10125904,0.19025322,1.23495396,1.3717026,1.50186903,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,8400.0,100800.0,445.2,92.4,267.75,100.8,906.15,445.2,92.4,267.75,42.0,847.35,7493.85,755.16,8.99,6738.69,228.1,494.16,619.0,1341.26,6152.59,9247.35,1753.5,2508.66,3094.76,0.107875,0.100875,0.18962189,1.23399187,1.3722771,1.50300118,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,8500.0,102000.0,450.5,93.5,267.75,102.0,913.75,450.5,93.5,267.75,42.5,854.25,7586.25,772.65,9.09,6813.6,234.7,502.71,629.71,1367.12,6219.13,9354.25,1768.0,2540.65,3135.12,0.1075,0.1005,0.189005,1.23305322,1.37287924,1.5041091,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,8600.0,103200.0,455.8,94.6,267.75,103.2,921.35,455.8,94.6,267.75,43.0,861.15,7678.65,791.2,9.2,6887.45,241.3,511.26,640.42,1392.98,6285.67,9461.15,1782.5,2573.7,3175.48,0.10713372,0.10013372,0.18840204,1.23213716,1.37367966,1.50519356,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,8700.0,104400.0,461.1,95.7,267.75,104.4,928.95,461.1,95.7,267.75,43.5,868.05,7771.05,808.23,9.29,6962.82,247.9,519.81,651.13,1418.84,6352.21,9568.05,1797.0,2605.23,3215.84,0.10677586,0.09977586,0.18781256,1.23124288,1.37416305,1.5062553,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,8800.0,105600.0,466.4,96.8,267.75,105.6,936.55,466.4,96.8,267.75,44.0,874.95,7863.45,827.2,9.4,7036.25,254.5,528.36,661.84,1444.7,6418.75,9674.95,1811.5,2638.7,3256.2,0.10642614,0.09942614,0.18723611,1.23036962,1.3750151,1.50729503,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,8900.0,106800.0,471.7,97.9,267.75,106.8,944.15,471.7,97.9,267.75,44.5,881.85,7955.85,845.5,9.5,7110.35,261.1,536.91,672.55,1470.56,6485.29,9781.85,1826.0,2671.5,3296.56,0.10608427,0.09908427,0.18667226,1.22951664,1.3757199,1.50831343,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,9000.0,108000.0,477.0,99.0,267.75,108.0,951.75,477.0,99.0,267.75,45.0,888.75,8048.25,864.9,9.61,7183.35,267.7,545.46,683.26,1496.42,6551.83,9888.75,1840.5,2705.4,3336.92,0.10575,0.09875,0.18612059,1.22868325,1.37662094,1.50931114,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,9100.0,109200.0,482.3,100.1,267.75,109.2,959.35,482.3,100.1,267.75,45.5,895.65,8140.65,883.61,9.71,7257.04,274.85,554.01,693.97,1522.83,6617.82,9995.65,1855.0,2738.61,3377.83,0.10542308,0.09842308,0.18558073,1.22786878,1.37737287,1.51041431,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,9200.0,110400.0,487.6,101.2,267.75,110.4,966.95,487.6,101.2,267.75,46.0,902.55,8233.05,903.44,9.82,7329.61,283.65,562.56,704.68,1550.89,6682.16,10102.55,1869.5,2772.94,3420.39,0.10510326,0.09810326,0.18505229,1.22707259,1.37832027,1.51186892,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,9300.0,111600.0,492.9,102.3,267.75,111.6,974.55,492.9,102.3,267.75,46.5,909.45,8325.45,922.56,9.92,7402.89,292.45,572.06,716.58,1581.09,6744.36,10209.45,1884.0,2806.56,3465.09,0.10479032,0.09779032,0.18453492,1.22629407,1.3791168,1.51377596,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,9400.0,112800.0,498.2,103.4,267.75,112.8,982.15,498.2,103.4,267.75,47.0,916.35,8417.85,942.82,10.03,7475.03,301.25,581.56,728.48,1611.29,6806.56,10316.35,1898.5,2841.32,3509.79,0.10448404,0.09748404,0.18402827,1.22553265,1.38010817,1.51564814,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,9500.0,114000.0,503.5,104.5,267.75,114.0,989.75,503.5,104.5,267.75,47.5,923.25,8510.25,962.35,10.13,7547.9,310.05,591.06,740.38,1641.49,6868.76,10423.25,1913.0,2875.35,3554.49,0.10418421,0.09718421,0.18353201,1.22478776,1.38094702,1.51748642,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,9600.0,115200.0,508.8,105.6,267.75,115.2,997.35,508.8,105.6,267.75,48.0,930.15,8602.65,982.08,10.23,7620.57,318.85,600.56,752.28,1671.69,6930.96,10530.15,1927.5,2909.58,3599.19,0.10389062,0.09689062,0.18304583,1.22405887,1.38180609,1.5192917,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,9700.0,116400.0,514.1,106.7,267.75,116.4,1004.95,514.1,106.7,267.75,48.5,937.05,8695.05,1001.04,10.32,7694.01,327.65,610.06,764.18,1701.89,6993.16,10637.05,1942.0,2943.04,3643.89,0.10360309,0.09660309,0.18256942,1.22334547,1.38251055,1.52106487,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,9800.0,117600.0,519.4,107.8,267.75,117.6,1012.55,519.4,107.8,267.75,49.0,943.95,8787.45,1020.18,10.41,7767.27,336.45,619.56,776.08,1732.09,7055.36,10743.95,1956.5,2976.68,3688.59,0.10332143,0.09632143,0.18210249,1.22264707,1.38323375,1.52280677,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,9900.0,118800.0,524.7,108.9,267.75,118.8,1020.15,524.7,108.9,267.75,49.5,950.85,8879.85,1039.5,10.5,7840.35,345.25,629.06,787.98,1762.29,7117.56,10850.85,1971.0,3010.5,3733.29,0.10304545,0.09604545,0.18164476,1.22196321,1.38397521,1.52451823,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,10000.0,120000.0,530.0,110.0,267.75,120.0,1027.75,530.0,110.0,267.75,50.0,957.75,8972.25,1059.0,10.59,7913.25,354.05,638.56,799.88,1792.49,7179.76,10957.75,1985.5,3044.5,3777.99,0.102775,0.095775,0.18119596,1.22129343,1.38473446,1.52620004,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,10100.0,121200.0,535.3,111.1,267.75,121.2,1035.35,535.3,111.1,267.75,50.5,964.65,9064.65,1079.69,10.69,7984.96,362.85,648.06,811.78,1822.69,7241.96,11064.65,2000.0,3079.69,3822.69,0.1025099,0.0955099,0.18075583,1.22063731,1.38568634,1.52785296,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,10200.0,122400.0,540.6,112.2,267.75,122.4,1042.95,540.6,112.2,267.75,51.0,971.55,9157.05,1098.54,10.77,8058.51,371.65,657.56,823.68,1852.89,7304.16,11171.55,2014.5,3113.04,3867.39,0.10225,0.09525,0.18032413,1.21999443,1.38630466,1.52947772,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,10300.0,123600.0,545.9,113.3,267.75,123.6,1050.55,545.9,113.3,267.75,51.5,978.45,9249.45,1118.58,10.86,8130.87,380.45,667.06,835.58,1883.09,7366.36,11278.45,2029.0,3147.58,3912.09,0.10199515,0.09499515,0.17990061,1.21936439,1.38711479,1.53107505,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,10400.0,124800.0,551.2,114.4,267.75,124.8,1058.15,551.2,114.4,267.75,52.0,985.35,9341.85,1137.76,10.94,8204.09,389.25,676.56,847.48,1913.29,7428.56,11385.35,2043.5,3181.26,3956.79,0.10174519,0.09474519,0.17948504,1.21874682,1.38776513,1.53264563,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,10500.0,126000.0,556.5,115.5,267.75,126.0,1065.75,556.5,115.5,267.75,52.5,992.25,9434.25,1160.25,11.05,8274.0,398.05,686.06,859.38,1943.49,7490.76,11492.25,2058.0,3218.25,4001.49,0.1015,0.0945,0.1790772,1.21814135,1.38895939,1.53419012,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,10600.0,127200.0,561.8,116.6,267.75,127.2,1073.35,561.8,116.6,267.75,53.0,999.15,9526.65,1180.84,11.14,8345.81,406.85,695.56,871.28,1973.69,7552.96,11599.15,2072.5,3253.34,4046.19,0.10125943,0.09425943,0.17867689,1.21754762,1.38981717,1.53570918,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,10700.0,128400.0,567.1,117.7,267.75,128.4,1080.95,567.1,117.7,267.75,53.5,1006.05,9619.05,1201.61,11.23,8417.44,415.65,705.06,883.18,2003.89,7615.16,11706.05,2087.0,3288.61,4090.89,0.10102336,0.09402336,0.17828388,1.21696529,1.39069004,1.53720342,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,10800.0,129600.0,572.4,118.8,267.75,129.6,1088.55,572.4,118.8,267.75,54.0,1012.95,9711.45,1223.64,11.33,8487.81,424.45,714.56,895.08,2034.09,7677.36,11812.95,2101.5,3325.14,4135.59,0.10079167,0.09379167,0.17789798,1.21639405,1.39175476,1.53867345,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,10900.0,130800.0,577.7,119.9,267.75,130.8,1096.15,577.7,119.9,267.75,54.5,1019.85,9803.85,1244.78,11.42,8559.07,433.25,724.06,906.98,2064.29,7739.56,11919.85,2116.0,3360.78,4180.29,0.10056422,0.09356422,0.17751901,1.21583358,1.39265715,1.54011985,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,11000.0,132000.0,583.0,121.0,267.75,132.0,1103.75,583.0,121.0,267.75,55.0,1026.75,9896.25,1265.0,11.5,8631.25,442.05,733.56,918.88,2094.49,7801.76,12026.75,2130.5,3395.5,4224.99,0.10034091,0.09334091,0.17714678,1.21528357,1.39339609,1.54154319,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,11100.0,133200.0,588.3,122.1,267.75,133.2,1111.35,588.3,122.1,267.75,55.5,1033.65,9988.65,1287.6,11.6,8701.05,450.85,743.06,930.78,2124.69,7863.96,12133.65,2145.0,3432.6,4269.69,0.10012162,0.09312162,0.1767811,1.21474373,1.39450411,1.54294401,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,11200.0,134400.0,593.6,123.2,267.75,134.4,1118.95,593.6,123.2,267.75,56.0,1040.55,10081.05,1308.16,11.68,8772.89,459.65,752.56,942.68,2154.89,7926.16,12240.55,2159.5,3467.66,4314.39,0.09990625,0.09290625,0.17642181,1.2142138,1.39526997,1.54432285,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,11300.0,135600.0,598.9,124.3,267.75,135.6,1126.55,598.9,124.3,267.75,56.5,1047.45,10173.45,1328.88,11.76,8844.57,468.45,762.06,954.58,2185.09,7988.36,12347.45,2174.0,3502.88,4359.09,0.09969469,0.09269469,0.17606874,1.21369349,1.39604865,1.54568021,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,11400.0,136800.0,604.2,125.4,267.75,136.8,1134.15,604.2,125.4,267.75,57.0,1054.35,10265.85,1352.04,11.86,8913.81,477.25,771.56,966.48,2215.29,8050.56,12454.35,2188.5,3540.54,4403.79,0.09948684,0.09248684,0.17572174,1.21318254,1.39719716,1.54701661,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,11500.0,138000.0,609.5,126.5,267.75,138.0,1141.75,609.5,126.5,267.75,57.5,1061.25,10358.25,1373.1,11.94,8985.15,486.05,781.06,978.38,2245.49,8112.76,12561.25,2203.0,3576.1,4448.49,0.09928261,0.09228261,0.17538063,1.21268071,1.39800115,1.5483325,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,11600.0,139200.0,614.8,127.6,267.75,139.2,1149.35,614.8,127.6,267.75,58.0,1068.15,10450.65,1395.48,12.03,9055.17,494.85,790.56,990.28,2275.69,8174.96,12668.15,2217.5,3612.98,4493.19,0.0990819,0.0920819,0.17504529,1.21218776,1.39899637,1.54962838,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,11700.0,140400.0,620.1,128.7,267.75,140.4,1156.95,620.1,128.7,267.75,58.5,1075.05,10543.05,1420.38,12.14,9122.67,503.65,800.06,1002.18,2305.89,8237.16,12775.05,2232.0,3652.38,4537.89,0.09888462,0.09188462,0.17471556,1.21170344,1.40036305,1.55090468,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,11800.0,141600.0,625.4,129.8,267.75,141.6,1164.55,625.4,129.8,267.75,59.0,1081.95,10635.45,1443.14,12.23,9192.31,512.63,809.56,1014.08,2336.27,8299.18,12881.95,2246.5,3689.64,4582.77,0.09869068,0.09169068,0.1743913,1.21122755,1.40138333,1.55219552,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,11900.0,142800.0,630.7,130.9,267.75,142.8,1172.15,630.7,130.9,267.75,59.5,1088.85,10727.85,1464.89,12.31,9262.96,523.63,819.06,1025.98,2368.67,8359.18,12988.85,2261.0,3725.89,4629.67,0.0985,0.0915,0.17407238,1.21075984,1.40223535,1.5538426,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,12000.0,144000.0,636.0,132.0,267.75,144.0,1179.75,636.0,132.0,267.75,60.0,1095.75,10820.25,1490.4,12.42,9329.85,534.63,828.56,1037.88,2401.07,8419.18,13095.75,2275.5,3765.9,4676.57,0.0983125,0.0913125,0.17375866,1.21030013,1.40363993,1.55546621,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,12100.0,145200.0,641.3,133.1,267.75,145.2,1187.35,641.3,133.1,267.75,60.5,1102.65,10912.65,1512.5,12.5,9400.15,545.63,838.93,1050.87,2435.43,8477.22,13202.65,2290.0,3802.5,4725.43,0.0981281,0.0911281,0.17345003,1.2098482,1.40451482,1.55742685,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,12200.0,146400.0,646.6,134.2,267.75,146.4,1194.95,646.6,134.2,267.75,61.0,1109.55,11005.05,1535.98,12.59,9469.07,556.63,849.38,1063.96,2469.97,8535.08,13309.55,2304.5,3840.48,4774.47,0.09794672,0.09094672,0.17314635,1.20940386,1.40558154,1.5593937,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,12300.0,147600.0,651.9,135.3,267.75,147.6,1202.55,651.9,135.3,267.75,61.5,1116.45,11097.45,1562.1,12.7,9535.35,567.63,859.83,1077.05,2504.51,8592.94,13416.45,2319.0,3881.1,4823.51,0.09776829,0.09076829,0.17284751,1.20896692,1.40702229,1.56133407,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,12400.0,148800.0,657.2,135.85,267.75,148.2,1209.0,657.2,135.85,267.75,61.75,1122.55,11191.0,1587.2,12.8,9603.8,578.63,870.28,1090.14,2539.05,8651.95,13522.55,2331.55,3918.75,4870.6,0.0975,0.09052823,0.1724194,1.20834152,1.40804161,1.56294824,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,12500.0,150000.0,662.5,135.85,267.75,148.2,1214.3,662.5,135.85,267.75,61.75,1127.85,11285.7,1613.75,12.91,9671.95,589.63,880.73,1103.23,2573.59,8712.11,13627.85,2342.15,3955.9,4915.74,0.097144,0.090228,0.17186497,1.20753254,1.40900749,1.56424219,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,12600.0,151200.0,667.8,135.85,267.75,148.2,1219.6,667.8,135.85,267.75,61.75,1133.15,11380.4,1638.0,13.0,9742.4,600.63,891.18,1116.32,2608.13,8772.27,13733.15,2352.75,3990.75,4960.88,0.09679365,0.08993254,0.17131903,1.20673702,1.40962699,1.56551839,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,12700.0,152400.0,673.1,135.85,267.75,148.2,1224.9,673.1,135.85,267.75,61.75,1138.45,11475.1,1664.97,13.11,9810.13,611.63,901.63,1129.41,2642.67,8832.43,13838.45,2363.35,4028.32,5006.02,0.09644882,0.08964173,0.17078141,1.20595463,1.41062861,1.56677721,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,12800.0,153600.0,678.4,135.85,267.75,148.2,1230.2,678.4,135.85,267.75,61.75,1143.75,11569.8,1688.32,13.19,9881.48,622.63,912.08,1142.5,2677.21,8892.59,13943.75,2373.95,4062.27,5051.16,0.09610937,0.08935547,0.1702519,1.20518505,1.41109935,1.56801899,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,12900.0,154800.0,683.7,135.85,267.75,148.2,1235.5,683.7,135.85,267.75,61.75,1149.05,11664.5,1715.7,13.3,9948.8,633.63,922.53,1155.59,2711.75,8952.75,14049.05,2384.55,4100.25,5096.3,0.09577519,0.08907364,0.16973034,1.20442797,1.41213513,1.56924409,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,13000.0,156000.0,689.0,135.85,267.75,148.2,1240.8,689.0,135.85,267.75,61.75,1154.35,11759.2,1742.0,13.4,10017.2,644.63,932.98,1168.68,2746.29,9012.91,14154.35,2395.15,4137.15,5141.44,0.09544615,0.08879615,0.16921653,1.20368307,1.41300463,1.57045283,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,13100.0,157200.0,694.3,135.85,267.75,148.2,1246.1,694.3,135.85,267.75,61.75,1159.65,11853.9,1767.19,13.49,10086.71,655.63,943.43,1181.77,2780.83,9073.07,14259.65,2405.75,4172.94,5186.58,0.09512214,0.0885229,0.16871031,1.20295008,1.41370675,1.57164554,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,13200.0,158400.0,699.6,135.85,267.75,148.2,1251.4,699.6,135.85,267.75,61.75,1164.95,11948.6,1793.88,13.59,10154.72,666.63,953.88,1194.86,2815.37,9133.23,14364.95,2416.35,4210.23,5231.72,0.09480303,0.08825379,0.16821151,1.20222871,1.41460818,1.57282254,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,13300.0,159600.0,704.9,135.85,267.75,148.2,1256.7,704.9,135.85,267.75,61.75,1170.25,12043.3,1818.11,13.67,10225.19,677.63,964.33,1207.95,2849.91,9193.39,14470.25,2426.95,4245.06,5276.86,0.09448872,0.08798872,0.16771998,1.20151869,1.41515708,1.57398413,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,13400.0,160800.0,710.2,135.85,267.75,148.2,1262.0,710.2,135.85,267.75,61.75,1175.55,12138.0,1845.18,13.77,10292.82,688.63,974.78,1221.04,2884.45,9253.55,14575.55,2437.55,4282.73,5322.0,0.0941791,0.08772761,0.16723554,1.20081974,1.41608908,1.57513063,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,13500.0,162000.0,715.5,135.85,267.75,148.2,1267.3,715.5,135.85,267.75,61.75,1180.85,12232.7,1871.1,13.86,10361.6,699.63,985.23,1234.13,2918.99,9313.71,14680.85,2448.15,4319.25,5367.14,0.09387407,0.08747037,0.16675806,1.20013161,1.41685164,1.57626231,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,13600.0,163200.0,720.8,135.85,267.75,148.2,1272.6,720.8,135.85,267.75,61.75,1186.15,12327.4,1895.84,13.94,10431.56,710.63,995.68,1247.22,2953.53,9373.87,14786.15,2458.75,4354.59,5412.28,0.09357353,0.08721691,0.16628737,1.19945406,1.4174438,1.57737946,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,ZH,Zurich,Zurich,Zürich,13700.0,164400.0,726.1,135.85,267.75,148.2,1277.9,726.1,135.85,267.75,61.75,1191.45,12422.1,1922.11,14.03,10499.99,721.63,1006.13,1260.31,2988.07,9434.03,14891.45,2469.35,4391.46,5457.42,0.09327737,0.08696715,0.16582334,1.19878684,1.41823468,1.57848237,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__zh__single_no_child_standard_lpp
