country,country_code,version,effective_from,profile_id,profile_label_fr,profile_label_en,smic_multiple,gross_monthly_eur,employee_prsi_monthly_eur,employer_prsi_monthly_eur,employee_contributions_monthly_eur,employer_contributions_monthly_eur,employee_contribution_rate,employer_contribution_rate,net_before_income_tax_monthly_eur,income_tax_monthly_eur,usc_monthly_eur,net_after_income_tax_monthly_eur,employer_cost_monthly_eur,social_wedge_monthly_eur,total_wedge_after_income_tax_monthly_eur,cost_to_net_ratio,cost_to_net_after_income_tax_ratio,delta_gross_monthly_eur,delta_net_before_income_tax_monthly_eur,delta_net_after_income_tax_monthly_eur,delta_employer_cost_monthly_eur,delta_social_wedge_monthly_eur,delta_total_wedge_after_income_tax_monthly_eur,marginal_net_before_income_tax_rate,marginal_net_after_income_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_income_tax_rate
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,1.91,4567.4785,191.84,513.85,191.84,513.85,0.04200129239798284,0.11250189792902147,4375.6385,760.33,98.09,3517.2185,5081.3285,705.69,1564.11,1.1612770341974092,1.4447008339117973,23.913500000000568,22.913499999999658,12.633499999999913,26.603499999999258,3.6900000000000546,13.9699999999998,0.9581826165136477,0.5282999142743476,1.1124887615781307,0.15430614506450194,0.5841888473038019
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,1.92,4591.392,192.83,516.53,192.83,516.53,0.04199815655034465,0.11249965152180427,4398.562,769.89,98.81,3529.862,5107.922,709.36,1578.06,1.1612708880766032,1.4470599700498206,23.913499999999658,22.923499999999876,12.643500000000131,26.59349999999995,3.669999999999959,13.950000000000045,0.9586007903485564,0.52871808810924,1.1120705877433388,0.15346979739477748,0.5833524996341082
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,1.93,4615.3055,193.83,519.22,193.83,519.22,0.0419972199023445,0.11249959509722597,4421.4755,779.46,99.53,3542.4855,5134.5255,713.05,1592.04,1.1612696937933955,1.4494132721220738,23.913500000000568,22.913499999999658,12.623499999999694,26.603500000000167,3.689999999999941,13.980000000000018,0.9581826165136477,0.5278817404394754,1.1124887615781687,0.1543061450644972,0.5846070211386742
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,1.94,4639.219,194.83,521.91,194.83,521.91,0.04199629291050929,0.1124995392543443,4444.389,789.02,100.25,3555.119,5161.129,716.74,1606.01,1.161268511824685,1.4517457784113554,23.913499999999658,22.913500000000568,12.633500000000367,26.603500000000167,3.6900000000000546,13.970000000000027,0.9581826165137222,0.5282999142743868,1.1124887615782109,0.1543061450645078,0.5841888473038337
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,1.95,4663.1325,195.87,524.59,195.87,524.59,0.04200395335110036,0.11249733950300578,4467.2625,798.59,100.96,3567.7125,5187.7225,720.46,1620.01,1.1612755014956027,1.454075265313559,23.913499999999658,22.873499999999694,12.593499999999949,26.59349999999995,3.7200000000000273,14.0,0.9565099211742331,0.5266272189349166,1.1120705877433388,0.15556066656909615,0.5854433688084221
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,1.96,4687.046,196.86,527.28,196.86,527.28,0.042000867924061346,0.11249729573808323,4490.186,808.15,101.68,3580.356,5214.326,724.14,1633.97,1.1612717156928465,1.456370818991184,23.913500000000568,22.923499999999876,12.643500000000131,26.603500000000167,3.67999999999995,13.960000000000036,0.95860079034852,0.5287180881092199,1.1124887615781687,0.1538879712296344,0.5837706734689487
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,1.97,4710.9595,197.86,529.97,197.86,529.97,0.041999936530976334,0.11249725241747462,4513.0995,817.72,102.4,3592.9795,5240.9295,727.83,1647.95,1.1612705414538278,1.458658336347313,23.913499999999658,22.913500000000568,12.623499999999694,26.603500000000167,3.6900000000000546,13.980000000000018,0.9581826165137222,0.5278817404394954,1.1124887615782109,0.1543061450645078,0.5846070211386964
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,1.98,4734.873,198.86,532.65,198.86,532.65,0.0419990145459023,0.11249509754538295,4536.013,827.28,103.11,3605.623,5267.523,731.51,1661.9,1.1612671744988383,1.4609189590814122,23.913499999999658,22.913499999999658,12.643500000000131,26.59349999999995,3.67999999999995,13.950000000000045,0.9581826165136842,0.52871808810924,1.1120705877433388,0.15388797122964026,0.5833524996341082
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,1.99,4758.7865,199.85,535.38,199.85,535.38,0.0419960004509553,0.11250347121057017,4558.9365,836.85,103.83,3618.2565,5294.1665,735.23,1675.91,1.1612722616338262,1.4631816456351285,23.913500000000568,22.923499999999876,12.633499999999913,26.64350000000013,3.7200000000000273,14.009999999999991,0.95860079034852,0.5282999142743476,1.1141614569176197,0.15556066656909023,0.5858615426432625
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.0,4782.7,200.89,538.07,200.89,538.07,0.04200347084282936,0.11250339766240827,4581.81,846.41,104.55,3630.85,5320.77,738.96,1689.92,1.1612812403831674,1.4654337138686535,23.913499999999658,22.873500000000604,12.593499999999949,26.603500000000167,3.730000000000018,14.009999999999991,0.956509921174271,0.5266272189349166,1.1124887615782109,0.15597884040395893,0.5858615426432848
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.01,4806.6135,201.89,540.76,201.89,540.76,0.04200254503508551,0.11250332484606887,4604.7235,855.98,105.27,3643.4735,5347.3735,742.65,1703.9,1.161280042113278,1.467658128980491,23.913500000000568,22.913499999999658,12.62350000000015,26.603499999999258,3.689999999999941,13.980000000000018,0.9581826165136477,0.5278817404394944,1.1124887615781307,0.1543061450644972,0.5846070211386742
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.02,4830.527,202.89,543.44,202.89,543.44,0.042001628393754965,0.11250118258318399,4627.637,865.55,105.98,3656.107,5373.967,746.33,1717.86,1.161276694779647,1.4698604280454597,23.913499999999658,22.913499999999658,12.633499999999913,26.59349999999995,3.6800000000000637,13.959999999999809,0.9581826165136842,0.5282999142743677,1.1120705877433388,0.15388797122964504,0.5837706734689614
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.03,4854.4405,203.88,546.13,203.88,546.13,0.04199866081374362,0.11250112139596727,4650.5605,875.11,106.7,3668.7505,5400.5705,750.01,1731.82,1.1612730336483097,1.4720462729749544,23.913499999999658,22.923499999999876,12.643500000000131,26.603500000000167,3.67999999999995,13.960000000000036,0.9586007903485564,0.52871808810924,1.1124887615782109,0.15388797122964026,0.5837706734689709
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.04,4878.354,204.88,548.82,204.88,548.82,0.041997772199393484,0.11250106080862521,4673.474,884.67,107.42,3681.384,5427.174,753.7,1745.79,1.1612718932425856,1.4742211081484573,23.913500000000568,22.913500000000568,12.633499999999913,26.603500000000167,3.6900000000000546,13.970000000000027,0.9581826165136857,0.5282999142743476,1.1124887615781687,0.15430614506450194,0.5841888473038115
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.05,4902.2675,205.88,551.5,205.88,551.5,0.04199689225445165,0.112498960940014,4696.3875,894.24,108.14,3694.0075,5453.7675,757.38,1759.76,1.1612686346686683,1.4763823571013324,23.913499999999658,22.913499999999658,12.62350000000015,26.59349999999995,3.67999999999995,13.970000000000027,0.9581826165136842,0.5278817404395145,1.1120705877433388,0.15388797122964026,0.5841888473038337
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.06,4926.181,206.92,554.19,206.92,554.19,0.04200414073295317,0.11249891142854883,4719.261,903.81,108.85,3706.601,5480.371,761.11,1773.77,1.1612773694864513,1.478543549737347,23.913499999999658,22.873500000000604,12.593499999999949,26.603500000000167,3.730000000000018,14.009999999999991,0.956509921174271,0.5266272189349166,1.1124887615782109,0.15597884040395893,0.5858615426432848
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.07,4950.0945,207.91,556.88,207.91,556.88,0.042001218360578775,0.1124988623954553,4742.1845,913.37,109.57,3719.2445,5506.9745,764.79,1787.73,1.1612737758305272,1.4806702006281116,23.913500000000568,22.923499999999876,12.643499999999676,26.603500000000167,3.67999999999995,13.960000000000036,0.95860079034852,0.528718088109201,1.1124887615781687,0.1538879712296344,0.5837706734689487
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.08,4974.008,208.91,559.56,208.91,559.56,0.042000334539067895,0.11249680338270465,4765.098,922.94,110.29,3731.868,5533.568,768.47,1801.7,1.1612705551910998,1.4827877084612853,23.913499999999658,22.913499999999658,12.62350000000015,26.59349999999995,3.6800000000000637,13.970000000000027,0.9581826165136842,0.5278817404395145,1.1120705877433388,0.15388797122964504,0.5841888473038337
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.09,4997.9215,209.91,562.25,209.91,562.25,0.041999459175179124,0.11249676490517109,4788.0115,932.5,111.01,3744.5015,5560.1715,772.16,1815.67,1.16126945392675,1.484889644188953,23.913500000000568,22.913499999999658,12.633499999999913,26.603500000000167,3.689999999999941,13.970000000000027,0.9581826165136477,0.5282999142743476,1.1124887615781687,0.1543061450644972,0.5841888473038115
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.1,5021.835,210.9,564.98,210.9,564.98,0.04199660084411375,0.11250469200999237,4810.935,942.07,111.72,3757.145,5586.815,775.88,1829.67,1.1612742637345963,1.4869841328987834,23.913499999999658,22.923500000000786,12.643500000000131,26.64349999999922,3.7200000000000273,14.0,0.9586007903485945,0.52871808810924,1.1141614569176241,0.15556066656909615,0.5854433688084221
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.11,5045.7485,211.9,567.67,211.9,567.67,0.04199575147274978,0.11250461651031557,4833.8485,951.63,112.44,3769.7785,5613.4185,779.57,1843.64,1.1612731553336848,1.4890579114926779,23.913499999999658,22.913499999999658,12.633499999999913,26.603500000000167,3.6900000000000546,13.970000000000027,0.9581826165136842,0.5282999142743677,1.1124887615782109,0.1543061450645078,0.5841888473038337
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.12,5069.662,212.94,570.35,212.94,570.35,0.04200280018667911,0.11250256920481089,4856.722,961.2,113.16,3782.362,5640.012,783.29,1857.65,1.1612795626350447,1.4911349045913636,23.913500000000568,22.873499999999694,12.583500000000186,26.59349999999995,3.7199999999999136,14.009999999999991,0.9565099211741966,0.5262090451000434,1.1120705877432964,0.15556066656908546,0.5858615426432625
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.13,5093.5755,213.94,573.04,213.94,573.04,0.04200192968573844,0.11250250438027275,4879.6355,970.77,113.88,3794.9855,5666.6155,786.98,1871.63,1.1612784397523133,1.4931850200745167,23.913499999999658,22.913500000000568,12.623499999999694,26.603500000000167,3.6900000000000546,13.980000000000018,0.9581826165137222,0.5278817404394954,1.1124887615782109,0.1543061450645078,0.5846070211386964
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.14,5117.489,214.93,575.73,214.93,575.73,0.041999113236980086,0.11250244016157142,4902.559,980.33,114.59,3807.639,5693.219,790.66,1885.58,1.1612749586491464,1.4952097612194855,23.913499999999658,22.923499999999876,12.65350000000035,26.603500000000167,3.67999999999995,13.949999999999818,0.9586007903485564,0.5291362619441123,1.1124887615782109,0.15388797122964026,0.5833524996340986
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.15,5141.4025,215.93,578.41,215.93,578.41,0.041998267982325845,0.11250043154567262,4925.4725,989.89,115.31,3820.2725,5719.8125,794.34,1899.54,1.1612718373719477,1.4972263104268086,23.913500000000568,22.913499999999658,12.633499999999913,26.59349999999995,3.6800000000000637,13.960000000000036,0.9581826165136477,0.5282999142743476,1.1120705877432964,0.15388797122963918,0.5837706734689487
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.16,5165.316,216.93,581.1,216.93,581.1,0.041997430554103564,0.11250037751804537,4948.386,999.46,116.03,3832.896,5746.416,798.03,1913.52,1.1612707658618386,1.4992360867605072,23.913499999999658,22.913500000000568,12.62350000000015,26.603500000000167,3.689999999999941,13.980000000000018,0.9581826165137222,0.5278817404395145,1.1124887615782109,0.15430614506450305,0.5846070211386964
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.17,5189.2295,217.97,583.79,217.97,583.79,0.04200430911756746,0.11250032398836861,4971.2595,1009.03,116.75,3845.4795,5773.0195,801.76,1927.54,1.1612790480963628,1.5012482838616095,23.913500000000568,22.873499999999694,12.58349999999973,26.603500000000167,3.730000000000018,14.019999999999982,0.9565099211741966,0.5262090451000243,1.1124887615781687,0.155978840403953,0.5862797164781253
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.18,5213.143,218.96,586.47,218.96,586.47,0.04200153343194307,0.1124983527211895,4994.183,1018.59,117.46,3858.133,5799.613,805.43,1941.48,1.1612736257361815,1.5032174888735046,23.913499999999658,22.923499999999876,12.653499999999894,26.59349999999995,3.669999999999959,13.940000000000055,0.9586007903485564,0.5291362619440934,1.1120705877433388,0.15346979739477748,0.5829343257992453
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.19,5237.0565,219.96,589.16,219.96,589.16,0.04200069256461144,0.11249830892601598,5017.0965,1028.16,118.18,3870.7565,5826.2165,809.12,1955.46,1.1612725607330854,1.5051880685338899,23.913499999999658,22.913499999999658,12.62350000000015,26.603500000000167,3.6900000000000546,13.980000000000018,0.9581826165136842,0.5278817404395145,1.1124887615782109,0.1543061450645078,0.5846070211386964
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.2,5260.97,220.96,591.85,220.96,591.85,0.04199985934152827,0.1124982655289804,5040.01,1037.72,118.9,3883.39,5852.82,812.81,1969.43,1.1612715054136797,1.5071419558684553,23.913500000000568,22.913500000000568,12.633499999999913,26.603499999999258,3.689999999999941,13.970000000000027,0.9581826165136857,0.5282999142743476,1.1124887615781307,0.1543061450644972,0.5841888473038115
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.21,5284.8835,221.95,594.53,221.95,594.53,0.04199714146962748,0.11249633033538015,5062.9335,1047.29,119.62,3896.0235,5879.4135,816.48,1983.39,1.1612661908358068,1.5090806048782814,23.913499999999658,22.923499999999876,12.633499999999913,26.59349999999995,3.6700000000000728,13.960000000000036,0.9586007903485564,0.5282999142743677,1.1120705877433388,0.15346979739478225,0.5837706734689709
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.22,5308.797,222.95,597.22,222.95,597.22,0.04199633174898192,0.11249629624187928,5085.847,1056.85,120.33,3908.667,5906.017,820.17,1997.35,1.161265173726225,1.5110054143778429,23.913499999999658,22.913499999999658,12.643500000000131,26.603500000000167,3.689999999999941,13.959999999999809,0.9581826165136842,0.52871808810924,1.1124887615782109,0.15430614506450305,0.5837706734689614
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.23,5332.7105,223.99,599.95,223.99,599.95,0.04200303016636662,0.1125037633301114,5108.7205,1066.42,121.05,3921.2505,5932.6605,823.94,2011.41,1.161281087896666,1.5129511618806295,23.913500000000568,22.873500000000604,12.583500000000186,26.64350000000013,3.7700000000000955,14.060000000000173,0.9565099211742347,0.5262090451000434,1.1141614569176197,0.1576515357434088,0.5879524118175858
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.24,5356.624,224.99,602.64,224.99,602.64,0.04200220138654495,0.11250369635800457,5131.634,1075.98,121.77,3933.884,5959.264,827.63,2025.38,1.1612800133446772,1.5148550389386164,23.913499999999658,22.913499999999658,12.633499999999913,26.603500000000167,3.689999999999941,13.970000000000027,0.9581826165136842,0.5282999142743677,1.1124887615782109,0.15430614506450305,0.5841888473038337
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.25,5380.5375,225.98,605.32,225.98,605.32,0.04199952142327788,0.11250177143082826,5154.5575,1085.55,122.48,3946.5275,5985.8575,831.3,2039.33,1.1612747553984992,1.5167403495858067,23.913500000000568,22.923499999999876,12.643500000000131,26.59349999999995,3.669999999999959,13.949999999999818,0.95860079034852,0.5287180881092199,1.1120705877432964,0.15346979739477165,0.5833524996340764
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.26,5404.451,226.98,608.01,226.98,608.01,0.041998715503202826,0.11250171386510861,5177.471,1095.11,123.2,3959.161,6012.461,834.99,2053.3,1.1612737183849025,1.5186199803443203,23.913499999999658,22.913499999999658,12.633499999999913,26.603500000000167,3.6900000000000546,13.970000000000255,0.9581826165136842,0.5282999142743677,1.1124887615782109,0.1543061450645078,0.5841888473038432
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.27,5428.3645,227.98,610.7,227.98,610.7,0.04199791668374517,0.11250165680657592,5200.3845,1104.68,123.92,3971.7845,6039.0645,838.68,2067.28,1.1612726905097113,1.5204914818515456,23.913499999999658,22.913500000000568,12.62350000000015,26.603500000000167,3.689999999999941,13.980000000000018,0.9581826165137222,0.5278817404395145,1.1124887615782109,0.15430614506450305,0.5846070211386964
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.28,5452.278,229.02,613.38,229.02,613.38,0.04200446125454352,0.11249976615278973,5223.258,1114.25,124.64,3984.368,6065.658,842.4,2081.29,1.1612786502217582,1.522363898113829,23.913500000000568,22.873499999999694,12.58349999999973,26.59349999999995,3.7200000000000273,14.009999999999764,0.9565099211741966,0.5262090451000243,1.1120705877432964,0.15556066656909023,0.585861542643253
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.29,5476.1915,230.01,616.07,230.01,616.07,0.04200181823444268,0.1124997180978788,5246.1815,1123.81,125.35,3997.0215,6092.2615,846.08,2095.24,1.161275396209605,1.5242003326727165,23.913499999999658,22.923499999999876,12.653499999999894,26.603499999999258,3.6800000000000637,13.949999999999818,0.9586007903485564,0.5291362619440934,1.112488761578173,0.15388797122964504,0.5833524996340986
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.3,5500.105,231.01,618.76,231.01,618.76,0.04200101634423343,0.11249967046083667,5269.095,1133.38,126.07,4009.645,6118.865,849.77,2109.22,1.161274374441911,1.526036594262086,23.913499999999658,22.913500000000568,12.62350000000015,26.603500000000167,3.689999999999941,13.980000000000018,0.9581826165137222,0.5278817404395145,1.1124887615782109,0.15430614506450305,0.5846070211386964
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.31,5524.0185,232.01,621.44,232.01,621.44,0.04200022139679655,0.11249781295989505,5292.0085,1142.94,126.79,4022.2785,6145.4585,853.45,2123.18,1.161271471880667,1.5278550453430815,23.913500000000568,22.913499999999658,12.633499999999913,26.59349999999995,3.6800000000000637,13.960000000000036,0.9581826165136477,0.5282999142743476,1.1120705877432964,0.15388797122963918,0.5837706734689487
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.32,5547.932,233.0,624.13,233.0,624.13,0.04199763082892869,0.11249777394531872,5314.932,1152.51,127.51,4034.912,6172.062,857.13,2137.15,1.1612682909207492,1.5296645874804706,23.913499999999658,22.923499999999876,12.633499999999913,26.603500000000167,3.67999999999995,13.970000000000255,0.9586007903485564,0.5282999142743677,1.1124887615782109,0.15388797122964026,0.5841888473038432
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.33,5571.8455,234.0,626.82,234.0,626.82,0.041996857235183566,0.11249773526563148,5337.8455,1162.07,128.22,4047.5555,6198.6655,860.82,2151.11,1.161267312813756,1.5314590497894343,23.913500000000568,22.913500000000568,12.643500000000131,26.603500000000167,3.6900000000000546,13.960000000000036,0.9581826165136857,0.5287180881092199,1.1124887615781687,0.15430614506450194,0.5837706734689487
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.34,5595.759,235.04,629.5,235.04,629.5,0.042003238524032226,0.1124959098488695,5360.719,1171.64,128.94,4060.139,6225.259,864.54,2165.12,1.1612731426512004,1.5332625311596477,23.913499999999658,22.873499999999694,12.583500000000186,26.59349999999995,3.7199999999999136,14.009999999999764,0.9565099211742331,0.5262090451000634,1.1120705877433388,0.15556066656909137,0.5858615426432753
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.35,5619.6725,236.04,632.23,236.04,632.23,0.04200244765153129,0.11250299728320468,5383.6325,1181.2,129.66,4072.7725,6251.9025,868.27,2179.13,1.1612795821408688,1.5350482994078358,23.913499999999658,22.913499999999658,12.633499999999913,26.64350000000013,3.730000000000018,14.010000000000218,0.9581826165136842,0.5282999142743677,1.114161456917662,0.15597884040395893,0.5858615426432943
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.36,5643.586,237.03,634.92,237.03,634.92,0.041999891558310624,0.11250293696242071,5406.556,1190.77,130.38,4085.406,6278.506,871.95,2193.1,1.1612764207010895,1.536813232271162,23.913500000000568,22.923499999999876,12.633499999999913,26.603500000000167,3.6800000000000637,13.9699999999998,0.95860079034852,0.5282999142743476,1.1124887615781687,0.15388797122963918,0.5841888473038019
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.37,5667.4995,238.03,637.61,238.03,637.61,0.04199912148205748,0.11250287715067289,5429.4695,1200.33,131.09,4098.0495,6305.1095,875.64,2207.06,1.1612754247905803,1.538563528820235,23.913499999999658,22.913500000000568,12.643500000000131,26.603499999999258,3.689999999999941,13.960000000000036,0.9581826165137222,0.52871808810924,1.112488761578173,0.15430614506450305,0.5837706734689709
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.38,5691.413,239.03,640.29,239.03,640.29,0.04199835787703335,0.11250106080862521,5452.383,1209.9,131.81,4110.673,6331.703,879.32,2221.03,1.1612726031902014,1.5403081198626112,23.913499999999658,22.913499999999658,12.623499999999694,26.59350000000086,3.6800000000000637,13.970000000000255,0.9581826165136842,0.5278817404394954,1.1120705877433767,0.15388797122964504,0.5841888473038432
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.39,5715.3265,240.02,642.98,240.02,642.98,0.04199585098069201,0.11250100934740999,5475.3065,1219.47,132.53,4123.3065,6358.3065,883.0,2235.0,1.16126951066575,1.542040714169563,23.913500000000568,22.923499999999876,12.633499999999913,26.603499999999258,3.67999999999995,13.9699999999998,0.95860079034852,0.5282999142743476,1.1124887615781307,0.1538879712296344,0.5841888473038019
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.4,5739.24,241.06,645.67,241.06,645.67,0.04200207693004649,0.11250095831503823,5498.18,1229.03,133.25,4135.9,6384.91,886.73,2249.01,1.1612770043905438,1.5437776541986026,23.913499999999658,22.873500000000604,12.593499999999949,26.603500000000167,3.730000000000018,14.010000000000218,0.956509921174271,0.5266272189349166,1.1124887615782109,0.15597884040395893,0.5858615426432943
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.41,5763.1535,242.06,648.35,242.06,648.35,0.042001310567209425,0.11249917254503111,5521.0935,1238.59,133.96,4148.5435,6411.5035,890.41,2262.96,1.1612742113496177,1.545483011085698,23.913500000000568,22.913499999999658,12.643500000000131,26.59349999999995,3.67999999999995,13.949999999999818,0.9581826165136477,0.5287180881092199,1.1120705877432964,0.1538879712296344,0.5833524996340764
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.42,5787.067,243.06,651.04,243.06,651.04,0.04200055053794954,0.11249912952450697,5544.007,1248.16,134.68,4161.167,6438.107,894.1,2276.94,1.161273245145614,1.5471878441792892,23.913499999999658,22.913499999999658,12.623500000000604,26.603500000000167,3.6900000000000546,13.980000000000018,0.9581826165136842,0.5278817404395335,1.1124887615782109,0.1543061450645078,0.5846070211386964
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.43,5810.9805,244.05,653.73,244.05,653.73,0.04199807588409563,0.1124990868580612,5566.9305,1257.73,135.4,4173.8005,6464.7105,897.78,2290.91,1.1612702008764078,1.5488786538791204,23.913499999999658,22.923500000000786,12.633499999999913,26.603500000000167,3.67999999999995,13.9699999999998,0.9586007903485945,0.5282999142743677,1.1124887615782109,0.15388797122964026,0.5841888473038241
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.44,5834.894,245.05,656.41,245.05,656.41,0.04199733534148179,0.11249733071414837,5589.844,1267.29,136.12,4186.434,6491.304,901.46,2304.87,1.161267470076088,1.550556870119056,23.913500000000568,22.913499999999658,12.633499999999913,26.59349999999995,3.6800000000000637,13.960000000000036,0.9581826165136477,0.5282999142743476,1.1120705877432964,0.15388797122963918,0.5837706734689487
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.45,5858.8075,246.09,659.1,246.09,659.1,0.04200342817202989,0.11249729573808323,5612.7175,1276.86,137.92,4197.9375,6517.9075,905.19,2319.97,1.1612748191940891,1.5526451977905817,23.913499999999658,22.873499999999694,11.503499999999804,26.603500000000167,3.730000000000018,15.099999999999909,0.9565099211742331,0.48104627093482627,1.1124887615782109,0.15597884040395893,0.6314424906433657
Ireland,IE,2026-01,2026-01-01,ireland__standard_employee,Irlande · salarié standard,Ireland · standard employee,2.46,5882.721,247.09,661.79,247.09,661.79,0.04200267189281967,0.11249726104637633,5635.631,1286.42,139.84,4209.371,6544.511,908.88,2335.14,1.1612738662272246,1.5547479659074956,23.913499999999658,22.913500000000568,11.433500000000095,26.603500000000167,3.689999999999941,15.170000000000073,0.9581826165137222,0.47811905409079636,1.1124887615782109,0.15430614506450305,0.6343697074874146
