source,engine,profile_id,profile_label_fr,profile_label_en,dimension_status,dimension_territory,dimension_atmp,rgdu_expression_used,smic_multiple,gross_monthly_eur,net_monthly_eur,employer_cost_monthly_eur,employee_contributions_monthly_eur,employer_contributions_monthly_eur,social_wedge_monthly_eur,employee_contribution_rate,employer_contribution_rate,social_wedge_rate,cost_to_net_ratio,rgdu_monthly_eur,rgdu_rate_gross,rgdu_rate_employer_cost,api_total_contributions_monthly_eur,api_employer_contributions_monthly_eur,api_employee_contributions_monthly_eur,missing_variables_gross,missing_variables_net,missing_variables_employer_cost,status,error
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.4,4480.85,3524.48,6241.95,956.37,1761.1,2717.47,0.2134,0.393,0.4354,1.771,125.46,0.028,0.0201,2717.47,1761.1,956.37,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.41,4499.52,3539.45,6269.21,960.07,1769.69,2729.75,0.2134,0.3933,0.4354,1.7712,124.64,0.0277,0.0199,2729.75,1769.69,960.07,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.42,4518.19,3554.43,6296.48,963.76,1778.29,2742.05,0.2133,0.3936,0.4355,1.7714,123.8,0.0274,0.0197,2742.05,1778.29,963.76,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.43,4536.86,3569.4,6324.21,967.46,1787.35,2754.81,0.2132,0.394,0.4356,1.7718,122.5,0.027,0.0194,2754.81,1787.35,967.46,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.44,4555.53,3584.38,6351.05,971.15,1795.52,2766.67,0.2132,0.3941,0.4356,1.7719,122.09,0.0268,0.0192,2766.67,1795.52,971.15,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.45,4574.2,3599.35,6378.36,974.85,1804.16,2779.0,0.2131,0.3944,0.4357,1.7721,121.22,0.0265,0.019,2779.0,1804.16,974.85,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.46,4592.87,3614.33,6405.67,978.54,1812.8,2791.34,0.2131,0.3947,0.4358,1.7723,120.33,0.0262,0.0188,2791.34,1812.8,978.54,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.47,4611.54,3629.31,6433.0,982.23,1821.46,2803.69,0.213,0.395,0.4358,1.7725,119.44,0.0259,0.0186,2803.69,1821.46,982.23,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.48,4630.21,3644.28,6459.87,985.93,1829.66,2815.59,0.2129,0.3952,0.4359,1.7726,119.0,0.0257,0.0184,2815.59,1829.66,985.93,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.49,4648.88,3659.26,6487.22,989.62,1838.34,2827.97,0.2129,0.3954,0.4359,1.7728,118.08,0.0254,0.0182,2827.97,1838.34,989.62,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.5,4667.55,3674.23,6514.58,993.32,1847.03,2840.35,0.2128,0.3957,0.436,1.773,117.16,0.0251,0.018,2840.35,1847.03,993.32,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.51,4686.22,3689.21,6541.48,997.01,1855.26,2852.27,0.2128,0.3959,0.436,1.7731,116.69,0.0249,0.0178,2852.27,1855.26,997.01,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.52,4704.89,3704.18,6568.39,1000.71,1863.5,2864.21,0.2127,0.3961,0.4361,1.7732,116.21,0.0247,0.0177,2864.21,1863.5,1000.71,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.53,4723.56,3719.16,6595.78,1004.4,1872.22,2876.62,0.2126,0.3964,0.4361,1.7735,115.25,0.0244,0.0175,2876.62,1872.22,1004.4,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.54,4742.23,3734.13,6622.7,1008.1,1880.47,2888.57,0.2126,0.3965,0.4362,1.7736,114.76,0.0242,0.0173,2888.57,1880.47,1008.1,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.55,4760.9,3749.11,6649.63,1011.79,1888.73,2900.53,0.2125,0.3967,0.4362,1.7737,114.26,0.024,0.0172,2900.53,1888.73,1011.79,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.56,4779.57,3764.08,6676.57,1015.49,1897.0,2912.49,0.2125,0.3969,0.4362,1.7738,113.75,0.0238,0.017,2912.49,1897.0,1015.49,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.57,4798.24,3779.06,6703.52,1019.18,1905.28,2924.47,0.2124,0.3971,0.4363,1.7739,113.24,0.0236,0.0169,2924.47,1905.28,1019.18,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.58,4816.91,3794.03,6730.48,1022.88,1913.57,2936.45,0.2124,0.3973,0.4363,1.774,112.72,0.0234,0.0167,2936.45,1913.57,1022.88,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.59,4835.58,3809.01,6757.44,1026.57,1921.86,2948.43,0.2123,0.3974,0.4363,1.7741,112.19,0.0232,0.0166,2948.43,1921.86,1026.57,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.6,4854.25,3823.98,6784.41,1030.27,1930.16,2960.43,0.2122,0.3976,0.4364,1.7742,111.65,0.023,0.0165,2960.43,1930.16,1030.27,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.61,4872.92,3838.96,6811.39,1033.96,1938.47,2972.43,0.2122,0.3978,0.4364,1.7743,111.1,0.0228,0.0163,2972.43,1938.47,1033.96,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.62,4891.59,3853.93,6837.88,1037.66,1946.29,2983.95,0.2121,0.3979,0.4364,1.7743,111.04,0.0227,0.0162,2983.95,1946.29,1037.66,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.63,4910.26,3868.91,6864.87,1041.35,1954.61,2995.97,0.2121,0.3981,0.4364,1.7744,110.48,0.0225,0.0161,2995.97,1954.61,1041.35,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.64,4928.93,3883.88,6891.87,1045.05,1962.94,3007.99,0.212,0.3982,0.4365,1.7745,109.92,0.0223,0.0159,3007.99,1962.94,1045.05,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.65,4947.6,3898.86,6918.38,1048.74,1970.78,3019.52,0.212,0.3983,0.4364,1.7745,109.84,0.0222,0.0159,3019.52,1970.78,1048.74,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.66,4966.27,3913.83,6945.39,1052.44,1979.12,3031.56,0.2119,0.3985,0.4365,1.7746,109.26,0.022,0.0157,3031.56,1979.12,1052.44,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.67,4984.94,3928.81,6971.91,1056.13,1986.97,3043.1,0.2119,0.3986,0.4365,1.7746,109.17,0.0219,0.0157,3043.1,1986.97,1056.13,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.68,5003.61,3943.78,6998.44,1059.83,1994.83,3054.65,0.2118,0.3987,0.4365,1.7745,109.08,0.0218,0.0156,3054.65,1994.83,1059.83,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.69,5022.28,3958.76,7025.47,1063.52,2003.19,3066.71,0.2118,0.3989,0.4365,1.7747,108.48,0.0216,0.0154,3066.71,2003.19,1063.52,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.7,5040.95,3973.73,7052.0,1067.22,2011.05,3078.27,0.2117,0.3989,0.4365,1.7747,108.38,0.0215,0.0154,3078.27,2011.05,1067.22,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.71,5059.62,3988.71,7078.54,1070.91,2018.92,3089.83,0.2117,0.399,0.4365,1.7746,108.28,0.0214,0.0153,3089.83,2018.92,1070.91,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.72,5078.29,4003.68,7105.08,1074.61,2026.79,3101.39,0.2116,0.3991,0.4365,1.7746,108.17,0.0213,0.0152,3101.39,2026.79,1074.61,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.73,5096.96,4018.66,7131.62,1078.3,2034.66,3112.96,0.2116,0.3992,0.4365,1.7746,108.06,0.0212,0.0152,3112.96,2034.66,1078.3,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.74,5115.63,4033.63,7158.68,1082.0,2043.05,3125.05,0.2115,0.3994,0.4365,1.7747,107.43,0.021,0.015,3125.05,2043.05,1082.0,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.75,5134.31,4048.62,7185.25,1085.69,2050.94,3136.63,0.2115,0.3995,0.4365,1.7747,107.31,0.0209,0.0149,3136.63,2050.94,1085.69,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.76,5152.98,4063.59,7211.29,1089.39,2058.31,3147.7,0.2114,0.3994,0.4365,1.7746,107.7,0.0209,0.0149,3147.7,2058.31,1089.39,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.77,5171.65,4078.57,7237.85,1093.08,2066.2,3159.28,0.2114,0.3995,0.4365,1.7746,107.57,0.0208,0.0149,3159.28,2066.2,1093.08,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.78,5190.32,4093.54,7264.41,1096.78,2074.09,3170.87,0.2113,0.3996,0.4365,1.7746,107.44,0.0207,0.0148,3170.87,2074.09,1096.78,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.79,5208.99,4108.52,7290.98,1100.47,2081.99,3182.46,0.2113,0.3997,0.4365,1.7746,107.31,0.0206,0.0147,3182.46,2081.99,1100.47,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.8,5227.66,4123.49,7317.55,1104.17,2089.89,3194.06,0.2112,0.3998,0.4365,1.7746,107.17,0.0205,0.0146,3194.06,2089.89,1104.17,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.81,5246.33,4138.47,7344.12,1107.86,2097.79,3205.65,0.2112,0.3999,0.4365,1.7746,107.03,0.0204,0.0146,3205.65,2097.79,1107.86,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.82,5265.0,4153.44,7370.17,1111.56,2105.17,3216.73,0.2111,0.3998,0.4365,1.7745,107.41,0.0204,0.0146,3216.73,2105.17,1111.56,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.83,5283.67,4168.42,7396.75,1115.25,2113.08,3228.34,0.2111,0.3999,0.4365,1.7745,107.26,0.0203,0.0145,3228.34,2113.08,1115.25,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.84,5302.34,4183.39,7422.81,1118.95,2120.47,3239.41,0.211,0.3999,0.4364,1.7744,107.64,0.0203,0.0145,3239.41,2120.47,1118.95,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.85,5321.01,4198.37,7449.39,1122.64,2128.38,3251.02,0.211,0.4,0.4364,1.7744,107.48,0.0202,0.0144,3251.02,2128.38,1122.64,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.86,5339.68,4213.34,7475.45,1126.34,2135.77,3262.1,0.2109,0.4,0.4364,1.7742,107.86,0.0202,0.0144,3262.1,2135.77,1126.34,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.87,5358.35,4228.32,7502.04,1130.03,2143.69,3273.72,0.2109,0.4001,0.4364,1.7742,107.7,0.0201,0.0144,3273.72,2143.69,1130.03,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.88,5377.02,4243.29,7528.1,1133.73,2151.08,3284.8,0.2108,0.4,0.4363,1.7741,108.08,0.0201,0.0144,3284.8,2151.08,1133.73,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.89,5395.69,4258.27,7554.15,1137.42,2158.46,3295.88,0.2108,0.4,0.4363,1.774,108.45,0.0201,0.0144,3295.88,2158.46,1137.42,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.9,5414.36,4273.25,7580.75,1141.11,2166.39,3307.51,0.2108,0.4001,0.4363,1.774,108.29,0.02,0.0143,3307.51,2166.39,1141.11,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.91,5433.03,4288.22,7606.81,1144.81,2173.78,3318.59,0.2107,0.4001,0.4363,1.7739,108.66,0.02,0.0143,3318.59,2173.78,1144.81,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.92,5451.7,4303.2,7632.87,1148.5,2181.17,3329.67,0.2107,0.4001,0.4362,1.7738,109.03,0.02,0.0143,3329.67,2181.17,1148.5,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.93,5470.37,4318.17,7768.34,1152.2,2297.97,3450.16,0.2106,0.4201,0.4441,1.799,0.0,0.0,0.0,3450.16,2297.97,1152.2,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.94,5489.04,4333.15,7794.77,1155.89,2305.73,3461.62,0.2106,0.4201,0.4441,1.7989,0.0,0.0,0.0,3461.62,2305.73,1155.89,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.95,5507.71,4348.12,7821.2,1159.59,2313.49,3473.08,0.2105,0.42,0.4441,1.7988,0.0,0.0,0.0,3473.08,2313.49,1159.59,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.96,5526.38,4363.1,7847.63,1163.28,2321.25,3484.54,0.2105,0.42,0.444,1.7986,0.0,0.0,0.0,3484.54,2321.25,1163.28,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.97,5545.05,4378.07,7874.06,1166.98,2329.01,3495.99,0.2105,0.42,0.444,1.7985,0.0,0.0,0.0,3495.99,2329.01,1166.98,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.98,5563.72,4393.05,7900.5,1170.67,2336.78,3507.45,0.2104,0.42,0.444,1.7984,0.0,0.0,0.0,3507.45,2336.78,1170.67,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,2.99,5582.39,4408.02,7926.93,1174.37,2344.54,3518.91,0.2104,0.42,0.4439,1.7983,0.0,0.0,0.0,3518.91,2344.54,1174.37,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,3.0,5601.06,4423.0,7953.36,1178.06,2352.3,3530.36,0.2103,0.42,0.4439,1.7982,0.0,0.0,0.0,3530.36,2352.3,1178.06,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,3.01,5619.73,4437.97,7979.79,1181.76,2360.06,3541.82,0.2103,0.42,0.4438,1.7981,0.0,0.0,0.0,3541.82,2360.06,1181.76,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,3.02,5638.4,4452.95,8006.23,1185.45,2367.83,3553.28,0.2102,0.4199,0.4438,1.798,0.0,0.0,0.0,3553.28,2367.83,1185.45,8,27,34,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__fonctions_support,Non-cadre · Hors Alsace-Moselle · Fonctions support,Non-executive · Outside Alsace-Moselle · Support functions,non_cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,3.03,5657.07,4467.92,8032.66,1189.15,2375.59,3564.74,0.2102,0.4199,0.4438,1.7979,0.0,0.0,0.0,3564.74,2375.59,1189.15,8,27,34,ok,
