country,country_code,version,effective_from,profile_id,profile_label_fr,profile_label_en,smic_multiple,gross_monthly_pln,retirement_employee_monthly_pln,retirement_employer_monthly_pln,disability_employee_monthly_pln,disability_employer_monthly_pln,sickness_employee_monthly_pln,accident_employer_monthly_pln,labour_fund_employer_monthly_pln,guaranteed_benefits_fund_employer_monthly_pln,health_insurance_monthly_pln,employee_contributions_monthly_pln,employer_contributions_monthly_pln,employee_contribution_rate,employer_contribution_rate,net_before_income_tax_monthly_pln,income_tax_monthly_pln,net_after_income_tax_monthly_pln,employer_cost_monthly_pln,social_wedge_monthly_pln,total_wedge_after_income_tax_monthly_pln,below_minimum_wage,cost_to_net_ratio,cost_to_net_after_income_tax_ratio,delta_gross_monthly_pln,delta_net_before_income_tax_monthly_pln,delta_net_after_income_tax_monthly_pln,delta_employer_cost_monthly_pln,delta_social_wedge_monthly_pln,delta_total_wedge_after_income_tax_monthly_pln,marginal_net_before_income_tax_rate,marginal_net_after_income_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_income_tax_rate
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.84,8843.04,863.080704,863.080704,132.6456,574.7976,216.65448,147.678768,216.65448,8.84304,686.759329,1899.140113,1811.054592,0.214761,0.2048,6943.899887,585.679106,6358.220781,10654.094592,3710.194705,4295.873811,False,1.5343099362105042,1.6756408686594224,48.06000000000131,37.738586999999825,32.76206999999977,57.902688000000126,20.164100999999846,25.14061800000036,0.7852390137328089,0.6816910112359317,1.2047999999999697,0.4195609862671514,0.5231089887640381
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.85,8891.1,867.77136,867.77136,133.3665,577.9215,217.83195,148.48137,217.83195,8.8911,690.491717,1909.461527,1820.89728,0.21476099999999998,0.2048,6981.638473,590.655623,6390.98285,10711.99728,3730.358807,4321.01443,False,1.534309936210504,1.6761110976588505,48.05999999999949,37.738586000000396,32.76206900000034,57.902688000000126,20.164102000000184,25.140618999999788,0.7852389929255263,0.6816909904286451,1.2048000000000154,0.4195610070744985,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.86,8939.16,872.462016,872.462016,134.0874,581.0454,219.00942,149.283972,219.00942,8.93916,694.224105,1919.782941,1830.739968,0.21476100000000004,0.20479999999999998,7019.377059,595.63214,6423.74492,10769.899968,3750.522909,4346.155048,False,1.5343099362105042,1.676576530180419,48.05999999999949,37.738586000000396,32.76206999999977,57.902688000000126,20.16410199999973,25.14061799999945,0.7852389929255263,0.6816910112359574,1.2048000000000154,0.41956100707448907,0.523108988764039
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.87,8987.22,877.152672,877.152672,134.8083,584.1693,220.18689,150.086574,220.18689,8.98722,697.956492,1930.104354,1840.582656,0.214761,0.20479999999999998,7057.115646,600.608657,6456.506989,10827.802656,3770.68701,4371.295667,False,1.5343099362105042,1.6770372392400208,48.05999999999949,37.738586999999825,32.76206900000034,57.902688000000126,20.1641010000003,25.140619000000697,0.7852390137328387,0.6816909904286451,1.2048000000000154,0.41956098626717675,0.5231090095713892
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.88,9035.28,881.843328,881.843328,135.5292,587.2932,221.36436,150.889176,221.36436,9.03528,701.68888,1940.425768,1850.425344,0.21476099999999998,0.20480000000000004,7094.854232,605.585173,6489.269058,10885.705344,3790.851112,4396.436286,False,1.5343099362105042,1.677493296379021,48.06000000000131,37.738585999999486,32.76206899999943,57.902688000000126,20.16410199999973,25.140618999999788,0.7852389929254777,0.6816909904286004,1.2047999999999697,0.4195610070744732,0.5231090095713504
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.89,9083.34,886.533984,886.533984,136.2501,590.4171,222.54183,151.691778,222.54183,9.08334,705.421268,1950.747182,1860.268032,0.214761,0.2048,7132.592818,610.56169,6522.031128,10943.608032,3811.015214,4421.576904,False,1.5343099362105042,1.6779447717012914,48.05999999999949,37.738586000000396,32.76206999999977,57.902688000000126,20.164102000000184,25.14061799999945,0.7852389929255263,0.6816910112359574,1.2048000000000154,0.4195610070744985,0.523108988764039
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.9,9131.4,891.22464,891.22464,136.971,593.541,223.7193,152.49438,223.7193,9.1314,709.153655,1961.068595,1870.11072,0.21476099999999998,0.2048,7170.331405,615.538207,6554.793197,11001.51072,3831.179315,4446.717523,False,1.5343099362105042,1.6783917339091368,48.05999999999949,37.738586999999825,32.76206900000034,57.902688000000126,20.164100999999846,25.140619000000697,0.7852390137328387,0.6816909904286451,1.2048000000000154,0.41956098626716726,0.5231090095713892
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.91,9179.46,895.915296,895.915296,137.6919,596.6649,224.89677,153.296982,224.89677,9.17946,712.886043,1971.390009,1879.953408,0.21476100000000004,0.20480000000000004,7208.069991,620.514724,6587.555267,11059.413408,3851.343417,4471.858141,False,1.5343099362105042,1.678834250338144,48.05999999999949,37.738586000000396,32.76206999999977,57.902688000000126,20.164102000000184,25.14061799999945,0.7852389929255263,0.6816910112359574,1.2048000000000154,0.4195610070744985,0.523108988764039
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.92,9227.52,900.605952,900.605952,138.4128,599.7888,226.07424,154.099584,226.07424,9.22752,716.618431,1981.711423,1889.796096,0.21476100000000004,0.20479999999999998,7245.808577,625.491241,6620.317336,11117.316096,3871.507519,4496.99876,False,1.534309936210504,1.6792723869910022,48.06000000000131,37.738585999999486,32.76206900000034,57.902688000000126,20.16410199999973,25.140619000000697,0.7852389929254777,0.6816909904286194,1.2047999999999697,0.4195610070744732,0.5231090095713694
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.93,9275.58,905.296608,905.296608,139.1337,602.9127,227.25171,154.902186,227.25171,9.27558,720.350818,1992.032836,1899.638784,0.214761,0.2048,7283.547164,630.467758,6653.079406,11175.218784,3891.67162,4522.139378,False,1.5343099362105042,1.6797062085703198,48.05999999999949,37.738586999999825,32.76206999999977,57.902688000000126,20.1641010000003,25.14061799999945,0.7852390137328387,0.6816910112359574,1.2048000000000154,0.41956098626717675,0.523108988764039
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.94,9323.64,909.987264,909.987264,139.8546,606.0366,228.42918,155.704788,228.42918,9.32364,724.083206,2002.35425,1909.481472,0.214761,0.20480000000000004,7321.28575,635.444275,6685.841475,11233.121472,3911.835722,4547.279997,False,1.534309936210504,1.680135778510478,48.05999999999949,37.738586000000396,32.76206900000034,57.902688000000126,20.16410199999973,25.140618999999788,0.7852389929255263,0.6816909904286451,1.2048000000000154,0.41956100707448907,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.95,9371.7,914.67792,914.67792,140.5755,609.1605,229.60665,156.50739,229.60665,9.3717,727.815594,2012.675664,1919.32416,0.214761,0.2048,7359.024336,640.420792,6718.603545,11291.02416,3931.999824,4572.420615,False,1.5343099362105042,1.6805611590085523,48.06000000000131,37.738586000000396,32.76206999999977,57.902688000000126,20.164102000000184,25.14061800000036,0.7852389929254966,0.6816910112359317,1.2047999999999697,0.41956100707448263,0.5231089887640381
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.96,9419.76,919.368576,919.368576,141.2964,612.2844,230.78412,157.309992,230.78412,9.41976,731.547981,2022.997077,1929.166848,0.214761,0.2048,7396.762923,645.397308,6751.365614,11348.926848,3952.163925,4597.561234,False,1.5343099362105042,1.6809824110543339,48.05999999999949,37.738586999999825,32.76206900000034,57.90268799999831,20.164100999999846,25.140618999999788,0.7852390137328387,0.6816909904286451,1.2047999999999774,0.41956098626716726,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.97,9467.82,924.059232,924.059232,142.0173,615.4083,231.96159,158.112594,231.96159,9.46782,735.280369,2033.318491,1939.009536,0.21476099999999998,0.20480000000000004,7434.501509,650.373825,6784.127684,11406.829536,3972.328027,4622.701852,False,1.534309936210504,1.68139959445948,48.05999999999949,37.738585999999486,32.76206999999977,57.902688000000126,20.164102000000184,25.14061800000036,0.7852389929255074,0.6816910112359574,1.2048000000000154,0.4195610070744985,0.523108988764058
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.98,9515.88,928.749888,928.749888,142.7382,618.5322,233.13906,158.915196,233.13906,9.51588,739.012757,2043.639905,1948.852224,0.21476099999999998,0.20479999999999998,7472.240095,655.350342,6816.889753,11464.732224,3992.492129,4647.842471,False,1.5343099362105042,1.6818127678858261,48.05999999999949,37.738586000000396,32.76206900000034,57.902688000000126,20.164102000000184,25.140618999999788,0.7852389929255263,0.6816909904286451,1.2048000000000154,0.4195610070744985,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.99,9563.94,933.440544,933.440544,143.4591,621.6561,234.31653,159.717798,234.31653,9.56394,742.745144,2053.961318,1958.694912,0.214761,0.20480000000000004,7509.978682,660.326859,6849.651823,11522.634912,4012.65623,4672.983089,False,1.5343099362105042,1.6822219888728822,48.06000000000131,37.738586999999825,32.76206999999977,57.902688000000126,20.164100999999846,25.14061800000036,0.7852390137328089,0.6816910112359317,1.2047999999999697,0.4195609862671514,0.5231089887640381
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.0,9612.0,938.1312,938.1312,144.18,624.78,235.494,160.5204,235.494,9.612,746.477532,2064.282732,1968.5376,0.21476099999999995,0.20479999999999998,7547.717268,665.303376,6882.413892,11580.5376,4032.820332,4698.123708,False,1.534309936210504,1.6826273138645464,48.05999999999949,37.738586000000396,32.76206899999943,57.902688000000126,20.16410199999973,25.140618999999788,0.7852389929255263,0.6816909904286262,1.2048000000000154,0.41956100707448907,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.01,9660.06,942.821856,942.821856,144.9009,627.9039,236.67147,161.323002,236.67147,9.66006,750.20992,2074.604146,1978.380288,0.214761,0.20479999999999998,7585.455854,670.279893,6915.175961,11638.440288,4052.984434,4723.264327,False,1.5343099362105042,1.6830287982350602,48.05999999999949,37.738585999999486,32.76206900000034,57.902688000000126,20.164102000000184,25.140618999999788,0.7852389929255074,0.6816909904286451,1.2048000000000154,0.4195610070744985,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.02,9708.12,947.512512,947.512512,145.6218,631.0278,237.84894,162.125604,237.84894,9.70812,753.942307,2084.925559,1988.222976,0.21476100000000004,0.2048,7623.194441,675.25641,6947.938031,11696.342976,4073.148535,4748.404945,False,1.5343099362105042,1.6834264963142236,48.06000000000131,37.738586999999825,32.76206999999977,57.902688000000126,20.164100999999846,25.14061800000036,0.7852390137328089,0.6816910112359317,1.2047999999999697,0.4195609862671514,0.5231089887640381
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.03,9756.18,952.203168,952.203168,146.3427,634.1517,239.02641,162.928206,239.02641,9.75618,757.674695,2095.246973,1998.065664,0.21476099999999998,0.20480000000000004,7660.933027,680.232927,6980.7001,11754.245664,4093.312637,4773.545564,False,1.5343099362105042,1.6838204614119072,48.05999999999949,37.738586000000396,32.76206900000034,57.902688000000126,20.164102000000184,25.140618999999788,0.7852389929255263,0.6816909904286451,1.2048000000000154,0.4195610070744985,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.04,9804.24,956.893824,956.893824,147.0636,637.2756,240.20388,163.730808,240.20388,9.80424,761.407083,2105.568387,2007.908352,0.214761,0.2048,7698.671613,685.209444,7013.46217,11812.148352,4113.476739,4798.686182,False,1.534309936210504,1.6842107458418747,48.05999999999949,37.738586000000396,32.76206999999977,57.902688000000126,20.16410199999973,25.14061800000036,0.7852389929255263,0.6816910112359574,1.2048000000000154,0.41956100707448907,0.523108988764058
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.05,9852.3,961.58448,961.58448,147.7845,640.3995,241.38135,164.53341,241.38135,9.8523,765.13947,2115.8898,2017.75104,0.214761,0.20480000000000004,7736.4102,690.18596,7046.224239,11870.05104,4133.64084,4823.826801,False,1.534309936210504,1.6845974009449374,48.05999999999949,37.738586999999825,32.76206900000034,57.902688000000126,20.1641010000003,25.140618999999788,0.7852390137328387,0.6816909904286451,1.2048000000000154,0.41956098626717675,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.06,9900.36,966.275136,966.275136,148.5054,643.5234,242.55882,165.336012,242.55882,9.90036,768.871858,2126.211214,2027.593728,0.21476100000000004,0.2048,7774.148786,695.162477,7078.986309,11927.953728,4153.804942,4848.967419,False,1.5343099362105042,1.6849804771114716,48.06000000000131,37.738585999999486,32.76206999999977,57.902688000000126,20.16410199999973,25.14061799999945,0.7852389929254777,0.6816910112359317,1.2047999999999697,0.4195610070744732,0.5231089887640192
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.07,9948.42,970.965792,970.965792,149.2263,646.6473,243.73629,166.138614,243.73629,9.94842,772.604246,2136.532628,2037.436416,0.21476100000000004,0.2048,7811.887372,700.138994,7111.748378,11985.856416,4173.969044,4874.108038,False,1.5343099362105042,1.6853600238033086,48.05999999999949,37.738586000000396,32.76206900000034,57.902688000000126,20.16410200000064,25.140619000000697,0.7852389929255263,0.6816909904286451,1.2048000000000154,0.41956100707450794,0.5231090095713892
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.08,9996.48,975.656448,975.656448,149.9472,649.7712,244.91376,166.941216,244.91376,9.99648,776.336633,2146.854041,2047.279104,0.21476099999999998,0.2048,7849.625959,705.115511,7144.510448,12043.759104,4194.133145,4899.248656,False,1.534309936210504,1.6857360895750255,48.05999999999949,37.738586999999825,32.76206999999977,57.902688000000126,20.16410099999939,25.14061799999945,0.7852390137328387,0.6816910112359574,1.2048000000000154,0.4195609862671578,0.523108988764039
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.09,10044.54,980.347104,980.347104,150.6681,652.8951,246.09123,167.743818,246.09123,10.04454,780.069021,2157.175455,2057.121792,0.214761,0.2048,7887.364545,710.092028,7177.272517,12101.661792,4214.297247,4924.389275,False,1.534309936210504,1.6861087220946531,48.06000000000131,37.738586000000396,32.76206900000034,57.902688000000126,20.16410200000064,25.140619000000697,0.7852389929254966,0.6816909904286194,1.2047999999999697,0.41956100707449206,0.5231090095713694
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.1,10092.6,985.03776,985.03776,151.389,656.019,247.2687,168.54642,247.2687,10.0926,783.801409,2167.496869,2066.96448,0.214761,0.2048,7925.103131,715.068545,7210.034587,12159.56448,4234.461349,4949.529893,False,1.5343099362105042,1.686477968163815,48.05999999999949,37.738585999999486,32.76206999999977,57.90268799999831,20.16410199999973,25.14061799999945,0.7852389929255074,0.6816910112359574,1.2047999999999774,0.41956100707448907,0.523108988764039
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.11,10140.66,989.728416,989.728416,152.1099,659.1429,248.44617,169.349022,248.44617,10.14066,787.533796,2177.818282,2076.807168,0.214761,0.20480000000000004,7962.841718,720.045062,7242.796656,12217.467168,4254.62545,4974.670512,False,1.534309936210504,1.6868438737373257,48.05999999999949,37.738586999999825,32.76206900000034,57.902688000000126,20.16410099999939,25.140618999999788,0.7852390137328387,0.6816909904286451,1.2048000000000154,0.4195609862671578,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.12,10188.72,994.419072,994.419072,152.8308,662.2668,249.62364,170.151624,249.62364,10.18872,791.266184,2188.139696,2086.649856,0.21476099999999998,0.2048,8000.580304,725.021579,7275.558726,12275.369856,4274.789552,4999.81113,False,1.534309936210504,1.687206483942256,48.05999999999949,37.738586000000396,32.76206999999977,57.902688000000126,20.16410200000064,25.14061800000036,0.7852389929255263,0.6816910112359574,1.2048000000000154,0.41956100707450794,0.523108988764058
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.13,10236.78,999.109728,999.109728,153.5517,665.3907,250.80111,170.954226,250.80111,10.23678,794.998572,2198.46111,2096.492544,0.21476099999999998,0.20480000000000004,8038.31889,729.998095,7308.320795,12333.272544,4294.953654,5024.951749,False,1.5343099362105042,1.6875658430964853,48.06000000000131,37.738585999999486,32.76206899999943,57.902688000000126,20.16410199999973,25.140618999999788,0.7852389929254777,0.6816909904286004,1.2047999999999697,0.4195610070744732,0.5231090095713504
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.14,10284.84,1003.800384,1003.800384,154.2726,668.5146,251.97858,171.756828,251.97858,10.28484,798.730959,2208.782523,2106.335232,0.214761,0.20479999999999998,8076.057477,734.974612,7341.082864,12391.175232,4315.117755,5050.092368,False,1.534309936210504,1.6879219947267596,48.05999999999949,37.738587000000734,32.76206900000034,57.902688000000126,20.1641010000003,25.140618999999788,0.7852390137328575,0.6816909904286451,1.2048000000000154,0.41956098626717675,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.15,10332.9,1008.49104,1008.49104,154.9935,671.6385,253.15605,172.55943,253.15605,10.3329,802.463347,2219.103937,2116.17792,0.214761,0.20479999999999998,8113.796063,739.951129,7373.844934,12449.07792,4335.281857,5075.232986,False,1.5343099362105042,1.6882749815862654,48.05999999999949,37.738585999999486,32.76206999999977,57.902688000000126,20.16410199999973,25.14061800000036,0.7852389929255074,0.6816910112359574,1.2048000000000154,0.41956100707448907,0.523108988764058
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.16,10380.96,1013.181696,1013.181696,155.7144,674.7624,254.33352,173.362032,254.33352,10.38096,806.195735,2229.425351,2126.020608,0.21476099999999998,0.2048,8151.534649,744.927646,7406.607003,12506.980608,4355.445959,5100.373605,False,1.5343099362105042,1.6886248456717388,48.05999999999949,37.738586000000396,32.76206900000034,57.902688000000126,20.16410199999973,25.140618999999788,0.7852389929255263,0.6816909904286451,1.2048000000000154,0.41956100707448907,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.17,10429.02,1017.872352,1017.872352,156.4353,677.8863,255.51099,174.164634,255.51099,10.42902,809.928122,2239.746764,2135.863296,0.21476099999999998,0.20479999999999998,8189.273236,749.904163,7439.369073,12564.883296,4375.61006,5125.514223,False,1.534309936210504,1.6889716282401217,48.06000000000131,37.738586999999825,32.76206999999977,57.902688000000126,20.1641010000003,25.14061800000036,0.7852390137328089,0.6816910112359317,1.2047999999999697,0.4195609862671609,0.5231089887640381
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.18,10477.08,1022.563008,1022.563008,157.1562,681.0102,256.68846,174.967236,256.68846,10.47708,813.66051,2250.068178,2145.705984,0.21476099999999998,0.2048,8227.011822,754.88068,7472.131142,12622.785984,4395.774162,5150.654842,False,1.5343099362105042,1.689315369824781,48.05999999999949,37.738586000000396,32.76206900000034,57.902688000000126,20.16410199999973,25.140618999999788,0.7852389929255263,0.6816909904286451,1.2048000000000154,0.41956100707448907,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.19,10525.14,1027.253664,1027.253664,157.8771,684.1341,257.86593,175.769838,257.86593,10.52514,817.392898,2260.389592,2155.548672,0.214761,0.20480000000000004,8264.750408,759.857197,7504.893212,12680.688672,4415.938264,5175.79546,False,1.534309936210504,1.6896561102513008,48.05999999999949,37.738585999999486,32.76206999999977,57.902688000000126,20.16410200000064,25.14061800000036,0.7852389929255074,0.6816910112359574,1.2048000000000154,0.41956100707450794,0.523108988764058
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.2,10573.2,1031.94432,1031.94432,158.598,687.258,259.0434,176.57244,259.0434,10.5732,821.125285,2270.711005,2165.39136,0.214761,0.20479999999999995,8302.488995,764.833714,7537.655281,12738.59136,4436.102365,5200.936079,False,1.5343099362105042,1.689993888652866,48.06000000000131,37.738586999999825,32.76206900000034,57.902688000000126,20.16410099999939,25.140618999999788,0.7852390137328089,0.6816909904286194,1.2047999999999697,0.41956098626714194,0.5231090095713504
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.21,10621.26,1036.634976,1036.634976,159.3189,690.3819,260.22087,177.375042,260.22087,10.62126,824.857673,2281.032419,2175.234048,0.214761,0.2048,8340.227581,769.81023,7570.417351,12796.494048,4456.266467,5226.076697,False,1.5343099362105042,1.690328743485243,48.05999999999949,37.738585999999486,32.76206999999977,57.902688000000126,20.16410200000064,25.14061800000036,0.7852389929255074,0.6816910112359574,1.2048000000000154,0.41956100707450794,0.523108988764058
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.22,10669.32,1041.325632,1041.325632,160.0398,693.5058,261.39834,178.177644,261.39834,10.66932,828.590061,2291.353833,2185.076736,0.21476099999999998,0.2048,8377.966167,774.786747,7603.17942,12854.396736,4476.430569,5251.217316,False,1.5343099362105042,1.6906607125413755,48.05999999999949,37.738586000001305,32.76206900000034,57.902688000000126,20.16410199999973,25.140618999999788,0.7852389929255452,0.6816909904286451,1.2048000000000154,0.41956100707448907,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.23,10717.38,1046.016288,1046.016288,160.7607,696.6297,262.57581,178.980246,262.57581,10.71738,832.322448,2301.675246,2194.919424,0.21476100000000004,0.20480000000000004,8415.704754,779.763264,7635.94149,12912.299424,4496.59467,5276.357934,False,1.5343099362105042,1.690989832965603,48.05999999999949,37.738586999999825,32.76206999999977,57.902688000000126,20.1641010000003,25.14061799999945,0.7852390137328387,0.6816910112359574,1.2048000000000154,0.41956098626717675,0.523108988764039
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.24,10765.44,1050.706944,1050.706944,161.4816,699.7536,263.75328,179.782848,263.75328,10.76544,836.054836,2311.99666,2204.762112,0.214761,0.2048,8453.44334,784.739781,7668.703559,12970.202112,4516.758772,5301.498553,False,1.5343099362105042,1.6913161412675162,48.06000000000131,37.738585999999486,32.76206899999943,57.902688000000126,20.16410199999973,25.140619000000697,0.7852389929254777,0.6816909904286004,1.2047999999999697,0.4195610070744732,0.5231090095713694
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.25,10813.5,1055.3976,1055.3976,162.2025,702.8775,264.93075,180.58545,264.93075,10.8135,839.787224,2322.318074,2214.6048,0.214761,0.2048,8491.181927,789.716298,7701.465629,13028.1048,4536.922874,5326.639172,False,1.5343099362105044,1.6916396733354586,48.05999999999949,37.738586999999825,32.762070000000676,57.90268799999831,20.16410199999973,25.140618999999788,0.7852390137328387,0.6816910112359763,1.2047999999999774,0.41956100707448907,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.26,10861.56,1060.088256,1060.088256,162.9234,706.0014,266.10822,181.388052,266.10822,10.86156,843.519611,2332.639487,2224.447488,0.21476099999999998,0.20479999999999998,8528.920513,794.692815,7734.227698,13086.007488,4557.086975,5351.77979,False,1.5343099362105042,1.6919604644496826,48.05999999999949,37.738585999999486,32.76206899999943,57.902688000000126,20.1641010000003,25.14061799999945,0.7852389929255074,0.6816909904286262,1.2048000000000154,0.41956098626717675,0.523108988764039
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.27,10909.62,1064.778912,1064.778912,163.6443,709.1253,267.28569,182.190654,267.28569,10.90962,847.251999,2342.960901,2234.290176,0.21476100000000004,0.20480000000000004,8566.659099,799.669332,7766.989767,13143.910176,4577.251077,5376.920409,False,1.5343099362105042,1.6922785492951768,48.06000000000131,37.738586000001305,32.76206900000034,57.902688000000126,20.16410199999973,25.140619000000697,0.7852389929255156,0.6816909904286194,1.2047999999999697,0.4195610070744732,0.5231090095713694
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.28,10957.68,1069.469568,1069.469568,164.3652,712.2492,268.46316,182.993256,268.46316,10.95768,850.984386,2353.282314,2244.132864,0.21476099999999998,0.2048,8604.397686,804.645849,7799.751837,13201.812864,4597.415178,5402.061027,False,1.5343099362105042,1.6925939619741663,48.05999999999949,37.738586999999825,32.76206999999977,57.902688000000126,20.1641010000003,25.14061799999945,0.7852390137328387,0.6816910112359574,1.2048000000000154,0.41956098626717675,0.523108988764039
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.29,11005.74,1074.160224,1074.160224,165.0861,715.3731,269.64063,183.795858,269.64063,11.00574,854.716774,2363.603728,2253.975552,0.214761,0.20479999999999998,8642.136272,809.622366,7832.513906,13259.715552,4617.57928,5427.201646,False,1.5343099362105042,1.6929067360183008,48.05999999999949,37.738585999999486,32.76206900000034,57.902688000000126,20.16410199999973,25.140619000000697,0.7852389929255074,0.6816909904286451,1.2048000000000154,0.41956100707448907,0.5231090095713892
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.3,11053.8,1078.85088,1078.85088,165.807,718.497,270.8181,184.59846,270.8181,11.0538,858.449162,2373.925142,2263.81824,0.214761,0.2048,8679.874858,814.598882,7865.275976,13317.61824,4637.743382,5452.342264,False,1.5343099362105042,1.6932169044005385,48.05999999999949,37.738585999999486,32.76206999999977,57.902688000000126,20.16410199999973,25.14061799999945,0.7852389929255074,0.6816910112359574,1.2048000000000154,0.41956100707448907,0.523108988764039
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,2.31,11101.86,1083.541536,1083.541536,166.5279,721.6209,271.99557,185.401062,271.99557,11.10186,862.181549,2384.246555,2273.660928,0.214761,0.2048,8717.613445,819.575399,7898.038045,13375.520928,4657.907483,5477.482883,False,1.5343099362105042,1.6935244995467333,48.06000000000131,37.738587000001644,32.76206900000034,57.902688000000126,20.1641010000003,25.140618999999788,0.7852390137328468,0.6816909904286194,1.2047999999999697,0.4195609862671609,0.5231090095713504
