country,country_code,version,effective_from,profile_id,profile_label_fr,profile_label_en,smic_multiple,gross_monthly_pln,retirement_employee_monthly_pln,retirement_employer_monthly_pln,disability_employee_monthly_pln,disability_employer_monthly_pln,sickness_employee_monthly_pln,accident_employer_monthly_pln,labour_fund_employer_monthly_pln,guaranteed_benefits_fund_employer_monthly_pln,health_insurance_monthly_pln,employee_contributions_monthly_pln,employer_contributions_monthly_pln,employee_contribution_rate,employer_contribution_rate,net_before_income_tax_monthly_pln,income_tax_monthly_pln,net_after_income_tax_monthly_pln,employer_cost_monthly_pln,social_wedge_monthly_pln,total_wedge_after_income_tax_monthly_pln,below_minimum_wage,cost_to_net_ratio,cost_to_net_after_income_tax_ratio,delta_gross_monthly_pln,delta_net_before_income_tax_monthly_pln,delta_net_after_income_tax_monthly_pln,delta_employer_cost_monthly_pln,delta_social_wedge_monthly_pln,delta_total_wedge_after_income_tax_monthly_pln,marginal_net_before_income_tax_rate,marginal_net_after_income_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_income_tax_rate
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.15,5526.9,539.42544,539.42544,82.9035,359.2485,135.40905,92.29923,135.40905,5.5269,429.224581,1186.962571,1131.90912,0.214761,0.2048,4339.937429,242.299441,4097.637988,6658.80912,2318.871691,2561.171132,False,1.5343099362105042,1.6250359694201721,48.05999999999949,37.738585999999486,32.76207000000022,57.902688000000126,20.16410199999973,25.140617999999904,0.7852389929255074,0.6816910112359669,1.2048000000000154,0.41956100707448907,0.5231089887640485
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.16,5574.96,544.116096,544.116096,83.6244,362.3724,136.58652,93.101832,136.58652,5.57496,432.956969,1197.283985,1141.751808,0.21476100000000004,0.20480000000000004,4377.676015,247.275958,4130.400057,6716.711808,2339.035793,2586.311751,False,1.5343099362105042,1.6261649512694119,48.0600000000004,37.738586000000396,32.76206899999943,57.902688000000126,20.164102000000184,25.140619000000243,0.7852389929255115,0.6816909904286133,1.2047999999999925,0.41956100707449057,0.5231090095713699
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.17,5623.02,548.806752,548.806752,84.3453,365.4963,137.76399,93.904434,137.76399,5.62302,436.689356,1207.605398,1151.594496,0.214761,0.2048,4415.414602,252.252475,4163.162127,6774.614496,2359.199894,2611.452369,False,1.5343099362105042,1.6272761640380164,48.0600000000004,37.738586999999825,32.76206999999977,57.902688000000126,20.164100999999846,25.140617999999904,0.7852390137328238,0.6816910112359446,1.2047999999999925,0.4195609862671593,0.5231089887640386
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.18,5671.08,553.497408,553.497408,85.0662,368.6202,138.94146,94.707036,138.94146,5.67108,440.421744,1217.926812,1161.437184,0.214761,0.2048,4453.153188,257.228992,4195.924196,6832.517184,2379.363996,2636.592988,False,1.5343099362105042,1.628370023952658,48.05999999999949,37.738586000000396,32.76206900000034,57.902688000000126,20.164102000000184,25.140618999999788,0.7852389929255263,0.6816909904286451,1.2048000000000154,0.4195610070744985,0.5231090095713703
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.19,5719.14,558.188064,558.188064,85.7871,371.7441,140.11893,95.509638,140.11893,5.71914,444.154132,1228.248226,1171.279872,0.21476099999999998,0.20479999999999998,4490.891774,262.205509,4228.686266,6890.419872,2399.528098,2661.733606,False,1.5343099362105042,1.6294469343410156,48.0600000000004,37.738585999999486,32.76206999999977,57.902688000000126,20.164102000000184,25.140617999999904,0.7852389929254926,0.6816910112359446,1.2047999999999925,0.41956100707449057,0.5231089887640386
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.2,5767.2,562.87872,562.87872,86.508,374.868,141.2964,96.31224,141.2964,5.7672,447.886519,1238.569639,1181.12256,0.214761,0.2048,4528.630361,267.182026,4261.448335,6948.32256,2419.692199,2686.874225,False,1.534309936210504,1.6305072861276162,48.05999999999949,37.738587000000734,32.76206900000034,57.902687999999216,20.164100999999846,25.140619000000243,0.7852390137328575,0.6816909904286451,1.2047999999999965,0.41956098626716726,0.5231090095713797
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.21,5815.26,567.569376,567.569376,87.2289,377.9919,142.47387,97.114842,142.47387,5.81526,451.618907,1248.891053,1190.965248,0.21476099999999998,0.20480000000000004,4566.368947,272.158542,4294.210405,7006.225248,2439.856301,2712.014843,False,1.5343099362105042,1.631551458306973,48.0600000000004,37.738585999999486,32.76206999999977,57.902688000000126,20.16410199999973,25.140617999999904,0.7852389929254926,0.6816910112359446,1.2047999999999925,0.41956100707448113,0.5231089887640386
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.22,5863.32,572.260032,572.260032,87.9498,381.1158,143.65134,97.917444,143.65134,5.86332,455.351295,1259.212467,1200.807936,0.214761,0.20479999999999995,4604.107533,277.135059,4326.972474,7064.127936,2460.020403,2737.155462,False,1.534309936210504,1.6325798183952325,48.05999999999949,37.738586000000396,32.76206900000034,57.902688000000126,20.164102000000184,25.140619000000243,0.7852389929255263,0.6816909904286451,1.2048000000000154,0.4195610070744985,0.5231090095713797
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.23,5911.38,576.950688,576.950688,88.6707,384.2397,144.82881,98.720046,144.82881,5.91138,459.083682,1269.53388,1210.650624,0.214761,0.20479999999999998,4641.84612,282.111576,4359.734544,7122.030624,2480.184504,2762.29608,False,1.534309936210504,1.6335927228614562,48.0600000000004,37.738586999999825,32.76206999999977,57.902688000000126,20.164100999999846,25.140617999999904,0.7852390137328238,0.6816910112359446,1.2047999999999925,0.4195609862671593,0.5231089887640386
Poland,PL,2026-01,2026-01-01,poland__standard_employee,Pologne · salarie standard,Poland · standard employee,1.24,5959.44,581.641344,581.641344,89.3916,387.3636,146.00628,99.522648,146.00628,5.95944,462.81607,1279.855294,1220.493312,0.21476100000000004,0.20480000000000004,4679.584706,287.088093,4392.496613,7179.933312,2500.348606,2787.436699,False,1.534309936210504,1.6345905175396014,48.05999999999949,37.738585999999486,32.76206900000034,57.902688000000126,20.164102000000184,25.140618999999788,0.7852389929255074,0.6816909904286451,1.2048000000000154,0.4195610070744985,0.5231090095713703
