source,engine,profile_id,profile_label_fr,profile_label_en,dimension_status,dimension_territory,dimension_atmp,rgdu_expression_used,smic_multiple,gross_monthly_eur,net_monthly_eur,employer_cost_monthly_eur,employee_contributions_monthly_eur,employer_contributions_monthly_eur,social_wedge_monthly_eur,employee_contribution_rate,employer_contribution_rate,social_wedge_rate,cost_to_net_ratio,rgdu_monthly_eur,rgdu_rate_gross,rgdu_rate_employer_cost,employee_csg_crds_monthly_eur,employee_old_age_monthly_eur,employee_retirement_complementary_ceg_cet_monthly_eur,employee_other_monthly_eur,employer_old_age_monthly_eur,employer_retirement_complementary_ceg_cet_monthly_eur,employer_health_monthly_eur,employer_family_monthly_eur,employer_unemployment_monthly_eur,employer_ags_monthly_eur,employer_atmp_monthly_eur,employer_fnal_monthly_eur,employer_csa_monthly_eur,employer_training_monthly_eur,employer_apprenticeship_tax_monthly_eur,employer_social_dialogue_monthly_eur,employer_other_monthly_eur,employer_contributions_before_relief_monthly_eur,api_total_contributions_monthly_eur,api_employer_contributions_monthly_eur,api_employee_contributions_monthly_eur,missing_variables_gross,missing_variables_net,missing_variables_employer_cost,status,error
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.49,2781.86,2139.29,3734.67,642.57,952.81,1595.38,0.231,0.3425,0.4272,1.7458,349.96,0.1258,0.0937,271.11,203.08,111.55,56.83,296.55,167.19,361.64,146.05,118.23,6.95,111.27,2.78,8.35,15.3,12.24,0.45,55.77,1302.77,1595.38,952.81,642.57,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.5,2800.53,2153.8,3766.61,646.73,966.08,1612.81,0.2309,0.345,0.4282,1.7488,345.31,0.1233,0.0917,272.91,204.44,112.3,57.08,298.54,168.31,364.07,147.03,119.02,7.0,112.02,2.8,8.4,15.4,12.32,0.45,56.01,1311.38,1612.81,966.08,646.73,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.51,2819.2,2168.3,3798.35,650.9,979.15,1630.04,0.2309,0.3473,0.4291,1.7518,340.84,0.1209,0.0897,274.72,205.8,113.05,57.33,300.53,169.43,366.5,148.01,119.82,7.05,112.77,2.82,8.46,15.51,12.4,0.45,56.25,1319.99,1630.04,979.15,650.9,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.52,2837.87,2182.81,3830.18,655.06,992.31,1647.37,0.2308,0.3497,0.4301,1.7547,336.29,0.1185,0.0878,276.53,207.16,113.8,57.57,302.52,170.56,368.92,148.99,120.61,7.09,113.51,2.84,8.51,15.61,12.49,0.45,56.5,1328.6,1647.37,992.31,655.06,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.53,2856.54,2197.31,3861.82,659.23,1005.28,1664.5,0.2308,0.3519,0.431,1.7575,331.93,0.1162,0.086,278.33,208.53,114.55,57.82,304.51,171.68,371.35,149.97,121.4,7.14,114.26,2.86,8.57,15.71,12.57,0.46,56.74,1337.21,1664.5,1005.28,659.23,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.54,2875.21,2211.82,3893.54,663.39,1018.33,1681.72,0.2307,0.3542,0.4319,1.7603,327.49,0.1139,0.0841,280.14,209.89,115.3,58.07,306.5,172.8,373.78,150.95,122.2,7.19,115.01,2.88,8.63,15.81,12.65,0.46,56.98,1345.82,1681.72,1018.33,663.39,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.55,2893.88,2226.32,3925.06,667.56,1031.18,1698.74,0.2307,0.3563,0.4328,1.763,323.25,0.1117,0.0824,281.94,211.25,116.04,58.31,308.49,173.92,376.2,151.93,122.99,7.23,115.76,2.89,8.68,15.92,12.73,0.46,57.22,1354.43,1698.74,1031.18,667.56,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.56,2912.55,2240.83,3956.66,671.72,1044.11,1715.83,0.2306,0.3585,0.4337,1.7657,318.92,0.1095,0.0806,283.75,212.62,116.79,58.56,310.48,175.04,378.63,152.91,123.78,7.28,116.5,2.91,8.74,16.02,12.82,0.47,57.46,1363.04,1715.83,1044.11,671.72,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.57,2931.22,2255.33,3988.05,675.89,1056.83,1732.72,0.2306,0.3605,0.4345,1.7683,314.81,0.1074,0.0789,285.56,213.98,117.54,58.81,312.47,176.17,381.06,153.89,124.58,7.33,117.25,2.93,8.79,16.12,12.9,0.47,57.7,1371.64,1732.72,1056.83,675.89,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.58,2949.89,2269.84,4019.52,680.05,1069.63,1749.68,0.2305,0.3626,0.4353,1.7708,310.62,0.1053,0.0773,287.36,215.34,118.29,59.06,314.46,177.29,383.49,154.87,125.37,7.37,118.0,2.95,8.85,16.22,12.98,0.47,57.94,1380.25,1749.68,1069.63,680.05,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.59,2968.56,2284.34,4050.77,684.22,1082.21,1766.43,0.2305,0.3646,0.4361,1.7733,306.65,0.1033,0.0757,289.17,216.7,119.04,59.3,316.45,178.41,385.91,155.85,126.16,7.42,118.74,2.97,8.91,16.33,13.06,0.47,58.18,1388.86,1766.43,1082.21,684.22,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.6,2987.23,2298.85,4082.1,688.38,1094.87,1783.25,0.2304,0.3665,0.4368,1.7757,302.61,0.1013,0.0741,290.98,218.07,119.79,59.55,318.44,179.53,388.34,156.83,126.96,7.47,119.49,2.99,8.96,16.43,13.14,0.48,58.42,1397.47,1783.25,1094.87,688.38,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.61,3005.9,2313.35,4113.49,692.55,1107.59,1800.14,0.2304,0.3685,0.4376,1.7782,298.49,0.0993,0.0726,292.78,219.43,120.54,59.8,320.43,180.65,390.77,157.81,127.75,7.51,120.24,3.01,9.02,16.53,13.23,0.48,58.66,1406.08,1800.14,1107.59,692.55,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.62,3024.57,2327.86,4144.67,696.71,1120.1,1816.81,0.2304,0.3703,0.4383,1.7805,294.59,0.0974,0.0711,294.59,220.79,121.29,60.05,322.42,181.78,393.19,158.79,128.54,7.56,120.98,3.02,9.07,16.64,13.31,0.48,58.9,1414.69,1816.81,1120.1,696.71,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.63,3043.24,2342.36,4175.61,700.88,1132.37,1833.24,0.2303,0.3721,0.439,1.7826,290.93,0.0956,0.0697,296.4,222.16,122.03,60.29,324.41,182.9,395.62,159.77,129.34,7.61,121.73,3.04,9.13,16.74,13.39,0.49,59.14,1423.3,1833.24,1132.37,700.88,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.64,3061.91,2356.87,4206.61,705.04,1144.7,1849.75,0.2303,0.3739,0.4397,1.7848,287.21,0.0938,0.0683,298.2,223.52,122.78,60.54,326.4,184.02,398.05,160.75,130.13,7.65,122.48,3.06,9.19,16.84,13.47,0.49,59.38,1431.91,1849.75,1144.7,705.04,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.65,3080.58,2371.37,4237.68,709.21,1157.1,1866.31,0.2302,0.3756,0.4404,1.787,283.41,0.092,0.0669,300.01,224.88,123.53,60.79,328.39,185.14,400.48,161.73,130.92,7.7,123.22,3.08,9.24,16.94,13.55,0.49,59.62,1440.52,1866.31,1157.1,709.21,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.66,3099.25,2385.88,4268.51,713.37,1169.26,1882.64,0.2302,0.3773,0.4411,1.7891,279.86,0.0903,0.0656,301.82,226.25,124.28,61.03,330.38,186.26,402.9,162.71,131.72,7.75,123.97,3.1,9.3,17.05,13.64,0.5,59.86,1449.13,1882.64,1169.26,713.37,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.67,3117.92,2400.38,4299.41,717.54,1181.49,1899.03,0.2301,0.3789,0.4417,1.7911,276.25,0.0886,0.0643,303.62,227.61,125.03,61.28,332.37,187.39,405.33,163.69,132.51,7.79,124.72,3.12,9.35,17.15,13.72,0.5,60.1,1457.74,1899.03,1181.49,717.54,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.68,3136.59,2414.88,4330.36,721.71,1193.77,1915.48,0.2301,0.3806,0.4423,1.7932,272.57,0.0869,0.0629,305.43,228.97,125.78,61.53,334.36,188.51,407.76,164.67,133.31,7.84,125.46,3.14,9.41,17.25,13.8,0.5,60.34,1466.34,1915.48,1193.77,721.71,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.69,3155.26,2429.39,4361.07,725.87,1205.81,1931.68,0.2301,0.3822,0.4429,1.7951,269.14,0.0853,0.0617,307.24,230.33,126.53,61.78,336.35,189.63,410.18,165.65,134.1,7.89,126.21,3.16,9.47,17.35,13.88,0.5,60.58,1474.95,1931.68,1205.81,725.87,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.7,3173.93,2443.89,4391.83,730.04,1217.9,1947.94,0.23,0.3837,0.4435,1.7971,265.66,0.0837,0.0605,309.04,231.7,127.27,62.02,338.34,190.75,412.61,166.63,134.89,7.93,126.96,3.17,9.52,17.46,13.97,0.51,60.82,1483.56,1947.94,1217.9,730.04,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.71,3192.6,2458.4,4422.34,734.2,1229.74,1963.94,0.23,0.3852,0.4441,1.7989,262.43,0.0822,0.0593,310.85,233.06,128.02,62.27,340.33,191.88,415.04,167.61,135.69,7.98,127.7,3.19,9.58,17.56,14.05,0.51,61.06,1492.17,1963.94,1229.74,734.2,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.72,3211.27,2472.9,4452.9,738.37,1241.63,1980.0,0.2299,0.3866,0.4447,1.8007,259.15,0.0807,0.0582,312.65,234.42,128.77,62.52,342.32,193.0,417.47,168.59,136.48,8.03,128.45,3.21,9.63,17.66,14.13,0.51,61.3,1500.78,1980.0,1241.63,738.37,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.73,3229.94,2487.41,4483.52,742.53,1253.58,1996.11,0.2299,0.3881,0.4452,1.8025,255.81,0.0792,0.0571,314.46,235.79,129.52,62.76,344.31,194.12,419.89,169.57,137.27,8.07,129.2,3.23,9.69,17.76,14.21,0.52,61.54,1509.39,1996.11,1253.58,742.53,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.74,3248.61,2501.91,4513.87,746.7,1265.26,2011.95,0.2299,0.3895,0.4457,1.8042,252.74,0.0778,0.056,316.27,237.15,130.27,63.01,346.3,195.24,422.32,170.55,138.07,8.12,129.94,3.25,9.75,17.87,14.29,0.52,61.78,1518.0,2011.95,1265.26,746.7,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.75,3267.28,2516.42,4544.59,750.86,1277.31,2028.18,0.2298,0.3909,0.4463,1.806,249.29,0.0763,0.0549,318.07,238.51,131.02,63.26,348.29,196.36,424.75,171.53,138.86,8.17,130.69,3.27,9.8,17.97,14.38,0.52,62.02,1526.61,2028.18,1277.31,750.86,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.76,3285.96,2530.93,4574.73,755.03,1288.77,2043.8,0.2298,0.3922,0.4468,1.8075,246.45,0.075,0.0539,319.88,239.88,131.77,63.51,350.28,197.49,427.17,172.51,139.65,8.21,131.44,3.29,9.86,18.07,14.46,0.53,62.26,1535.22,2043.8,1288.77,755.03,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.77,3304.63,2545.44,4605.24,759.19,1300.61,2059.8,0.2297,0.3936,0.4473,1.8092,243.22,0.0736,0.0528,321.69,241.24,132.52,63.75,352.27,198.61,429.6,173.49,140.45,8.26,132.19,3.3,9.91,18.18,14.54,0.53,62.5,1543.83,2059.8,1300.61,759.19,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.78,3323.3,2559.94,4635.47,763.36,1312.17,2075.53,0.2297,0.3948,0.4477,1.8108,240.27,0.0723,0.0518,323.49,242.6,133.26,64.0,354.26,199.73,432.03,174.47,141.24,8.31,132.93,3.32,9.97,18.28,14.62,0.53,62.74,1552.44,2075.53,1312.17,763.36,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.79,3341.97,2574.44,4665.74,767.53,1323.77,2091.29,0.2297,0.3961,0.4482,1.8123,237.28,0.071,0.0509,325.3,243.96,134.01,64.25,356.25,200.85,434.46,175.45,142.03,8.35,133.68,3.34,10.03,18.38,14.7,0.53,62.98,1561.05,2091.29,1323.77,767.53,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.8,3360.64,2588.95,4696.06,771.69,1335.42,2107.11,0.2296,0.3974,0.4487,1.8139,234.24,0.0697,0.0499,327.11,245.33,134.76,64.49,358.24,201.97,436.88,176.43,142.83,8.4,134.43,3.36,10.08,18.48,14.79,0.54,63.22,1569.66,2107.11,1335.42,771.69,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.81,3379.31,2603.45,4726.09,775.86,1346.78,2122.64,0.2296,0.3985,0.4491,1.8153,231.48,0.0685,0.049,328.91,246.69,135.51,64.74,360.23,203.1,439.31,177.41,143.62,8.45,135.17,3.38,10.14,18.59,14.87,0.54,63.46,1578.27,2122.64,1346.78,775.86,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.82,3397.98,2617.96,4756.17,780.02,1358.19,2138.21,0.2296,0.3997,0.4496,1.8167,228.68,0.0673,0.0481,330.72,248.05,136.26,64.99,362.22,204.22,441.74,178.39,144.41,8.49,135.92,3.4,10.19,18.69,14.95,0.54,63.7,1586.88,2138.21,1358.19,780.02,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.83,3416.65,2632.46,4786.3,784.19,1369.65,2153.83,0.2295,0.4009,0.45,1.8182,225.84,0.0661,0.0472,332.53,249.42,137.01,65.24,364.21,205.34,444.16,179.37,145.21,8.54,136.67,3.42,10.25,18.79,15.03,0.55,63.94,1595.49,2153.83,1369.65,784.19,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.84,3435.32,2646.97,4816.46,788.35,1381.14,2169.49,0.2295,0.402,0.4504,1.8196,222.95,0.0649,0.0463,334.33,250.78,137.76,65.48,366.21,206.46,446.59,180.35,146.0,8.59,137.41,3.44,10.31,18.89,15.12,0.55,64.18,1604.09,2169.49,1381.14,788.35,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.85,3453.99,2661.47,4846.33,792.52,1392.34,2184.86,0.2294,0.4031,0.4508,1.8209,220.36,0.0638,0.0455,336.14,252.14,138.5,65.73,368.2,207.58,449.02,181.33,146.79,8.63,138.16,3.45,10.36,19.0,15.2,0.55,64.42,1612.7,2184.86,1392.34,792.52,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.86,3472.66,2675.98,4876.24,796.68,1403.58,2200.26,0.2294,0.4042,0.4512,1.8222,217.74,0.0627,0.0447,337.95,253.5,139.25,65.98,370.19,208.71,451.45,182.31,147.59,8.68,138.91,3.47,10.42,19.1,15.28,0.56,64.66,1621.31,2200.26,1403.58,796.68,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.87,3491.33,2690.48,4906.19,800.85,1414.86,2215.7,0.2294,0.4052,0.4516,1.8235,215.07,0.0616,0.0438,339.75,254.87,140.0,66.23,372.18,209.83,453.87,183.29,148.38,8.73,139.65,3.49,10.47,19.2,15.36,0.56,64.9,1629.92,2215.7,1414.86,800.85,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.88,3510.0,2704.99,4936.18,805.01,1426.18,2231.19,0.2293,0.4063,0.452,1.8248,212.35,0.0605,0.043,341.56,256.23,140.75,66.47,374.17,210.95,456.3,184.28,149.18,8.78,140.4,3.51,10.53,19.31,15.44,0.56,65.14,1638.53,2231.19,1426.18,805.01,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.89,3528.67,2719.49,4965.85,809.18,1437.18,2246.36,0.2293,0.4073,0.4524,1.826,209.96,0.0595,0.0423,343.37,257.59,141.5,66.72,376.16,212.07,458.73,185.26,149.97,8.82,141.15,3.53,10.59,19.41,15.53,0.56,65.38,1647.14,2246.36,1437.18,809.18,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.9,3547.34,2734.0,4995.57,813.34,1448.23,2261.57,0.2293,0.4083,0.4527,1.8272,207.52,0.0585,0.0415,345.17,258.96,142.25,66.97,378.15,213.2,461.15,186.24,150.76,8.87,141.89,3.55,10.64,19.51,15.61,0.57,65.62,1655.75,2261.57,1448.23,813.34,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.91,3566.01,2748.5,5025.32,817.51,1459.31,2276.82,0.2293,0.4092,0.4531,1.8284,205.05,0.0575,0.0408,346.98,260.32,143.0,67.21,380.14,214.32,463.58,187.22,151.56,8.92,142.64,3.57,10.7,19.61,15.69,0.57,65.86,1664.36,2276.82,1459.31,817.51,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.92,3584.68,2763.01,5055.11,821.67,1470.43,2292.11,0.2292,0.4102,0.4534,1.8296,202.53,0.0565,0.0401,348.78,261.68,143.75,67.46,382.13,215.44,466.01,188.2,152.35,8.96,143.39,3.58,10.75,19.72,15.77,0.57,66.1,1672.97,2292.11,1470.43,821.67,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.93,3603.35,2777.51,5084.94,825.84,1481.59,2307.43,0.2292,0.4112,0.4538,1.8308,199.99,0.0555,0.0393,350.59,263.04,144.49,67.71,384.12,216.56,468.44,189.18,153.14,9.01,144.13,3.6,10.81,19.82,15.85,0.58,66.34,1681.58,2307.43,1481.59,825.84,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.94,3622.02,2792.02,5114.44,830.0,1492.42,2322.43,0.2292,0.412,0.4541,1.8318,197.76,0.0546,0.0387,352.4,264.41,145.24,67.96,386.11,217.68,470.86,190.16,153.94,9.06,144.88,3.62,10.87,19.92,15.94,0.58,66.58,1690.19,2322.43,1492.42,830.0,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_4,Cadre · Alsace-Moselle · AT/MP 4 %,Executive · Alsace-Moselle · AT/MP 4%,cadre,alsace_moselle,atmp_4,salarié . cotisations . exonérations . RGDU,1.95,3640.69,2806.52,5143.98,834.17,1503.29,2337.46,0.2291,0.4129,0.4544,1.8329,195.51,0.0537,0.038,354.2,265.77,145.99,68.2,388.1,218.81,473.29,191.14,154.73,9.1,145.63,3.64,10.92,20.02,16.02,0.58,66.82,1698.79,2337.46,1503.29,834.17,8,26,35,ok,
