source,engine,profile_id,profile_label_fr,profile_label_en,dimension_status,dimension_territory,dimension_atmp,rgdu_expression_used,smic_multiple,gross_monthly_eur,net_monthly_eur,employer_cost_monthly_eur,employee_contributions_monthly_eur,employer_contributions_monthly_eur,social_wedge_monthly_eur,employee_contribution_rate,employer_contribution_rate,social_wedge_rate,cost_to_net_ratio,rgdu_monthly_eur,rgdu_rate_gross,rgdu_rate_employer_cost,employee_csg_crds_monthly_eur,employee_old_age_monthly_eur,employee_retirement_complementary_ceg_cet_monthly_eur,employee_other_monthly_eur,employer_old_age_monthly_eur,employer_retirement_complementary_ceg_cet_monthly_eur,employer_health_monthly_eur,employer_family_monthly_eur,employer_unemployment_monthly_eur,employer_ags_monthly_eur,employer_atmp_monthly_eur,employer_fnal_monthly_eur,employer_csa_monthly_eur,employer_training_monthly_eur,employer_apprenticeship_tax_monthly_eur,employer_social_dialogue_monthly_eur,employer_other_monthly_eur,employer_contributions_before_relief_monthly_eur,api_total_contributions_monthly_eur,api_employer_contributions_monthly_eur,api_employee_contributions_monthly_eur,missing_variables_gross,missing_variables_net,missing_variables_employer_cost,status,error
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.54,2875.21,2254.07,3856.28,621.14,981.07,1602.21,0.216,0.3412,0.4155,1.7108,327.49,0.1139,0.0849,275.95,209.89,115.3,20.0,306.5,172.8,373.78,150.95,122.2,7.19,115.01,2.88,8.63,15.81,19.55,0.46,12.81,1308.55,1602.21,981.07,621.14,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.55,2893.88,2268.85,3887.55,625.03,993.67,1618.71,0.216,0.3434,0.4164,1.7134,323.25,0.1117,0.0831,277.73,211.25,116.04,20.0,308.49,173.92,376.2,151.93,122.99,7.23,115.76,2.89,8.68,15.92,19.68,0.46,12.77,1316.92,1618.71,993.67,625.03,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.56,2912.55,2283.63,3918.91,628.92,1006.36,1635.29,0.2159,0.3455,0.4173,1.7161,318.92,0.1095,0.0814,279.51,212.62,116.79,20.0,310.48,175.04,378.63,152.91,123.78,7.28,116.5,2.91,8.74,16.02,19.81,0.47,12.72,1325.29,1635.29,1006.36,628.92,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.57,2931.22,2298.41,3950.06,632.81,1018.84,1651.66,0.2159,0.3476,0.4181,1.7186,314.81,0.1074,0.0797,281.29,213.98,117.54,20.0,312.47,176.17,381.06,153.89,124.58,7.33,117.25,2.93,8.79,16.12,19.93,0.47,12.67,1333.66,1651.66,1018.84,632.81,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.58,2949.89,2313.19,3981.29,636.7,1031.4,1668.1,0.2158,0.3496,0.419,1.7211,310.62,0.1053,0.078,283.07,215.34,118.29,20.0,314.46,177.29,383.49,154.87,125.37,7.37,118.0,2.95,8.85,16.22,20.06,0.47,12.63,1342.02,1668.1,1031.4,636.7,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.59,2968.56,2327.96,4012.3,640.6,1043.74,1684.33,0.2158,0.3516,0.4198,1.7235,306.65,0.1033,0.0764,284.85,216.7,119.04,20.0,316.45,178.41,385.91,155.85,126.16,7.42,118.74,2.97,8.91,16.33,20.19,0.47,12.58,1350.39,1684.33,1043.74,640.6,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.6,2987.23,2342.74,4043.38,644.49,1056.15,1700.64,0.2157,0.3536,0.4206,1.7259,302.61,0.1013,0.0748,286.63,218.07,119.79,20.0,318.44,179.53,388.34,156.83,126.96,7.47,119.49,2.99,8.96,16.43,20.31,0.48,12.53,1358.76,1700.64,1056.15,644.49,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.61,3005.9,2357.52,4074.54,648.38,1068.64,1717.02,0.2157,0.3555,0.4214,1.7283,298.49,0.0993,0.0733,288.41,219.43,120.54,20.0,320.43,180.65,390.77,157.81,127.75,7.51,120.24,3.01,9.02,16.53,20.44,0.48,12.49,1367.12,1717.02,1068.64,648.38,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.62,3024.57,2372.3,4105.47,652.27,1080.9,1733.17,0.2157,0.3574,0.4222,1.7306,294.59,0.0974,0.0718,290.19,220.79,121.29,20.0,322.42,181.78,393.19,158.79,128.54,7.56,120.98,3.02,9.07,16.64,20.57,0.48,12.44,1375.49,1733.17,1080.9,652.27,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.63,3043.24,2387.08,4136.16,656.16,1092.92,1749.08,0.2156,0.3591,0.4229,1.7327,290.93,0.0956,0.0703,291.97,222.16,122.03,20.0,324.41,182.9,395.62,159.77,129.34,7.61,121.73,3.04,9.13,16.74,20.69,0.49,12.39,1383.86,1749.08,1092.92,656.16,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.64,3061.91,2401.86,4166.93,660.05,1105.02,1765.07,0.2156,0.3609,0.4236,1.7349,287.21,0.0938,0.0689,293.75,223.52,122.78,20.0,326.4,184.02,398.05,160.75,130.13,7.65,122.48,3.06,9.19,16.84,20.82,0.49,12.35,1392.23,1765.07,1105.02,660.05,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.65,3080.58,2416.64,4197.76,663.94,1117.18,1781.12,0.2155,0.3627,0.4243,1.737,283.41,0.092,0.0675,295.53,224.88,123.53,20.0,328.39,185.14,400.48,161.73,130.92,7.7,123.22,3.08,9.24,16.94,20.95,0.49,12.3,1400.59,1781.12,1117.18,663.94,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.66,3099.25,2431.42,4228.35,667.83,1129.1,1796.93,0.2155,0.3643,0.425,1.739,279.86,0.0903,0.0662,297.31,226.25,124.28,20.0,330.38,186.26,402.9,162.71,131.72,7.75,123.97,3.1,9.3,17.05,21.07,0.5,12.25,1408.96,1796.93,1129.1,667.83,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.67,3117.92,2446.2,4259.0,671.72,1141.08,1812.8,0.2154,0.366,0.4256,1.7411,276.25,0.0886,0.0649,299.09,227.61,125.03,20.0,332.37,187.39,405.33,163.69,132.51,7.79,124.72,3.12,9.35,17.15,21.2,0.5,12.21,1417.33,1812.8,1141.08,671.72,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.68,3136.59,2460.98,4289.71,675.61,1153.12,1828.74,0.2154,0.3676,0.4263,1.7431,272.57,0.0869,0.0635,300.86,228.97,125.78,20.0,334.36,188.51,407.76,164.67,133.31,7.84,125.46,3.14,9.41,17.25,21.33,0.5,12.16,1425.69,1828.74,1153.12,675.61,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.69,3155.26,2475.76,4320.18,679.5,1164.92,1844.42,0.2154,0.3692,0.4269,1.745,269.14,0.0853,0.0623,302.64,230.33,126.53,20.0,336.35,189.63,410.18,165.65,134.1,7.89,126.21,3.16,9.47,17.35,21.46,0.5,12.11,1434.06,1844.42,1164.92,679.5,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.7,3173.93,2490.54,4350.7,683.39,1176.77,1860.17,0.2153,0.3708,0.4276,1.7469,265.66,0.0837,0.0611,304.42,231.7,127.27,20.0,338.34,190.75,412.61,166.63,134.89,7.93,126.96,3.17,9.52,17.46,21.58,0.51,12.07,1442.43,1860.17,1176.77,683.39,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.71,3192.6,2505.31,4380.96,687.29,1188.36,1875.65,0.2153,0.3722,0.4281,1.7487,262.43,0.0822,0.0599,306.2,233.06,128.02,20.0,340.33,191.88,415.04,167.61,135.69,7.98,127.7,3.19,9.58,17.56,21.71,0.51,12.02,1450.8,1875.65,1188.36,687.29,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.72,3211.27,2520.09,4411.28,691.18,1200.01,1891.19,0.2152,0.3737,0.4287,1.7504,259.15,0.0807,0.0587,307.98,234.42,128.77,20.0,342.32,193.0,417.47,168.59,136.48,8.03,128.45,3.21,9.63,17.66,21.84,0.51,11.97,1459.16,1891.19,1200.01,691.18,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.73,3229.94,2534.87,4441.66,695.07,1211.72,1906.79,0.2152,0.3752,0.4293,1.7522,255.81,0.0792,0.0576,309.76,235.79,129.52,20.0,344.31,194.12,419.89,169.57,137.27,8.07,129.2,3.23,9.69,17.76,21.96,0.52,11.93,1467.53,1906.79,1211.72,695.07,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.74,3248.61,2549.65,4471.77,698.96,1223.16,1922.11,0.2152,0.3765,0.4298,1.7539,252.74,0.0778,0.0565,311.54,237.15,130.27,20.0,346.3,195.24,422.32,170.55,138.07,8.12,129.94,3.25,9.75,17.87,22.09,0.52,11.88,1475.9,1922.11,1223.16,698.96,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.75,3267.28,2564.43,4502.25,702.85,1234.97,1937.82,0.2151,0.378,0.4304,1.7557,249.29,0.0763,0.0554,313.32,238.51,131.02,20.0,348.29,196.36,424.75,171.53,138.86,8.17,130.69,3.27,9.8,17.97,22.22,0.52,11.83,1484.26,1937.82,1234.97,702.85,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.76,3285.96,2579.22,4532.15,706.74,1246.19,1952.93,0.2151,0.3792,0.4309,1.7572,246.45,0.075,0.0544,315.1,239.88,131.77,20.0,350.28,197.49,427.17,172.51,139.65,8.21,131.44,3.29,9.86,18.07,22.34,0.53,11.79,1492.64,1952.93,1246.19,706.74,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.77,3304.63,2594.0,4562.41,710.63,1257.78,1968.42,0.215,0.3806,0.4314,1.7588,243.22,0.0736,0.0533,316.88,241.24,132.52,20.0,352.27,198.61,429.6,173.49,140.45,8.26,132.19,3.3,9.91,18.18,22.47,0.53,11.74,1501.0,1968.42,1257.78,710.63,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.78,3323.3,2608.78,4592.4,714.52,1269.1,1983.62,0.215,0.3819,0.4319,1.7604,240.27,0.0723,0.0523,318.66,242.6,133.26,20.0,354.26,199.73,432.03,174.47,141.24,8.31,132.93,3.32,9.97,18.28,22.6,0.53,11.69,1509.37,1983.62,1269.1,714.52,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.79,3341.97,2623.56,4622.43,718.41,1280.46,1998.87,0.215,0.3831,0.4324,1.7619,237.28,0.071,0.0513,320.44,243.96,134.01,20.0,356.25,200.85,434.46,175.45,142.03,8.35,133.68,3.34,10.03,18.38,22.73,0.53,11.65,1517.74,1998.87,1280.46,718.41,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.8,3360.64,2638.33,4652.51,722.31,1291.87,2014.17,0.2149,0.3844,0.4329,1.7634,234.24,0.0697,0.0503,322.22,245.33,134.76,20.0,358.24,201.97,436.88,176.43,142.83,8.4,134.43,3.36,10.08,18.48,22.85,0.54,11.6,1526.1,2014.17,1291.87,722.31,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.81,3379.31,2653.11,4682.3,726.2,1302.99,2029.19,0.2149,0.3856,0.4334,1.7648,231.48,0.0685,0.0494,324.0,246.69,135.51,20.0,360.23,203.1,439.31,177.41,143.62,8.45,135.17,3.38,10.14,18.59,22.98,0.54,11.55,1534.47,2029.19,1302.99,726.2,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.82,3397.98,2667.89,4712.13,730.09,1314.15,2044.24,0.2149,0.3867,0.4338,1.7662,228.68,0.0673,0.0485,325.78,248.05,136.26,20.0,362.22,204.22,441.74,178.39,144.41,8.49,135.92,3.4,10.19,18.69,23.11,0.54,11.51,1542.84,2044.24,1314.15,730.09,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.83,3416.65,2682.67,4742.02,733.98,1325.37,2059.34,0.2148,0.3879,0.4343,1.7676,225.84,0.0661,0.0476,327.56,249.42,137.01,20.0,364.21,205.34,444.16,179.37,145.21,8.54,136.67,3.42,10.25,18.79,23.23,0.55,11.46,1551.21,2059.34,1325.37,733.98,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.84,3435.32,2697.45,4771.94,737.87,1336.62,2074.49,0.2148,0.3891,0.4347,1.7691,222.95,0.0649,0.0467,329.33,250.78,137.76,20.0,366.21,206.46,446.59,180.35,146.0,8.59,137.41,3.44,10.31,18.89,23.36,0.55,11.41,1559.57,2074.49,1336.62,737.87,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.85,3453.99,2712.23,4801.57,741.76,1347.58,2089.34,0.2148,0.3902,0.4351,1.7703,220.36,0.0638,0.0459,331.11,252.14,138.5,20.0,368.2,207.58,449.02,181.33,146.79,8.63,138.16,3.45,10.36,19.0,23.49,0.55,11.37,1567.94,2089.34,1347.58,741.76,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.86,3472.66,2727.01,4831.23,745.65,1358.57,2104.22,0.2147,0.3912,0.4355,1.7716,217.74,0.0627,0.0451,332.89,253.5,139.25,20.0,370.19,208.71,451.45,182.31,147.59,8.68,138.91,3.47,10.42,19.1,23.61,0.56,11.32,1576.31,2104.22,1358.57,745.65,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.87,3491.33,2741.79,4860.94,749.54,1369.61,2119.15,0.2147,0.3923,0.436,1.7729,215.07,0.0616,0.0442,334.67,254.87,140.0,20.0,372.18,209.83,453.87,183.29,148.38,8.73,139.65,3.49,10.47,19.2,23.74,0.56,11.27,1584.67,2119.15,1369.61,749.54,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.88,3510.0,2756.57,4890.69,753.43,1380.69,2134.12,0.2147,0.3934,0.4364,1.7742,212.35,0.0605,0.0434,336.45,256.23,140.75,20.0,374.17,210.95,456.3,184.28,149.18,8.78,140.4,3.51,10.53,19.31,23.87,0.56,11.22,1593.04,2134.12,1380.69,753.43,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.89,3528.67,2771.35,4920.12,757.32,1391.45,2148.78,0.2146,0.3943,0.4367,1.7754,209.96,0.0595,0.0427,338.23,257.59,141.5,20.0,376.16,212.07,458.73,185.26,149.97,8.82,141.15,3.53,10.59,19.41,23.99,0.56,11.18,1601.41,2148.78,1391.45,757.32,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.9,3547.34,2786.13,4949.6,761.21,1402.26,2163.47,0.2146,0.3953,0.4371,1.7765,207.52,0.0585,0.0419,340.01,258.96,142.25,20.0,378.15,213.2,461.15,186.24,150.76,8.87,141.89,3.55,10.64,19.51,24.12,0.57,11.13,1609.78,2163.47,1402.26,761.21,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.91,3566.01,2800.9,4979.11,765.11,1413.1,2178.2,0.2146,0.3963,0.4375,1.7777,205.05,0.0575,0.0412,341.79,260.32,143.0,20.0,380.14,214.32,463.58,187.22,151.56,8.92,142.64,3.57,10.7,19.61,24.25,0.57,11.08,1618.14,2178.2,1413.1,765.11,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.92,3584.68,2815.68,5008.66,769.0,1423.98,2192.97,0.2145,0.3972,0.4378,1.7788,202.53,0.0565,0.0404,343.57,261.68,143.75,20.0,382.13,215.44,466.01,188.2,152.35,8.96,143.39,3.58,10.75,19.72,24.38,0.57,11.04,1626.51,2192.97,1423.98,769.0,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.93,3603.35,2830.46,5038.24,772.89,1434.89,2207.78,0.2145,0.3982,0.4382,1.78,199.99,0.0555,0.0397,345.35,263.04,144.49,20.0,384.12,216.56,468.44,189.18,153.14,9.01,144.13,3.6,10.81,19.82,24.5,0.58,10.99,1634.88,2207.78,1434.89,772.89,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.94,3622.02,2845.24,5067.5,776.78,1445.48,2222.26,0.2145,0.3991,0.4385,1.781,197.76,0.0546,0.039,347.13,264.41,145.24,20.0,386.11,217.68,470.86,190.16,153.94,9.06,144.88,3.62,10.87,19.92,24.63,0.58,10.94,1643.24,2222.26,1445.48,776.78,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.95,3640.69,2860.02,5096.8,780.67,1456.11,2236.78,0.2144,0.4,0.4389,1.7821,195.51,0.0537,0.0384,348.91,265.77,145.99,20.0,388.1,218.81,473.29,191.14,154.73,9.1,145.63,3.64,10.92,20.02,24.76,0.58,10.9,1651.61,2236.78,1456.11,780.67,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.96,3659.36,2874.8,5126.12,784.56,1466.76,2251.32,0.2144,0.4008,0.4392,1.7831,193.21,0.0528,0.0377,350.69,267.13,146.74,20.0,390.09,219.93,475.72,192.12,155.52,9.15,146.37,3.66,10.98,20.13,24.88,0.59,10.85,1659.98,2251.32,1466.76,784.56,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.97,3678.03,2889.58,5155.49,788.45,1477.46,2265.91,0.2144,0.4017,0.4395,1.7842,190.89,0.0519,0.037,352.47,268.5,147.49,20.0,392.08,221.05,478.14,193.1,156.32,9.2,147.12,3.68,11.03,20.23,25.01,0.59,10.8,1668.35,2265.91,1477.46,788.45,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.98,3696.7,2904.36,5184.51,792.34,1487.81,2280.15,0.2143,0.4025,0.4398,1.7851,188.9,0.0511,0.0364,354.24,269.86,148.24,20.0,394.07,222.17,480.57,194.08,157.11,9.24,147.87,3.7,11.09,20.33,25.14,0.59,10.76,1676.71,2280.15,1487.81,792.34,8,27,35,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__atmp_4,Non-cadre · Hors Alsace-Moselle · AT/MP 4 %,Non-executive · Outside Alsace-Moselle · AT/MP 4%,non_cadre,standard,atmp_4,salarié . cotisations . exonérations . RGDU,1.99,3715.37,2919.14,5213.94,796.23,1498.57,2294.8,0.2143,0.4033,0.4401,1.7861,186.51,0.0502,0.0358,356.02,271.22,148.99,20.0,396.06,223.29,483.0,195.06,157.9,9.29,148.61,3.72,11.15,20.43,25.26,0.59,10.71,1685.08,2294.8,1498.57,796.23,8,27,35,ok,
