country,country_code,version,effective_from,profile_id,profile_label_fr,profile_label_en,smic_multiple,gross_monthly_eur,ivs_employer_monthly_eur,ivs_employee_monthly_eur,aggiuntivo_1_percent_monthly_eur,naspi_monthly_eur,cigo_monthly_eur,cigs_employer_monthly_eur,cigs_employee_monthly_eur,maternita_monthly_eur,fondo_garanzia_tfr_monthly_eur,cuaf_monthly_eur,inail_monthly_eur,tfr_accrual_monthly_eur,irpef_lorda_annual_eur,detrazione_lavoro_dipendente_annual_eur,ulteriore_detrazione_annual_eur,trattamento_integrativo_annual_eur,addizionale_regionale_annual_eur,addizionale_comunale_annual_eur,employee_contributions_monthly_eur,employer_contributions_monthly_eur,employee_contribution_rate,employer_contribution_rate,net_before_income_tax_monthly_eur,income_tax_monthly_eur,net_after_income_tax_monthly_eur,employer_cost_monthly_eur,social_wedge_monthly_eur,total_wedge_after_income_tax_monthly_eur,cost_to_net_ratio,cost_to_net_after_income_tax_ratio,delta_gross_monthly_eur,delta_net_before_income_tax_monthly_eur,delta_net_after_income_tax_monthly_eur,delta_employer_cost_monthly_eur,delta_social_wedge_monthly_eur,delta_total_wedge_after_income_tax_monthly_eur,marginal_net_before_income_tax_rate,marginal_net_after_income_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_income_tax_rate
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.8,1851.64936,440.877713,170.166576,0.0,29.811555,37.032987,11.109896,5.554948,8.517587,3.703299,12.591216,9.258247,127.900965,4625.560827,2632.134654,1000.0,0.0,347.922619,181.000206,175.721524,552.902499,0.09489999999999998,0.29860000000000003,1675.927836,126.862416,1549.065419,2532.452824,856.524988,983.387405,1.5110751011756425,1.634826258727204,,,,,,,,,,,
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.81,1874.794977,446.388684,172.293658,0.0,30.184199,37.4959,11.24877,5.624385,8.624057,3.74959,12.748606,9.373975,129.499727,4683.380337,2609.122876,1000.0,0.0,352.271651,183.262709,177.918043,559.81378,0.09489999999999998,0.2986,1696.876934,134.149318,1562.727615,2564.108484,867.231551,1001.380869,1.5110751011756427,1.6407904098201802,23.14561700000013,20.94909799999982,13.662195999999994,31.655659999999898,10.70656299999996,17.993464000000017,0.9051000023027991,0.5902714107815712,1.3676740611408078,0.46257410204272803,0.7774026503592415
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.82,1897.940594,451.899655,174.420741,0.0,30.556844,37.958812,11.387644,5.693822,8.730527,3.795881,12.905996,9.489703,131.098489,4741.199847,2586.111098,1000.0,0.0,356.620684,185.525211,180.114562,566.725061,0.0949,0.2986,1717.826032,141.43622,1576.389811,2595.764145,877.938113,1019.374333,1.5110751011756425,1.6466511811522524,23.145616999999902,20.94909800000005,13.662195999999994,31.655661000000237,10.706562000000076,17.993464000000017,0.9051000023028177,0.590271410781577,1.3676741043455602,0.46257405883801334,0.7774026503592492
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.83,1921.086211,457.410627,176.547823,0.0,30.929488,38.421724,11.526517,5.763259,8.836997,3.842172,13.063386,9.605431,132.697251,4799.019358,2563.099319,1000.0,0.0,360.969717,187.787714,182.311081,573.636343,0.0949,0.2986,1738.77513,148.723122,1590.052007,2627.419805,888.644675,1037.367798,1.5110751011756425,1.6524112375316364,23.14561700000013,20.94909800000005,13.662195999999994,31.655659999999898,10.706561999999963,17.993465000000015,0.9051000023028088,0.5902714107815712,1.3676740611408078,0.4625740588380039,0.7774026935639656
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.84,1944.231828,462.921598,178.674905,0.0,31.302132,38.884637,11.665391,5.832695,8.943466,3.888464,13.220776,9.721159,134.296013,4856.838868,2540.087541,1000.0,0.0,365.31875,190.050217,184.5076,580.547624,0.09490000000000001,0.29860000000000003,1759.724228,156.010024,1603.714203,2659.075465,899.351238,1055.361262,1.5110751011756425,1.6580731529595147,23.145616999999902,20.94909800000005,13.662195999999994,31.655659999999898,10.70656299999996,17.993463999999904,0.9051000023028177,0.590271410781577,1.3676740611408214,0.4625741020427326,0.7774026503592443
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.85,1967.377445,468.43257,180.801987,0.0,31.674777,39.347549,11.804265,5.902132,9.049936,3.934755,13.378167,9.836887,135.894775,4914.658378,2517.075762,1000.0,0.0,369.667782,192.312719,186.70412,587.458905,0.09489999999999998,0.29860000000000003,1780.673325,163.296926,1617.376399,2690.731125,910.0578,1073.354726,1.5110751011756425,1.6636394144653328,23.14561700000013,20.949096999999938,13.662195999999994,31.655659999999898,10.706562000000076,17.99346400000013,0.9050999590980798,0.5902714107815712,1.3676740611408078,0.4625740588380088,0.7774026503592464
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.86,1990.523062,473.943541,182.929069,0.0,32.047421,39.810461,11.943138,5.971569,9.156406,3.981046,13.535557,9.952615,137.493537,4972.477889,2494.063984,1000.0,0.0,374.016815,194.575222,188.900639,594.370186,0.09490000000000001,0.29860000000000003,1801.622423,170.583828,1631.038595,2722.386786,920.764362,1091.348191,1.5110751011756425,1.6691124257493408,23.145616999999902,20.94909800000005,13.662195999999994,31.655661000000237,10.706561999999963,17.993465000000015,0.9051000023028177,0.590271410781577,1.3676741043455602,0.4625740588380084,0.7774026935639733
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.87,2013.668679,479.454512,185.056152,0.0,32.420066,40.273374,12.082012,6.041006,9.262876,4.027337,13.692947,10.068343,139.092299,5030.297399,2471.052206,1000.0,0.0,378.365848,196.837724,191.097158,601.281468,0.09489999999999998,0.2986,1822.571521,177.87073,1644.700791,2754.042446,931.470925,1109.341655,1.5110751011756425,1.6744945106435871,23.14561700000013,20.94909800000005,13.662195999999994,31.655659999999898,10.70656299999996,17.993463999999904,0.9051000023028088,0.5902714107815712,1.3676740611408078,0.46257410204272803,0.7774026503592366
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.88,2036.814296,484.965484,187.183234,0.0,32.79271,40.736286,12.220886,6.110443,9.369346,4.073629,13.850337,10.184071,140.691062,5088.116909,2448.040427,1000.0,0.0,382.714881,199.100227,193.293677,608.192749,0.0949,0.2986,1843.520619,185.157632,1658.362987,2785.698106,942.177487,1127.335119,1.5110751011756423,1.6797879164018332,23.145616999999902,20.94909799999982,13.662195999999994,31.655659999999898,10.706562000000076,17.99346400000013,0.905100002302808,0.590271410781577,1.3676740611408214,0.46257405883801334,0.777402650359254
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.89,2059.959913,490.476455,189.310316,0.0,33.165355,41.199198,12.359759,6.17988,9.475816,4.11992,14.007727,10.2998,142.289824,5145.93642,2425.028649,1000.0,0.0,387.063913,201.362729,195.490196,615.10403,0.09489999999999997,0.2986,1864.469717,192.444534,1672.025183,2817.353767,952.884049,1145.328584,1.5110751011756425,1.684994816828179,23.14561700000013,20.94909800000005,13.662195999999994,31.655661000000237,10.706561999999963,17.993465000000015,0.9051000023028088,0.5902714107815712,1.3676741043455467,0.4625740588380039,0.7774026935639656
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.9,2083.10553,495.987427,191.437398,0.0,33.537999,41.662111,12.498633,6.249317,9.582285,4.166211,14.165118,10.415528,143.888586,5203.75593,2402.016871,1000.0,0.0,391.412946,203.625232,197.686715,622.015311,0.09489999999999998,0.2986,1885.418815,199.731436,1685.687379,2849.009427,963.590612,1163.322048,1.5110751011756425,1.690117315253544,23.145616999999675,20.94909800000005,13.662195999999994,31.655659999999898,10.70656299999996,17.993463999999904,0.9051000023028266,0.5902714107815829,1.3676740611408347,0.4625741020427371,0.7774026503592519
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.91,2106.251147,501.498398,193.56448,0.0,33.910643,42.125023,12.637507,6.318753,9.688755,4.212502,14.322508,10.531256,145.487348,5261.57544,2379.005092,1000.0,0.0,395.761979,205.887735,199.883234,628.926592,0.0949,0.2986,1906.367913,207.018338,1699.349575,2880.665087,974.297174,1181.315513,1.5110751011756427,1.6951574473685702,23.14561700000013,20.94909800000005,13.662195999999994,31.655659999999898,10.706562000000076,17.993465000000015,0.9051000023028088,0.5902714107815712,1.3676740611408078,0.4625740588380088,0.7774026935639656
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.92,2129.396764,507.00937,195.691563,0.0,34.283288,42.587935,12.776381,6.38819,9.795225,4.258794,14.479898,10.646984,147.08611,5319.394951,2355.993314,1000.0,0.0,400.111012,208.150237,202.079753,635.837874,0.0949,0.2986,1927.317011,214.30524,1713.011771,2912.320748,985.003736,1199.308977,1.5110751011756427,1.7001171839209615,23.14561700000013,20.94909800000005,13.662195999999994,31.655661000000237,10.706561999999963,17.993463999999904,0.9051000023028088,0.5902714107815712,1.3676741043455467,0.4625740588380039,0.7774026503592366
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.93,2152.542381,512.520341,197.818645,0.0,34.655932,43.050848,12.915254,6.457627,9.901695,4.305085,14.637288,10.762712,148.684872,5377.214461,2332.981536,1000.0,0.0,404.460044,210.41274,204.276272,642.749155,0.0949,0.2986,1948.266109,221.592142,1726.673967,2943.976408,995.710299,1217.302441,1.5110751011756427,1.7049984332847674,23.14561700000013,20.94909799999982,13.662195999999994,31.655659999999898,10.70656299999996,17.99346400000013,0.9051000023027991,0.5902714107815712,1.3676740611408078,0.46257410204272803,0.7774026503592464
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.94,2175.687998,518.031312,199.945727,0.0,35.028577,43.51376,13.054128,6.527064,10.008165,4.351376,14.794678,10.87844,150.283634,5435.033971,2309.969757,1000.0,0.0,408.809077,212.675242,206.472791,649.660436,0.0949,0.29860000000000003,1969.215207,228.879044,1740.336163,2975.632068,1006.416861,1235.295906,1.5110751011756427,1.7098030439086491,23.145616999999675,20.94909800000005,13.662195999999994,31.655659999999898,10.706562000000076,17.993465000000015,0.9051000023028266,0.5902714107815829,1.3676740611408347,0.4625740588380179,0.777402693563981
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.95,2198.833615,523.542284,202.072809,0.0,35.401221,43.976672,13.193002,6.596501,10.114635,4.397667,14.952069,10.994168,151.882396,5492.853482,2286.957979,1000.0,0.0,413.15811,214.937745,208.66931,656.571717,0.0949,0.29860000000000003,1990.164305,236.165946,1753.998358,3007.287728,1017.123424,1253.28937,1.5110751011756427,1.7145328066497247,23.14561700000013,20.94909800000005,13.66219500000011,31.655659999999898,10.70656299999996,17.993463999999904,0.9051000023028088,0.590271367576852,1.3676740611408078,0.46257410204272803,0.7774026503592366
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.96,2221.979232,529.053255,204.199891,0.0,35.773866,44.439585,13.331875,6.665938,10.221104,4.443958,15.109459,11.109896,153.481158,5550.672992,2263.946201,1000.0,0.0,417.507142,217.200248,210.865829,663.482999,0.09490000000000001,0.29860000000000003,2011.113403,243.452848,1767.660554,3038.943389,1027.829986,1271.282834,1.5110751011756427,1.7191894569991863,23.14561700000013,20.94909800000005,13.662195999999994,31.655661000000237,10.706561999999963,17.99346400000013,0.9051000023028088,0.5902714107815712,1.3676741043455467,0.4625740588380039,0.7774026503592464
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.97,2245.124849,534.564227,206.326974,0.0,36.14651,44.902497,13.470749,6.735375,10.327574,4.49025,15.266849,11.225624,155.07992,5608.492502,2240.934422,1000.0,0.0,421.856175,219.46275,213.062348,670.39428,0.0949,0.2986,2032.062501,250.73975,1781.32275,3070.599049,1038.536548,1289.276299,1.5110751011756425,1.7237746772054978,23.145616999999675,20.94909800000005,13.662195999999994,31.655659999999898,10.706562000000076,17.993465000000015,0.9051000023028266,0.5902714107815829,1.3676740611408347,0.4625740588380179,0.777402693563981
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.98,2268.270466,540.075198,208.454056,0.0,36.519155,45.365409,13.609623,6.804811,10.434044,4.536541,15.424239,11.341352,156.678682,5666.312013,2217.922644,1000.0,0.0,426.205208,221.725253,215.258867,677.305561,0.0949,0.2986,2053.011599,258.026652,1794.984946,3102.254709,1049.243111,1307.269763,1.5110751011756427,1.7282900983006322,23.14561700000013,20.94909799999982,13.662195999999994,31.655659999999898,10.70656299999996,17.993463999999904,0.9051000023027991,0.5902714107815712,1.3676740611408078,0.46257410204272803,0.7774026503592366
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",0.99,2291.416083,545.586169,210.581138,0.0,36.891799,45.828322,13.748496,6.874248,10.540514,4.582832,15.581629,11.45708,158.277444,5724.131523,2194.910865,1000.0,0.0,430.554241,223.987755,217.455386,684.216842,0.09489999999999998,0.2985999999999999,2073.960697,265.313554,1808.647142,3133.91037,1059.949673,1325.263227,1.5110751011756423,1.7327373020344685,23.14561700000013,20.94909800000005,13.662195999999994,31.655661000000237,10.706562000000076,17.993463999999904,0.9051000023028088,0.5902714107815712,1.3676741043455467,0.4625740588380088,0.7774026503592366
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.0,2314.5617,551.097141,212.70822,0.0,37.264443,46.291234,13.88737,6.943685,10.646984,4.629123,15.73902,11.572809,159.876206,5781.951033,2236.899087,1000.0,0.0,434.903273,226.250258,219.651905,691.128124,0.0949,0.29860000000000003,2094.909795,267.18379,1827.726005,3165.56603,1070.656235,1337.840025,1.5110751011756425,1.731969683350497,23.14561700000013,20.94909800000005,19.078862999999956,31.655659999999898,10.706561999999849,12.576798000000053,0.9051000023028088,0.8242970148516606,1.3676740611408078,0.46257405883799896,0.5433770894938762
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.01,2337.707317,556.608112,214.835302,0.0,37.637088,46.754146,14.026244,7.013122,10.753454,4.675415,15.89641,11.688537,161.474968,5839.770544,2213.887309,1000.0,0.0,439.252306,228.51276,221.848424,698.039405,0.09490000000000001,0.29860000000000003,2115.858893,274.470692,1841.388201,3197.22169,1081.362798,1355.833489,1.5110751011756425,1.7363105122472744,23.145616999999675,20.94909800000005,13.662195999999994,31.655659999999898,10.706563000000187,17.99346400000013,0.9051000023028266,0.5902714107815829,1.3676740611408347,0.4625741020427469,0.7774026503592617
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.02,2360.852934,562.119084,216.962385,0.0,38.009732,47.217059,14.165118,7.082559,10.859923,4.721706,16.0538,11.804265,163.07373,5897.590054,2190.87553,1000.0,0.0,443.601339,230.775263,224.044943,704.950686,0.0949,0.29860000000000003,2136.807991,281.757594,1855.050397,3228.877351,1092.06936,1373.826954,1.5110751011756425,1.7405874019054628,23.14561700000013,20.94909800000005,13.662195999999994,31.655661000000237,10.706561999999849,17.993464999999787,0.9051000023028088,0.5902714107815712,1.3676741043455467,0.46257405883799896,0.7774026935639559
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.03,2383.998551,567.630055,219.089467,0.0,38.382377,47.679971,14.303991,7.151996,10.966393,4.767997,16.21119,11.919993,164.672493,5955.409564,2167.863752,1000.0,0.0,447.950372,233.037766,226.241462,711.861967,0.09489999999999998,0.2985999999999999,2157.757089,289.044496,1868.712593,3260.533011,1102.775922,1391.820418,1.5110751011756425,1.7448017547083012,23.14561700000013,20.94909800000005,13.662195999999994,31.655659999999898,10.706562000000076,17.99346400000013,0.9051000023028088,0.5902714107815712,1.3676740611408078,0.4625740588380088,0.7774026503592464
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.04,2407.144168,573.141026,221.216549,0.0,38.755021,48.142883,14.442865,7.221433,11.072863,4.814288,16.36858,12.035721,166.271255,6013.229075,2144.851974,1000.0,0.0,452.299404,235.300268,228.437982,718.773249,0.09489999999999998,0.29860000000000003,2178.706186,296.331398,1882.374789,3292.188671,1113.482485,1409.813882,1.5110751011756427,1.7489549323252782,23.145616999999675,20.94909699999971,13.662195999999994,31.655659999999898,10.70656299999996,17.993463999999904,0.9050999590980878,0.5902714107815829,1.3676740611408347,0.4625741020427371,0.7774026503592519
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.05,2430.289785,578.651998,223.343631,0.0,39.127666,48.605796,14.581739,7.290869,11.179333,4.86058,16.525971,12.151449,167.870017,6071.048585,2121.840195,1000.0,0.0,456.648437,237.562771,230.634501,725.68453,0.0949,0.29860000000000003,2199.655284,303.6183,1896.036985,3323.844331,1124.189047,1427.807347,1.5110751011756427,1.7530482571789774,23.14561700000013,20.94909800000005,13.662195999999994,31.655659999999898,10.706562000000076,17.993465000000015,0.9051000023028088,0.5902714107815712,1.3676740611408078,0.4625740588380088,0.7774026935639656
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.06,2453.435402,584.162969,225.470713,0.0,39.50031,49.068708,14.720612,7.360306,11.285803,4.906871,16.683361,12.267177,169.468779,6128.868095,2098.828417,1000.0,0.0,460.99747,239.825273,232.83102,732.595811,0.0949,0.2985999999999999,2220.604382,310.905202,1909.699181,3355.499992,1134.895609,1445.800811,1.5110751011756425,1.7570830138489624,23.14561700000013,20.94909800000005,13.662195999999994,31.655661000000237,10.706561999999849,17.99346400000013,0.9051000023028088,0.5902714107815712,1.3676741043455467,0.46257405883799896,0.7774026503592464
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.07,2476.581019,589.673941,227.597796,0.0,39.872954,49.53162,14.859486,7.429743,11.392273,4.953162,16.840751,12.382905,171.067541,6186.687606,2075.816639,1000.0,0.0,465.346503,242.087776,235.027539,739.507092,0.0949,0.2986,2241.55348,318.192104,1923.361377,3387.155652,1145.602172,1463.794276,1.5110751011756427,1.7610604504158258,23.14561700000013,20.94909800000005,13.662195999999994,31.655659999999898,10.706563000000187,17.993465000000015,0.9051000023028088,0.5902714107815712,1.3676740611408078,0.46257410204273786,0.7774026935639656
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.08,2499.726636,595.184912,229.724878,0.0,40.245599,49.994533,14.99836,7.49918,11.498743,4.999453,16.998141,12.498633,172.666303,6244.507116,2052.80486,1000.0,0.0,469.695535,244.350278,237.224058,746.418374,0.0949,0.29860000000000003,2262.502578,325.479006,1937.023572,3418.811312,1156.308734,1481.78774,1.5110751011756425,1.7649817797483598,23.145616999999675,20.94909800000005,13.66219500000011,31.655659999999898,10.706561999999849,17.993463999999904,0.9051000023028266,0.5902713675768636,1.3676740611408347,0.46257405883800806,0.7774026503592519
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.09,2522.872253,600.695883,231.85196,0.0,40.618243,50.457445,15.137234,7.568617,11.605212,5.045745,17.155531,12.614361,174.265065,6302.326626,2029.793082,1000.0,0.0,474.044568,246.612781,239.420577,753.329655,0.0949,0.29860000000000003,2283.451676,332.765908,1950.685768,3450.466973,1167.015296,1499.781204,1.5110751011756425,1.7688481807366379,23.14561700000013,20.94909800000005,13.662195999999994,31.655661000000237,10.706562000000076,17.993463999999904,0.9051000023028088,0.5902714107815712,1.3676741043455467,0.4625740588380088,0.7774026503592366
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.1,2546.01787,606.206855,233.979042,0.0,40.990888,50.920357,15.276107,7.638054,11.711682,5.092036,17.312922,12.730089,175.863827,6360.146137,2006.781303,1000.0,0.0,478.393601,248.875284,241.617096,760.240936,0.09489999999999998,0.29860000000000003,2304.400774,340.05281,1964.347964,3482.122633,1177.721859,1517.774669,1.5110751011756425,1.7726607994736374,23.14561700000013,20.94909800000005,13.662195999999994,31.655659999999898,10.70656299999996,17.993465000000015,0.9051000023028088,0.5902714107815712,1.3676740611408078,0.46257410204272803,0.7774026935639656
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.11,2569.163487,611.717826,236.106124,0.0,41.363532,51.38327,15.414981,7.70749,11.818152,5.138327,17.470312,12.845817,177.462589,6417.965647,1983.769525,1000.0,0.0,482.742633,251.137786,243.813615,767.152217,0.09490000000000001,0.2986,2325.349872,347.339712,1978.01016,3513.778293,1188.428421,1535.768133,1.5110751011756425,1.7764207503878933,23.145616999999675,20.949097999999594,13.662195999999994,31.655659999999898,10.706562000000076,17.99346400000013,0.905100002302807,0.5902714107815829,1.3676740611408347,0.4625740588380179,0.7774026503592617
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.12,2592.309104,617.228798,238.233207,0.0,41.736177,51.846182,15.553855,7.776927,11.924622,5.184618,17.627702,12.961546,179.061351,6491.343921,1961.492164,1000.0,0.0,877.581068,253.400289,246.010134,774.063498,0.0949,0.2986,2346.29897,388.40276,1957.89621,3545.433954,1199.134983,1587.537743,1.5110751011756423,1.8108385595427847,23.14561700000013,20.94909800000005,-20.11394999999993,31.655661000000237,10.706561999999849,51.76961000000006,0.9051000023028088,-0.8690176632577917,1.3676741043455467,0.46257405883799896,2.2366917243986095
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.13,2615.454721,622.739769,240.360289,0.0,42.108821,52.309094,15.692728,7.846364,12.031092,5.230909,17.785092,13.077274,180.660113,6574.302349,1939.667013,1000.0,0.0,885.952328,255.662791,248.206653,780.97478,0.0949,0.29860000000000003,2367.248068,398.020871,1969.227197,3577.089614,1209.841546,1607.862417,1.5110751011756425,1.8164941149879312,23.14561700000013,20.94909800000005,11.330986999999823,31.655659999999898,10.706563000000187,20.32467399999996,0.9051000023028088,0.4895521687756157,1.3676740611408078,0.46257410204273786,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.14,2638.600338,628.25074,242.487371,0.0,42.481465,52.772007,15.831602,7.915801,12.137562,5.277201,17.942482,13.193002,182.258875,6657.260777,1917.841862,1000.0,0.0,894.323588,257.925294,250.403172,787.886061,0.0949,0.2986,2388.197166,407.638983,1980.558183,3608.745274,1220.548108,1628.187091,1.5110751011756425,1.8220849583522294,23.14561700000013,20.94909800000005,11.330986000000166,31.655659999999898,10.706561999999849,20.32467399999996,0.9051000023028088,0.48955212557090627,1.3676740611408078,0.46257405883799896,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.15,2661.745955,633.761712,244.614453,0.0,42.85411,53.234919,15.970476,7.985238,12.244031,5.323492,18.099872,13.30873,183.857637,6740.219205,1896.016711,1000.0,0.0,902.694847,260.187796,252.599691,794.797342,0.0949,0.2986,2409.146264,417.257095,1991.889169,3640.400934,1231.254671,1648.511765,1.5110751011756425,1.827612193991844,23.145616999999675,20.94909800000005,11.330985999999939,31.655659999999898,10.70656299999996,20.32467399999996,0.9051000023028266,0.48955212557090605,1.3676740611408347,0.4625741020427371,0.8781219355699287
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.16,2684.891572,639.272683,246.741535,0.0,43.226754,53.697831,16.109349,8.054675,12.350501,5.369783,18.257263,13.424458,185.456399,6823.177633,1874.191559,1000.0,0.0,911.066107,262.450299,254.79621,801.708623,0.09489999999999998,0.2985999999999999,2430.095362,426.875207,2003.220155,3672.056595,1241.961233,1668.836439,1.5110751011756423,1.8330769012762798,23.14561700000013,20.94909800000005,11.330985999999939,31.655661000000237,10.706562000000076,20.32467399999996,0.9051000023028088,0.48955212557089645,1.3676741043455467,0.4625740588380088,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.17,2708.037189,644.783655,248.868618,0.0,43.599399,54.160744,16.248223,8.124112,12.456971,5.416074,18.414653,13.540186,187.055161,6906.136061,1852.366408,1000.0,0.0,919.437366,264.712802,256.992729,808.619905,0.0949,0.29860000000000003,2451.04446,436.493318,2014.551141,3703.712255,1252.667795,1689.161114,1.5110751011756425,1.838480135291082,23.14561700000013,20.94909800000005,11.330985999999939,31.655659999999898,10.706562000000076,20.32467500000007,0.9051000023028088,0.48955212557089645,1.3676740611408078,0.4625740588380088,0.8781219787746404
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.18,2731.182806,650.294626,250.9957,0.0,43.972043,54.623656,16.387097,8.193548,12.563441,5.462366,18.572043,13.655914,188.653923,6989.094489,1830.541257,1000.0,0.0,927.808626,266.975304,259.189248,815.531186,0.09490000000000001,0.2986,2471.993558,446.11143,2025.882128,3735.367915,1263.374358,1709.485788,1.5110751011756425,1.843822927516946,23.145616999999675,20.94909800000005,11.33098700000005,31.655659999999898,10.70656299999996,20.32467399999996,0.9051000023028266,0.4895521687756351,1.3676740611408347,0.4625741020427371,0.8781219355699287
