country,country_code,version,effective_from,profile_id,profile_label_fr,profile_label_en,region_code,region_label_fr,region_label_en,smic_multiple,gross_monthly_eur,employee_ss_monthly_eur,employer_ss_monthly_eur,employee_contributions_monthly_eur,employer_contributions_monthly_eur,employee_contribution_rate,employer_contribution_rate,net_before_income_tax_monthly_eur,irpf_monthly_eur,net_after_income_tax_monthly_eur,employer_cost_monthly_eur,social_wedge_monthly_eur,total_wedge_after_income_tax_monthly_eur,cost_to_net_ratio,cost_to_net_after_income_tax_ratio,delta_gross_monthly_eur,delta_net_before_income_tax_monthly_eur,delta_net_after_income_tax_monthly_eur,delta_employer_cost_monthly_eur,delta_social_wedge_monthly_eur,delta_total_wedge_after_income_tax_monthly_eur,marginal_net_before_income_tax_rate,marginal_net_after_income_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_income_tax_rate
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,1.98,2820.51,183.33,892.69,183.33,892.69,0.06499888318070138,0.3164994983176802,2637.18,495.11,2142.07,3713.2,1076.02,1571.13,1.4080191719943274,1.733463425564991,14.245000000000346,13.324999999999818,9.325000000000273,18.754999999999654,5.430000000000064,9.430000000000064,0.9354159354159,0.6546156546156578,1.3166023166022605,0.38118638118637643,0.6619866619866503
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,1.99,2834.755,184.26,897.2,184.26,897.2,0.06500032630685897,0.3165000149924773,2650.495,499.1,2151.395,3731.955,1081.46,1580.56,1.4080218977964494,1.7346675064318733,14.24499999999989,13.315000000000055,9.324999999999818,18.75500000000011,5.440000000000055,9.429999999999836,0.9347139347139457,0.6546156546156469,1.3166023166023344,0.38188838188838864,0.6619866619866556
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.0,2849.0,185.19,901.71,185.19,901.71,0.06500175500175501,0.3165005265005265,2663.81,503.1,2160.71,3750.71,1086.9,1590.0,1.4080245963488387,1.7358692281703698,14.24499999999989,13.315000000000055,9.315000000000055,18.75500000000011,5.440000000000055,9.440000000000055,0.9347139347139457,0.6539136539136627,1.3166023166023344,0.38188838188838864,0.6626886626886715
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.01,2863.245,186.11,906.22,186.11,906.22,0.06499967693997545,0.3165010329189434,2677.135,507.1,2170.035,3769.465,1092.33,1599.43,1.4080220086024802,1.7370526281834167,14.24499999999989,13.325000000000273,9.324999999999818,18.75500000000011,5.429999999999836,9.430000000000064,0.9354159354159617,0.6546156546156469,1.3166023166023344,0.3811863811863726,0.6619866619866716
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.02,2877.49,187.04,910.73,187.04,910.73,0.065001094704065,0.31650153432331646,2690.45,511.09,2179.36,3788.22,1097.77,1608.86,1.4080246798862643,1.7382259011819985,14.24499999999989,13.3149999999996,9.325000000000273,18.754999999999654,5.440000000000055,9.429999999999836,0.9347139347139137,0.6546156546156788,1.3166023166023024,0.38188838188838864,0.6619866619866556
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.03,2891.735,187.96,915.24,187.96,915.24,0.0649990403684985,0.31650203078774514,2703.775,515.09,2188.685,3806.975,1103.2,1618.29,1.408022117224991,1.7393891766060445,14.245000000000346,13.325000000000273,9.324999999999818,18.75500000000011,5.430000000000064,9.430000000000064,0.9354159354159318,0.654615654615626,1.3166023166022922,0.38118638118637643,0.6619866619866503
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.04,2905.98,188.89,919.74,188.89,919.74,0.06500044735338853,0.31649908120496356,2717.09,519.08,2198.01,3825.72,1108.63,1627.71,1.4080210813775031,1.7405380321290622,14.24499999999989,13.315000000000055,9.325000000000273,18.74499999999989,5.430000000000064,9.420000000000073,0.9347139347139457,0.6546156546156788,1.3159003159003184,0.3811863811863886,0.6612846612846714
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.05,2920.225,189.81,924.25,189.81,924.25,0.06499841621792841,0.31649958479226775,2730.415,523.08,2207.335,3844.475,1114.06,1637.14,1.4080185612809775,1.741681711203782,14.24499999999989,13.324999999999818,9.324999999999818,18.75500000000011,5.429999999999836,9.430000000000064,0.9354159354159298,0.6546156546156469,1.3166023166023344,0.3811863811863726,0.6619866619866716
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.06,2934.47,190.74,928.76,190.74,928.76,0.0649998125726281,0.31650008349037473,2743.73,527.07,2216.66,3863.23,1119.5,1646.57,1.408021197421029,1.742815767866971,14.24499999999989,13.315000000000055,9.324999999999818,18.75500000000011,5.440000000000055,9.429999999999836,0.9347139347139457,0.6546156546156469,1.3166023166023344,0.38188838188838864,0.6619866619866556
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.07,2948.715,191.67,933.27,191.67,933.27,0.06500119543597804,0.3165005773701426,2757.045,531.07,2225.975,3881.985,1124.94,1656.01,1.4080238080988885,1.7439481575489395,14.245000000000346,13.315000000000055,9.315000000000055,18.75500000000011,5.440000000000055,9.440000000000055,0.9347139347139158,0.6539136539136419,1.3166023166022922,0.3818883818883764,0.6626886626886505
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.08,2962.96,192.59,937.78,192.59,937.78,0.06499918999919,0.31650106650106646,2770.37,535.07,2235.3,3900.74,1130.37,1665.44,1.4080213112327955,1.7450633024649935,14.24499999999989,13.324999999999818,9.325000000000273,18.754999999999654,5.429999999999836,9.430000000000064,0.9354159354159298,0.6546156546156788,1.3166023166023024,0.3811863811863726,0.6619866619866716
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.09,2977.205,193.52,942.29,193.52,942.29,0.06500056260821811,0.3165015509513117,2783.685,539.06,2244.625,3919.495,1135.81,1674.87,1.408023896381954,1.7461691819346215,14.24499999999989,13.315000000000055,9.324999999999818,18.75500000000011,5.440000000000055,9.429999999999836,0.9347139347139457,0.6546156546156469,1.3166023166023344,0.38188838188838864,0.6619866619866556
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.1,2991.45,194.44,946.79,194.44,946.79,0.06499857928429356,0.3164986879272593,2797.01,543.06,2253.95,3938.24,1141.23,1684.29,1.408017847630148,1.747261474300672,14.24499999999989,13.325000000000273,9.324999999999818,18.74499999999989,5.420000000000073,9.420000000000073,0.9354159354159617,0.6546156546156469,1.3159003159003184,0.3804843804843885,0.6612846612846714
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.11,3005.695,195.37,951.3,195.37,951.3,0.06499994177719297,0.3164991790584208,2810.325,547.05,2263.275,3956.995,1146.67,1693.72,1.4080204246839778,1.7483491842573264,14.245000000000346,13.3149999999996,9.325000000000273,18.75500000000011,5.440000000000055,9.430000000000064,0.934713934713884,0.6546156546156578,1.3166023166022922,0.3818883818883764,0.6619866619866503
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.12,3019.94,196.3,955.81,196.3,955.81,0.06500129141638576,0.3164996655562693,2823.64,551.05,2272.59,3975.75,1152.11,1703.16,1.408022977433384,1.7494356659142212,14.24499999999989,13.315000000000055,9.315000000000055,18.75500000000011,5.439999999999827,9.440000000000055,0.9347139347139457,0.6539136539136627,1.3166023166023344,0.3818883818883727,0.6626886626886715
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.13,3034.185,197.22,960.32,197.22,960.32,0.0649993326049664,0.316500147486063,2836.965,555.05,2281.915,3994.505,1157.54,1712.59,1.4080205430803694,1.7505056060370348,14.24499999999989,13.325000000000273,9.324999999999818,18.75500000000011,5.430000000000064,9.429999999999836,0.9354159354159617,0.6546156546156469,1.3166023166023344,0.3811863811863886,0.6619866619866556
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.14,3048.43,198.15,964.83,198.15,964.83,0.06500067247730798,0.31650062491183983,2850.28,559.04,2291.24,4013.26,1162.98,1722.02,1.408023071417545,1.7515668371711386,14.24499999999989,13.315000000000055,9.324999999999818,18.75500000000011,5.440000000000055,9.430000000000064,0.9347139347139457,0.6546156546156469,1.3166023166023344,0.38188838188838864,0.6619866619866716
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.15,3062.675,199.07,969.34,199.07,969.34,0.06499873476617662,0.31650109789644676,2863.605,563.04,2300.565,4032.015,1168.41,1731.45,1.4080206592738875,1.7526194652183271,14.245000000000346,13.324999999999818,9.325000000000273,18.754999999999654,5.430000000000064,9.430000000000064,0.9354159354159,0.6546156546156578,1.3166023166022605,0.38118638118637643,0.6619866619866503
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.16,3076.92,200.0,973.85,200.0,973.85,0.065000065000065,0.3165015665015665,2876.92,567.03,2309.89,4050.77,1173.85,1740.88,1.4080231636611376,1.7536635943702945,14.24499999999989,13.315000000000055,9.324999999999818,18.75500000000011,5.439999999999827,9.430000000000064,0.9347139347139457,0.6546156546156469,1.3166023166023344,0.3818883818883727,0.6619866619866716
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.17,3091.165,200.93,978.36,200.93,978.36,0.0650013829737332,0.3165020307877451,2890.235,571.03,2319.205,4069.525,1179.29,1750.32,1.4080256449735056,1.7547068930948322,14.24499999999989,13.315000000000055,9.315000000000055,18.75500000000011,5.440000000000055,9.439999999999827,0.9347139347139457,0.6539136539136627,1.3166023166023344,0.38188838188838864,0.6626886626886557
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.18,3105.41,201.85,982.86,201.85,982.86,0.06499946866919343,0.316499270627711,2903.56,575.02,2328.54,4088.27,1184.71,1759.73,1.4080198101640744,1.7557224698738263,14.24499999999989,13.324999999999818,9.335000000000036,18.74499999999989,5.420000000000073,9.410000000000082,0.9354159354159298,0.6553176553176628,1.3159003159003184,0.3804843804843885,0.6605826605826713
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.19,3119.655,202.78,987.37,202.78,987.37,0.06500077732954446,0.3164997411572754,2916.875,579.02,2337.855,4107.025,1190.15,1769.17,1.4080222841225627,1.7567492423610533,14.245000000000346,13.315000000000055,9.315000000000055,18.754999999999654,5.440000000000055,9.440000000000055,0.9347139347139158,0.6539136539136419,1.3166023166022605,0.3818883818883764,0.6626886626886505
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.2,3133.9,203.7,991.88,203.7,991.88,0.06499888318070135,0.3165002074092983,2930.2,583.01,2347.19,4125.78,1195.58,1778.59,1.4080199303801786,1.7577528874952597,14.24499999999989,13.324999999999818,9.335000000000036,18.75500000000011,5.429999999999836,9.419999999999845,0.9354159354159298,0.6553176553176628,1.3166023166023344,0.3811863811863726,0.6612846612846555
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.21,3148.145,204.63,996.39,204.63,996.39,0.06500018264724147,0.3165006694418459,2943.515,587.01,2356.505,4144.535,1201.02,1788.03,1.4080223814045452,1.758763507821965,14.24499999999989,13.315000000000055,9.315000000000055,18.75500000000011,5.440000000000055,9.440000000000055,0.9347139347139457,0.6539136539136627,1.3166023166023344,0.38188838188838864,0.6626886626886715
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.22,3162.39,205.56,1000.9,205.56,1000.9,0.0650014704068758,0.3165011273119381,2956.83,591.0,2365.83,4163.29,1206.46,1797.46,1.408024810354332,1.7597587316079344,14.24499999999989,13.315000000000055,9.324999999999818,18.75500000000011,5.440000000000055,9.430000000000064,0.9347139347139457,0.6546156546156469,1.3166023166023344,0.38188838188838864,0.6619866619866716
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.23,3176.635,206.48,1005.41,206.48,1005.41,0.06499959863188563,0.31650158107557214,2970.155,595.0,2375.155,4182.045,1211.89,1806.89,1.4080224769414393,1.760746140778181,14.245000000000346,13.325000000000273,9.325000000000273,18.75500000000011,5.430000000000064,9.430000000000064,0.9354159354159318,0.6546156546156578,1.3166023166022922,0.38118638118637643,0.6619866619866503
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.24,3190.88,207.41,1009.91,207.41,1009.91,0.06500087750087749,0.3164988968560397,2983.47,599.0,2384.47,4200.79,1217.32,1816.32,1.4080215319745129,1.7617290215435712,14.24499999999989,13.3149999999996,9.3149999999996,18.74499999999989,5.429999999999836,9.429999999999836,0.9347139347139137,0.6539136539136309,1.3159003159003184,0.3811863811863726,0.6619866619866556
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.25,3205.125,208.33,1014.42,208.33,1014.42,0.064999024999025,0.3164993564993565,2996.795,602.99,2393.805,4219.545,1222.75,1825.74,1.40801923388153,1.7626937031211813,14.24499999999989,13.325000000000273,9.335000000000036,18.75500000000011,5.430000000000064,9.420000000000073,0.9354159354159617,0.6553176553176628,1.3166023166023344,0.3811863811863886,0.6612846612846714
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.26,3219.37,209.26,1018.93,209.26,1018.93,0.06500029508879067,0.3164998120750333,3010.11,606.99,2403.12,4238.3,1228.19,1835.18,1.4080216337608926,1.7636655680948103,14.24499999999989,13.315000000000055,9.315000000000055,18.75500000000011,5.440000000000055,9.440000000000055,0.9347139347139457,0.6539136539136627,1.3166023166023344,0.38188838188838864,0.6626886626886715
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.27,3233.615,210.19,1023.44,210.19,1023.44,0.06500155398833812,0.3165002636368275,3023.425,610.98,2412.445,4257.055,1233.63,1844.61,1.4080240125023773,1.7646226131580203,14.24499999999989,13.315000000000055,9.325000000000273,18.75500000000011,5.440000000000055,9.429999999999836,0.9347139347139457,0.6546156546156788,1.3166023166023344,0.38188838188838864,0.6619866619866556
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.28,3247.86,211.11,1027.95,211.11,1027.95,0.06499972289445975,0.3165007112375534,3036.75,614.98,2421.77,4275.81,1239.06,1854.04,1.4080217337614227,1.7655722880372622,14.245000000000346,13.324999999999818,9.324999999999818,18.75500000000011,5.429999999999836,9.430000000000064,0.9354159354159,0.654615654615626,1.3166023166022922,0.38118638118636045,0.6619866619866503
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.29,3262.105,212.04,1032.46,212.04,1032.46,0.06500097329791653,0.3165011549291025,3050.065,618.98,2431.085,4294.565,1244.5,1863.48,1.4080240912898578,1.766521943905705,14.24499999999989,13.315000000000055,9.315000000000055,18.7549999999992,5.440000000000055,9.440000000000055,0.9347139347139457,0.6539136539136627,1.3166023166022705,0.38188838188838864,0.6626886626886715
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.3,3276.35,212.96,1036.96,212.96,1036.96,0.06499916065133457,0.31649854258549914,3063.39,622.97,2440.42,4313.31,1249.92,1872.89,1.4080185676652335,1.767445767531818,14.24499999999989,13.324999999999818,9.335000000000036,18.7450000000008,5.420000000000073,9.410000000000082,0.9354159354159298,0.6553176553176628,1.3159003159003821,0.3804843804843885,0.6605826605826713
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.31,3290.595,213.89,1041.47,213.89,1041.47,0.06500040266274032,0.31649899182366714,3076.705,626.97,2449.735,4332.065,1255.36,1882.33,1.4080209184825974,1.768381069789181,14.24499999999989,13.315000000000055,9.315000000000055,18.7549999999992,5.439999999999827,9.439999999999827,0.9347139347139457,0.6539136539136627,1.3166023166022705,0.3818883818883727,0.6626886626886557
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.32,3304.84,214.81,1045.98,214.81,1045.98,0.06499860810205639,0.3164994371890924,3090.03,630.96,2459.07,4350.82,1260.79,1891.75,1.408018692375155,1.769294896037933,14.245000000000346,13.325000000000273,9.335000000000036,18.75500000000011,5.430000000000064,9.420000000000073,0.9354159354159318,0.655317655317642,1.3166023166022922,0.38118638118637643,0.6612846612846504
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.33,3319.085,215.74,1050.49,215.74,1050.49,0.06499984182387616,0.3164998787316384,3103.345,635.19,2468.155,4369.575,1266.23,1901.42,1.4080210224773588,1.770381114638262,14.24499999999989,13.3149999999996,9.085000000000036,18.75500000000011,5.440000000000055,9.670000000000073,0.9347139347139137,0.6377676377676452,1.3166023166023344,0.38188838188838864,0.6788346788346892
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.34,3333.33,216.67,1055.0,216.67,1055.0,0.06500106500106499,0.3165003165003165,3116.66,640.12,2476.54,4388.33,1271.67,1911.79,1.4080233326702303,1.771960073328111,14.24499999999989,13.315000000000055,8.384999999999764,18.75500000000011,5.440000000000055,10.36999999999989,0.9347139347139457,0.5886275886275766,1.3166023166023344,0.38188838188838864,0.7279747279747258
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.35,3347.575,217.59,1059.51,217.59,1059.51,0.06499929053120541,0.31650075054330373,3129.985,645.05,2484.935,4407.085,1277.1,1922.15,1.4080211247018755,1.7735212389861301,14.24499999999989,13.325000000000273,8.394999999999982,18.75500000000011,5.429999999999836,10.360000000000127,0.9354159354159617,0.5893295893295926,1.3166023166023344,0.3811863811863726,0.7272727272727418
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.36,3361.82,218.52,1064.02,218.52,1064.02,0.06500050567847179,0.3165011809079606,3143.3,649.98,2493.32,4425.84,1282.54,1932.52,1.4080234148824486,1.7750790111177068,14.245000000000346,13.315000000000055,8.385000000000218,18.75500000000011,5.440000000000055,10.36999999999989,0.9347139347139158,0.5886275886275897,1.3166023166022922,0.3818883818883764,0.7279747279747026
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.37,3376.065,219.44,1068.53,219.44,1068.53,0.06499874854305233,0.3165016076408481,3156.625,654.91,2501.715,4444.595,1287.97,1942.88,1.4080212252009663,1.7766192392019076,14.24499999999989,13.324999999999818,8.394999999999982,18.75500000000011,5.430000000000064,10.360000000000127,0.9354159354159298,0.5893295893295926,1.3166023166023344,0.3811863811863886,0.7272727272727418
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.38,3390.31,220.37,1073.03,220.37,1073.03,0.06499995575625828,0.31649908120496356,3169.94,659.83,2510.11,4463.34,1293.4,1953.23,1.408020341079011,1.778145180888487,14.24499999999989,13.315000000000055,8.394999999999982,18.74499999999989,5.430000000000064,10.349999999999909,0.9347139347139457,0.5893295893295926,1.3159003159003184,0.3811863811863886,0.7265707265707257
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.39,3404.555,221.3,1077.54,221.3,1077.54,0.06500115286726166,0.3164995131522328,3183.255,664.76,2518.495,4482.095,1298.84,1963.6,1.4080226057918703,1.7796719866428166,14.24499999999989,13.315000000000055,8.384999999999764,18.75500000000011,5.439999999999827,10.36999999999989,0.9347139347139457,0.5886275886275766,1.3166023166023344,0.3818883818883727,0.7279747279747258
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.4,3418.8,222.22,1082.05,222.22,1082.05,0.064999414999415,0.31649994149994154,3196.58,669.69,2526.89,4500.85,1304.27,1973.96,1.4080204468525737,1.7811816105964247,14.245000000000346,13.324999999999818,8.394999999999982,18.75500000000011,5.430000000000064,10.360000000000127,0.9354159354159,0.5893295893295738,1.3166023166022922,0.38118638118637643,0.7272727272727185
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.41,3433.045,223.15,1086.56,223.15,1086.56,0.06500060441969156,0.3165003662928974,3209.895,674.62,2535.275,4519.605,1309.71,1984.33,1.4080226923310575,1.782688268531027,14.24499999999989,13.315000000000055,8.385000000000218,18.7549999999992,5.440000000000055,10.36999999999989,0.9347139347139457,0.5886275886276084,1.3166023166022705,0.38188838188838864,0.7279747279747258
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.42,3447.29,224.07,1091.07,224.07,1091.07,0.06499888318070136,0.31650078757516775,3223.22,679.55,2543.67,4538.36,1315.14,1994.69,1.4080205508776937,1.7841779790617491,14.24499999999989,13.324999999999818,8.394999999999982,18.75500000000011,5.430000000000064,10.360000000000127,0.9354159354159298,0.5893295893295926,1.3166023166023344,0.3811863811863886,0.7272727272727418
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.43,3461.535,225.0,1095.58,225.0,1095.58,0.065000065000065,0.31650120539009424,3236.535,684.47,2552.065,4557.115,1320.58,2005.05,1.4080227774456322,1.7856578888076906,14.24499999999989,13.315000000000055,8.394999999999982,18.75500000000011,5.439999999999827,10.3599999999999,0.9347139347139457,0.5893295893295926,1.3166023166023344,0.3818883818883727,0.7272727272727258
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.44,3475.78,225.93,1100.08,225.93,1100.08,0.06500123713238468,0.3164987427282509,3249.85,689.4,2560.45,4575.86,1326.01,2015.41,1.4080219087034787,1.7871311683493136,14.245000000000346,13.315000000000055,8.384999999999764,18.74499999999989,5.430000000000064,10.360000000000127,0.9347139347139158,0.5886275886275577,1.3159003159002762,0.38118638118637643,0.7272727272727185
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.45,3490.025,226.85,1104.59,226.85,1104.59,0.06499953438728949,0.3164991654787573,3263.175,694.33,2568.845,4594.615,1331.44,2025.77,1.4080197966704204,1.788591760110088,14.24499999999989,13.325000000000273,8.394999999999982,18.75500000000011,5.430000000000064,10.3599999999999,0.9354159354159617,0.5893295893295926,1.3166023166023344,0.3811863811863886,0.7272727272727258
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.46,3504.27,227.78,1109.1,227.78,1109.1,0.06500069914704061,0.3164995847922677,3276.49,699.26,2577.23,4613.37,1336.88,2036.14,1.408021999151531,1.790049782130427,14.24499999999989,13.3149999999996,8.385000000000218,18.75500000000011,5.440000000000055,10.370000000000118,0.9347139347139137,0.5886275886276084,1.3166023166023344,0.38188838188838864,0.7279747279747418
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.47,3518.515,228.7,1113.61,228.7,1113.61,0.06499901236743341,0.316500000710527,3289.815,704.19,2585.625,4632.125,1342.31,2046.5,1.4080199038547758,1.7914914189025861,14.24499999999989,13.325000000000273,8.394999999999982,18.75500000000011,5.429999999999836,10.3599999999999,0.9354159354159617,0.5893295893295926,1.3166023166023344,0.3811863811863726,0.7272727272727258
Spain,ES,2026-01,2026-01-01,spain__standard_employee_andalucia,Espagne · salarie standard (Andalousie),Spain · standard employee (Andalusia),andalucia,Andalousie,Andalusia,2.48,3532.76,229.63,1118.12,229.63,1118.12,0.06500016983887952,0.3165004132746068,3303.13,709.11,2594.02,4650.88,1347.75,2056.86,1.4080220881406422,1.792923724566503,14.245000000000346,13.315000000000055,8.394999999999982,18.75500000000011,5.440000000000055,10.360000000000127,0.9347139347139158,0.5893295893295738,1.3166023166022922,0.3818883818883764,0.7272727272727185
