country,country_code,version,effective_from,profile_id,profile_label_fr,profile_label_en,region_code,region_label_fr,region_label_en,smic_multiple,gross_monthly_eur,employee_ss_monthly_eur,employer_ss_monthly_eur,employee_contributions_monthly_eur,employer_contributions_monthly_eur,employee_contribution_rate,employer_contribution_rate,net_before_income_tax_monthly_eur,irpf_monthly_eur,net_after_income_tax_monthly_eur,employer_cost_monthly_eur,social_wedge_monthly_eur,total_wedge_after_income_tax_monthly_eur,cost_to_net_ratio,cost_to_net_after_income_tax_ratio,delta_gross_monthly_eur,delta_net_before_income_tax_monthly_eur,delta_net_after_income_tax_monthly_eur,delta_employer_cost_monthly_eur,delta_social_wedge_monthly_eur,delta_total_wedge_after_income_tax_monthly_eur,marginal_net_before_income_tax_rate,marginal_net_after_income_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_income_tax_rate
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.47,2094.015,136.11,662.76,136.11,662.76,0.0649995343872895,0.3165020307877451,1957.905,297.03,1660.875,2756.775,798.87,1095.9,1.4080228611704857,1.6598329193948973,14.24499999999989,13.325000000000045,9.654999999999973,18.75500000000011,5.42999999999995,9.100000000000136,0.9354159354159458,0.6777816777816811,1.3166023166023344,0.3811863811863806,0.6388206388206533
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.48,2108.26,137.04,667.26,137.04,667.26,0.06500147040687582,0.3164979651466138,1971.22,300.69,1670.53,2775.52,804.3,1104.99,1.4080214283540142,1.661460734018545,14.245000000000346,13.315000000000055,9.654999999999973,18.74499999999989,5.42999999999995,9.089999999999918,0.9347139347139158,0.6777816777816594,1.3159003159002762,0.38118638118636844,0.6381186381186169
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.49,2122.505,137.96,671.77,137.96,671.77,0.06499866902551467,0.31649866549195405,1984.545,304.36,1680.185,2794.275,809.73,1114.09,1.408017958776445,1.663075792249068,14.24499999999989,13.325000000000045,9.654999999999973,18.75500000000011,5.430000000000064,9.099999999999909,0.9354159354159458,0.6777816777816811,1.3166023166023344,0.3811863811863886,0.6388206388206373
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.5,2136.75,138.89,676.28,138.89,676.28,0.06500058500058499,0.3164993564993565,1997.86,308.02,1689.84,2813.03,815.17,1123.19,1.4080215830939102,1.6646723950196465,14.24499999999989,13.314999999999827,9.654999999999973,18.75500000000011,5.439999999999941,9.100000000000136,0.9347139347139297,0.6777816777816811,1.3166023166023344,0.38188838188838065,0.6388206388206533
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.51,2150.995,139.82,680.79,139.82,680.79,0.06500247559850209,0.316500038354343,2011.175,312.07,1699.105,2831.785,820.61,1132.68,1.408025159421731,1.6666333157750697,14.24499999999989,13.315000000000055,9.2650000000001,18.754999999999654,5.440000000000055,9.490000000000009,0.9347139347139457,0.6504036504036624,1.3166023166023024,0.38188838188838864,0.666198666198672
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.52,2165.24,140.74,685.3,140.74,685.3,0.06499972289445974,0.3165007112375533,2024.5,316.2,1708.3,2850.54,826.04,1142.24,1.4080217337614225,1.6686413393432065,14.24499999999989,13.325000000000045,9.194999999999936,18.75500000000011,5.42999999999995,9.559999999999945,0.9354159354159458,0.6454896454896459,1.3166023166023344,0.3811863811863806,0.6711126711126725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.53,2179.485,141.67,689.81,141.67,689.81,0.0650015944133591,0.3165013753249047,2037.815,320.33,1717.485,2869.295,831.48,1151.81,1.4080252623520781,1.6706375892656995,14.245000000000346,13.315000000000055,9.184999999999945,18.75500000000011,5.440000000000055,9.569999999999936,0.9347139347139158,0.6447876447876253,1.3166023166022922,0.3818883818883764,0.671814671814651
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.54,2193.73,142.59,694.32,142.59,694.32,0.06499888318070136,0.3165020307877451,2051.14,324.46,1726.68,2888.05,836.91,1161.37,1.4080218805152258,1.6726029142632106,14.24499999999989,13.324999999999818,9.195000000000164,18.75500000000011,5.42999999999995,9.559999999999945,0.9354159354159298,0.6454896454896619,1.3166023166023344,0.3811863811863806,0.6711126711126725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.55,2207.975,143.52,698.83,143.52,698.83,0.06500073596847791,0.3165026777930004,2064.455,328.59,1735.865,2906.805,842.35,1170.94,1.4080253626259716,1.674557065209564,14.24499999999989,13.315000000000055,9.184999999999945,18.754999999999654,5.440000000000055,9.570000000000164,0.9347139347139457,0.6447876447876459,1.3166023166023024,0.38188838188838864,0.6718146718146885
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.56,2222.22,144.44,703.33,144.44,703.33,0.06499806499806499,0.3164988164988165,2077.78,332.72,1745.06,2925.55,847.77,1180.49,1.4080172106767799,1.6764753074392857,14.24499999999989,13.325000000000273,9.194999999999936,18.745000000000346,5.419999999999959,9.549999999999955,0.9354159354159617,0.6454896454896459,1.3159003159003502,0.38048438048438055,0.6704106704106724
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.57,2236.465,145.37,707.84,145.37,707.84,0.06499989939480386,0.31649947573514453,2091.095,336.85,1754.245,2944.305,853.21,1190.06,1.4080206781614417,1.6783887085327305,14.245000000000346,13.3149999999996,9.184999999999945,18.754999999999654,5.440000000000055,9.569999999999936,0.934713934713884,0.6447876447876253,1.3166023166022605,0.3818883818883764,0.671814671814651
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.58,2250.71,146.3,712.35,146.3,712.35,0.06500171057133083,0.3165001266267089,2104.41,340.97,1763.44,2963.06,858.65,1199.62,1.4080241017672412,1.6802726489134874,14.24499999999989,13.315000000000055,9.195000000000164,18.75500000000011,5.439999999999941,9.559999999999945,0.9347139347139457,0.6454896454896619,1.3166023166023344,0.38188838188838065,0.6711126711126725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.59,2264.955,147.22,716.86,147.22,716.86,0.0649990838670084,0.31650076933095805,2117.735,345.1,1772.635,2981.815,864.08,1209.18,1.408020833579272,1.6821370445692427,14.24499999999989,13.325000000000273,9.194999999999936,18.75500000000011,5.430000000000064,9.560000000000173,0.9354159354159617,0.6454896454896459,1.3166023166023344,0.3811863811863886,0.6711126711126884
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.6,2279.2,148.15,721.37,148.15,721.37,0.06500087750087749,0.316501404001404,2131.05,349.23,1781.82,3000.57,869.52,1218.75,1.4080242134159218,1.6839916489881133,14.24499999999989,13.315000000000055,9.184999999999945,18.75500000000011,5.439999999999941,9.569999999999936,0.9347139347139457,0.6447876447876459,1.3166023166023344,0.38188838188838065,0.6718146718146725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.61,2293.445,149.07,725.88,149.07,725.88,0.06499828860077307,0.316502030787745,2144.375,353.36,1791.015,3019.325,874.95,1228.31,1.4080209851355292,1.6858178183878976,14.245000000000346,13.324999999999818,9.195000000000164,18.754999999999654,5.430000000000064,9.559999999999945,0.9354159354159,0.6454896454896413,1.3166023166022605,0.38118638118637643,0.671112671112651
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.62,2307.69,150.0,730.38,150.0,730.38,0.065000065000065,0.3164983164983165,2157.69,357.49,1800.2,3038.07,880.38,1237.87,1.4080196877215911,1.6876291523164093,14.24499999999989,13.315000000000055,9.184999999999945,18.745000000000346,5.42999999999995,9.559999999999945,0.9347139347139457,0.6447876447876459,1.3159003159003502,0.3811863811863806,0.6711126711126725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.63,2321.935,150.93,734.89,150.93,734.89,0.0650018196030466,0.3164989545357644,2171.005,361.62,1809.385,3056.825,885.82,1247.44,1.4080230123836655,1.689427623197937,14.24499999999989,13.315000000000055,9.184999999999945,18.754999999999654,5.440000000000055,9.570000000000164,0.9347139347139457,0.6447876447876459,1.3166023166023024,0.38188838188838864,0.6718146718146885
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.64,2336.18,151.85,739.4,151.85,739.4,0.06499927231634549,0.31649958479226775,2184.33,365.75,1818.58,3075.58,891.25,1257.0,1.4080198504804677,1.6911986275005775,14.24499999999989,13.324999999999818,9.194999999999936,18.75500000000011,5.42999999999995,9.559999999999945,0.9354159354159298,0.6454896454896459,1.3166023166023344,0.3811863811863806,0.6711126711126725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.65,2350.425,152.78,743.91,152.78,743.91,0.06500101045555592,0.31650020740929835,2197.645,369.88,1827.765,3094.335,896.69,1266.57,1.4080231338546492,1.6929610754117737,14.245000000000346,13.315000000000055,9.185000000000173,18.75500000000011,5.440000000000055,9.569999999999936,0.9347139347139158,0.6447876447876413,1.3166023166022922,0.3818883818883764,0.671814671814651
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.66,2364.67,153.7,748.42,153.7,748.42,0.06499849873343849,0.3165008225249189,2210.97,374.01,1836.96,3113.09,902.12,1276.13,1.4080200093171775,1.6946966727636963,14.24499999999989,13.324999999999818,9.194999999999936,18.75500000000011,5.42999999999995,9.560000000000173,0.9354159354159298,0.6454896454896459,1.3166023166023344,0.3811863811863806,0.6711126711126884
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.67,2378.915,154.63,752.93,154.63,752.93,0.06500022068884344,0.31650143027388533,2224.285,378.13,1846.155,3131.845,907.56,1285.69,1.4080232524159448,1.6964149814073035,14.24499999999989,13.315000000000055,9.194999999999936,18.754999999999654,5.439999999999941,9.559999999999945,0.9347139347139457,0.6454896454896459,1.3166023166023024,0.38188838188838065,0.6711126711126725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.68,2393.16,155.56,757.44,155.56,757.44,0.06500192214477929,0.31650203078774514,2237.6,382.26,1855.34,3150.6,913.0,1295.26,1.4080264569181267,1.6981254109758859,14.24499999999989,13.315000000000055,9.184999999999945,18.75500000000011,5.440000000000055,9.569999999999936,0.9347139347139457,0.6447876447876459,1.3166023166023344,0.38188838188838864,0.6718146718146725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.69,2407.405,156.48,761.95,156.48,761.95,0.06499944961483423,0.3165026241949319,2250.925,386.39,1864.535,3169.355,918.43,1304.82,1.4080233681708632,1.6998098721665187,14.245000000000346,13.325000000000273,9.195000000000164,18.75500000000011,5.42999999999995,9.559999999999945,0.9354159354159318,0.6454896454896413,1.3166023166022922,0.38118638118636844,0.671112671112651
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.7,2421.65,157.41,766.45,157.41,766.45,0.06500113558937087,0.31649908120496356,2264.24,390.52,1873.72,3188.1,923.86,1314.38,1.4080221177967,1.7014815447345388,14.24499999999989,13.3149999999996,9.184999999999945,18.74499999999989,5.430000000000064,9.560000000000173,0.9347139347139137,0.6447876447876459,1.3159003159003184,0.3811863811863886,0.6711126711126884
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.71,2435.895,158.33,770.96,158.33,770.96,0.06499869657764396,0.31649968492073755,2277.565,394.65,1882.915,3206.855,929.29,1323.94,1.408019090563826,1.703133173828877,14.24499999999989,13.325000000000273,9.194999999999936,18.75500000000011,5.42999999999995,9.559999999999945,0.9354159354159617,0.6454896454896459,1.3166023166023344,0.3811863811863806,0.6711126711126725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.72,2450.14,159.26,775.47,159.26,775.47,0.06500036732594872,0.31650028161656074,2290.88,398.78,1892.1,3225.61,934.73,1333.51,1.408022244726917,1.7047777601606677,14.24499999999989,13.315000000000055,9.184999999999945,18.75500000000011,5.440000000000055,9.569999999999936,0.9347139347139457,0.6447876447876459,1.3166023166023344,0.38188838188838864,0.6718146718146725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.73,2464.385,160.19,779.98,160.19,779.98,0.0650020187592442,0.3165008714141663,2304.195,402.91,1901.285,3244.365,940.17,1343.08,1.4080253624367731,1.7064064566858732,14.245000000000346,13.315000000000055,9.185000000000173,18.754999999999654,5.439999999999941,9.569999999999936,0.9347139347139158,0.6447876447876413,1.3166023166022605,0.3818883818883685,0.671814671814651
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.74,2478.63,161.11,784.49,161.11,784.49,0.06499961672375466,0.3165014544324889,2317.52,407.04,1910.48,3263.12,945.6,1352.64,1.4080223687389968,1.7080105523219296,14.24499999999989,13.324999999999818,9.194999999999936,18.75500000000011,5.430000000000064,9.560000000000173,0.9354159354159298,0.6454896454896459,1.3166023166023344,0.3811863811863886,0.6711126711126884
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.75,2492.875,162.04,789.0,162.04,789.0,0.06500125357268215,0.3165020307877451,2330.835,411.16,1919.675,3281.875,951.04,1362.2,1.4080254501069358,1.709599281128316,14.24499999999989,13.315000000000055,9.194999999999936,18.75500000000011,5.439999999999941,9.559999999999945,0.9347139347139457,0.6454896454896459,1.3166023166023344,0.38188838188838065,0.6711126711126725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.76,2507.12,162.96,793.5,162.96,793.5,0.06499888318070136,0.3164986119531574,2344.16,415.29,1928.87,3300.62,956.46,1371.75,1.408018224012013,1.711167678485331,14.24499999999989,13.324999999999818,9.194999999999936,18.74499999999989,5.420000000000073,9.549999999999955,0.9354159354159298,0.6454896454896459,1.3159003159003184,0.3804843804843885,0.6704106704106724
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.77,2521.365,163.89,798.01,163.89,798.01,0.06500050567847176,0.31649919785513003,2357.475,419.42,1938.055,3319.375,961.9,1381.32,1.408021293969183,1.7127351906937622,14.24499999999989,13.315000000000055,9.185000000000173,18.75500000000011,5.439999999999941,9.569999999999936,0.9347139347139457,0.6447876447876618,1.3166023166023344,0.38188838188838065,0.6718146718146725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.78,2535.61,164.81,802.52,164.81,802.52,0.06499816612176162,0.31649977717393446,2370.8,423.55,1947.25,3338.13,967.33,1390.88,1.408018390416737,1.7142791115675953,14.245000000000346,13.325000000000273,9.194999999999936,18.75500000000011,5.430000000000064,9.560000000000173,0.9354159354159318,0.6454896454896254,1.3166023166022922,0.38118638118637643,0.6711126711126669
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.79,2549.855,165.74,807.03,165.74,807.03,0.0649997744969812,0.31650035001990307,2384.115,427.68,1956.435,3356.885,972.77,1400.45,1.4080214251409855,1.7158172901220847,14.24499999999989,13.3149999999996,9.184999999999945,18.75500000000011,5.439999999999941,9.569999999999936,0.9347139347139137,0.6447876447876459,1.3166023166023344,0.38188838188838065,0.6718146718146725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.8,2564.1,166.67,811.54,166.67,811.54,0.065001365001365,0.3165009165009165,2397.43,431.81,1965.62,3375.64,978.21,1410.02,1.4080244261563424,1.717341093395468,14.24499999999989,13.315000000000055,9.184999999999945,18.754999999999654,5.440000000000055,9.569999999999936,0.9347139347139457,0.6447876447876459,1.3166023166023024,0.38188838188838864,0.6718146718146725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.81,2578.345,167.59,816.05,167.59,816.05,0.0649990594741976,0.31650147672247114,2410.755,435.94,1974.815,3394.395,983.64,1419.58,1.4080215534137648,1.7188420181130892,14.24499999999989,13.325000000000273,9.195000000000164,18.75500000000011,5.42999999999995,9.559999999999945,0.9354159354159617,0.6454896454896619,1.3166023166023344,0.3811863811863806,0.6711126711126725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.82,2592.59,168.52,820.55,168.52,820.55,0.06500063642920786,0.3164981736410307,2424.07,440.07,1984.0,3413.14,989.07,1429.14,1.4080203954506265,1.7203326612903225,14.245000000000346,13.315000000000055,9.184999999999945,18.74499999999989,5.430000000000064,9.560000000000173,0.9347139347139158,0.6447876447876253,1.3159003159002762,0.38118638118637643,0.6711126711126669
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.83,2606.835,169.44,825.06,169.44,825.06,0.06499836008032729,0.3164987427282509,2437.395,444.2,1993.195,3431.895,994.5,1438.7,1.4080175761417415,1.7218059447269334,14.24499999999989,13.324999999999818,9.194999999999936,18.75500000000011,5.42999999999995,9.559999999999945,0.9354159354159298,0.6454896454896459,1.3166023166023344,0.3811863811863806,0.6711126711126725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.84,2621.08,170.37,829.57,170.37,829.57,0.06499992369557588,0.31649930562974044,2450.71,448.32,2002.39,3450.65,999.94,1448.26,1.4080205328251814,1.7232656974914977,14.24499999999989,13.315000000000055,9.195000000000164,18.75500000000011,5.440000000000055,9.559999999999945,0.9347139347139457,0.6454896454896619,1.3166023166023344,0.38188838188838864,0.6711126711126725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.85,2635.325,171.3,834.08,171.3,834.08,0.06500147040687582,0.31649986244580836,2464.025,452.45,2011.575,3469.405,1005.38,1457.83,1.408023457554205,1.724720679069883,14.24499999999989,13.315000000000055,9.184999999999945,18.75500000000011,5.439999999999941,9.569999999999936,0.9347139347139457,0.6447876447876459,1.3166023166023344,0.38188838188838065,0.6718146718146725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.86,2649.57,172.22,838.59,172.22,838.59,0.06499922628954886,0.3165004132746068,2477.35,456.58,2020.77,3488.16,1010.81,1467.39,1.4080206672452418,1.7261538918333108,14.245000000000346,13.324999999999818,9.194999999999936,18.754999999999654,5.42999999999995,9.560000000000173,0.9354159354159,0.6454896454896254,1.3166023166022605,0.38118638118636844,0.6711126711126669
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.87,2663.815,173.15,843.1,173.15,843.1,0.06500076018792596,0.31650095821218815,2490.665,460.71,2029.955,3506.915,1016.25,1476.96,1.408023559972939,1.7275826311420697,14.24499999999989,13.315000000000055,9.184999999999945,18.75500000000011,5.440000000000055,9.569999999999936,0.9347139347139457,0.6447876447876459,1.3166023166023344,0.38188838188838864,0.6718146718146725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.88,2678.06,174.07,847.61,174.07,847.61,0.06499854372194798,0.31650149735256117,2503.99,464.84,2039.15,3525.67,1021.68,1486.52,1.4080207988051072,1.7289900203516173,14.24499999999989,13.324999999999818,9.195000000000164,18.75500000000011,5.42999999999995,9.559999999999945,0.9354159354159298,0.6454896454896619,1.3166023166023344,0.3811863811863806,0.6711126711126725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.89,2692.305,175.0,852.12,175.0,852.12,0.065000065000065,0.3165020307877451,2517.305,468.97,2048.335,3544.425,1027.12,1496.09,1.40802366022393,1.7303932218118616,14.24499999999989,13.315000000000055,9.184999999999945,18.75500000000011,5.439999999999941,9.569999999999936,0.9347139347139457,0.6447876447876459,1.3166023166023344,0.38188838188838065,0.6718146718146725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.9,2706.55,175.93,856.62,175.93,856.62,0.06500157026472816,0.31649886386728493,2530.62,473.1,2057.52,3563.17,1032.55,1505.65,1.4080225399309259,1.7317790349547026,14.245000000000346,13.315000000000055,9.184999999999945,18.74499999999989,5.430000000000064,9.560000000000173,0.9347139347139158,0.6447876447876253,1.3159003159002762,0.38118638118637643,0.6711126711126669
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.91,2720.795,176.85,861.13,176.85,861.13,0.06499938437111212,0.3164994055046411,2543.945,477.23,2066.715,3581.925,1037.98,1515.21,1.4080198274726852,1.7331489828060473,14.24499999999989,13.325000000000273,9.195000000000164,18.75500000000011,5.430000000000064,9.559999999999945,0.9354159354159617,0.6454896454896619,1.3166023166023344,0.3811863811863886,0.6711126711126725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.92,2735.04,177.78,865.64,177.78,865.64,0.0650008775008775,0.3164999414999415,2557.26,481.36,2075.9,3600.68,1043.42,1524.78,1.4080226492417667,1.734515150055398,14.24499999999989,13.315000000000055,9.184999999999945,18.754999999999654,5.440000000000055,9.569999999999936,0.9347139347139457,0.6447876447876459,1.3166023166023024,0.38188838188838864,0.6718146718146725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.93,2749.285,178.7,870.15,178.7,870.15,0.06499871784845879,0.31650047194088643,2570.585,485.49,2085.095,3619.435,1048.85,1534.34,1.4080199643271862,1.7358609559756268,14.24499999999989,13.324999999999818,9.194999999999709,18.75500000000011,5.429999999999836,9.559999999999945,0.9354159354159298,0.6454896454896301,1.3166023166023344,0.3811863811863726,0.6711126711126725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.94,2763.53,179.63,874.66,179.63,874.66,0.06500019902081758,0.3165009969133681,2583.9,489.61,2094.29,3638.19,1054.29,1543.9,1.4080227562986185,1.7371949443486816,14.245000000000346,13.315000000000055,9.195000000000164,18.75500000000011,5.440000000000055,9.560000000000173,0.9347139347139158,0.6454896454896413,1.3166023166022922,0.3818883818883764,0.6711126711126669
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.95,2777.775,180.56,879.17,180.56,879.17,0.065001665001665,0.3165015165015165,2597.215,493.74,2103.475,3656.945,1059.73,1553.47,1.4080255196431561,1.7385255351263977,14.24499999999989,13.315000000000055,9.184999999999945,18.75500000000011,5.440000000000055,9.569999999999936,0.9347139347139457,0.6447876447876459,1.3166023166023344,0.38188838188838864,0.6718146718146725
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.96,2792.02,181.48,883.67,181.48,883.67,0.06499953438728949,0.3164984491515104,2610.54,497.87,2112.67,3675.69,1065.15,1563.02,1.4080190305454043,1.7398315875172174,14.24499999999989,13.324999999999818,9.195000000000164,18.74499999999989,5.420000000000073,9.549999999999955,0.9354159354159298,0.6454896454896619,1.3159003159003184,0.3804843804843885,0.6704106704106724
Spain,ES,2026-01,2026-01-01,spain__standard_employee_cataluna,Espagne · salarie standard (Catalogne),Spain · standard employee (Catalonia),cataluna,Catalogne,Catalonia,1.97,2806.265,182.41,888.18,182.41,888.18,0.06500098885885688,0.31649897639745356,2623.855,502.0,2121.855,3694.445,1070.59,1572.59,1.4080217847403913,1.7411392390149183,14.24499999999989,13.315000000000055,9.184999999999945,18.75500000000011,5.439999999999827,9.569999999999936,0.9347139347139457,0.6447876447876459,1.3166023166023344,0.3818883818883727,0.6718146718146725
