country,country_code,version,effective_from,profile_id,profile_label_fr,profile_label_en,smic_multiple,gross_monthly_sek,arbetsgivaravgifter_monthly_sek,grundavdrag_annual_sek,kommunalskatt_annual_sek,statlig_skatt_annual_sek,jobbskatteavdrag_annual_sek,employee_contributions_monthly_sek,employer_contributions_monthly_sek,employee_contribution_rate,employer_contribution_rate,net_before_income_tax_monthly_sek,income_tax_monthly_sek,net_after_income_tax_monthly_sek,employer_cost_monthly_sek,social_wedge_monthly_sek,total_wedge_after_income_tax_monthly_sek,cost_to_net_ratio,cost_to_net_after_income_tax_ratio,delta_gross_monthly_sek,delta_net_before_income_tax_monthly_sek,delta_net_after_income_tax_monthly_sek,delta_employer_cost_monthly_sek,delta_social_wedge_monthly_sek,delta_total_wedge_after_income_tax_monthly_sek,marginal_net_before_income_tax_rate,marginal_net_after_income_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_income_tax_rate
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.8,27576.0,8664.38,31000.0,91623.12,0.0,32693.0,0.0,8664.38,0.0,0.31420002901073396,27576.0,4910.84,22665.16,36240.38,8664.38,13575.22,1.3142000290107339,1.5989465770371794,,,,,,,,,,,
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.81,27920.7,8772.68,30500.0,93039.54,0.0,33143.0,0.0,8772.68,0.0,0.31419985888605945,27920.7,4991.38,22929.32,36693.38,8772.68,13764.06,1.3141998588860595,1.6002820842484646,344.7000000000007,344.7000000000007,264.15999999999985,453.0,108.30000000000109,188.84000000000015,1.0,0.7663475485929774,1.3141862489120948,0.31418624891209995,0.5478387003191173
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.82,28265.4,8880.99,30100.0,94425.41,0.0,33563.0,0.0,8880.99,0.0,0.3142000467002059,28265.4,5071.87,23193.53,37146.39,8880.99,13952.86,1.314200046700206,1.601584148682844,344.7000000000007,344.7000000000007,264.2099999999991,453.01000000000204,108.30999999999949,188.8000000000011,1.0,0.7664926022628331,1.314215259646072,0.3142152596460669,0.5477226573832338
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.83,28610.1,8989.29,29700.0,95811.28,0.0,33990.0,0.0,8989.29,0.0,0.31419988046179503,28610.1,5151.77,23458.33,37599.39,8989.29,14141.06,1.314199880461795,1.6028161424960772,344.6999999999971,344.6999999999971,264.8000000000029,453.0,108.30000000000109,188.1999999999989,1.0,0.7682042355671748,1.3141862489121086,0.3141862489121033,0.5459820133449391
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.84,28954.8,9097.6,29300.0,97197.15,0.0,34410.0,0.0,9097.6,0.0,0.31420006354732205,28954.8,5232.26,23722.54,38052.4,9097.6,14329.86,1.314200063547322,1.6040609479423367,344.7000000000007,344.7000000000007,264.2099999999991,453.01000000000204,108.30999999999949,188.8000000000011,1.0,0.7664926022628331,1.314215259646072,0.3142152596460669,0.5477226573832338
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.85,29299.5,9205.9,28900.0,98583.02,0.0,34830.0,0.0,9205.9,0.0,0.31419990102220174,29299.5,5312.75,23986.75,38505.4,9205.9,14518.65,1.3141999010222019,1.6052779138482705,344.7000000000007,344.7000000000007,264.2099999999991,453.0,108.29999999999927,188.78999999999905,1.0,0.7664926022628331,1.3141862489120948,0.3141862489120947,0.5476936466492563
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.86,29644.2,9314.21,28500.0,99968.89,0.0,35258.0,0.0,9314.21,0.0,0.31420007961085133,29644.2,5392.57,24251.63,38958.41,9314.21,14706.78,1.3142000796108515,1.6064243929170947,344.7000000000007,344.7000000000007,264.880000000001,453.01000000000204,108.30999999999949,188.13000000000102,1.0,0.7684363214389337,1.314215259646072,0.3142152596460669,0.5457789382071384
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.87,29988.9,9422.51,28100.0,101354.76,0.0,35678.0,0.0,9422.51,0.0,0.31419992063730245,29988.9,5473.06,24515.84,39411.41,9422.51,14895.57,1.3141999206373025,1.6075896236881952,344.7000000000007,344.7000000000007,264.2099999999991,453.0,108.30000000000109,188.78999999999905,1.0,0.7664926022628331,1.3141862489120948,0.31418624891209995,0.5476936466492563
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.88,30333.6,9530.82,27600.0,102771.18,0.0,36134.0,0.0,9530.82,0.0,0.3142000949442203,30333.6,5553.1,24780.5,39864.42,9530.82,15083.92,1.3142000949442203,1.6087011965053166,344.6999999999971,344.6999999999971,264.65999999999985,453.00999999999476,108.30999999999949,188.35000000000036,1.0,0.7677980852915639,1.314215259646065,0.3142152596460702,0.5464171743545169
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.89,30678.3,9639.12,27200.0,104157.05,0.0,36554.0,0.0,9639.12,0.0,0.3141999393708257,30678.3,5633.59,25044.71,40317.42,9639.12,15272.71,1.3141999393708257,1.6098178018431837,344.7000000000007,344.7000000000007,264.2099999999991,453.0,108.30000000000109,188.78999999999905,1.0,0.7664926022628331,1.3141862489120948,0.31418624891209995,0.5476936466492563
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.9,31023.0,9747.43,26800.0,105542.92,0.0,36974.0,0.0,9747.43,0.0,0.3142001095961061,31023.0,5714.08,25308.92,40770.43,9747.43,15461.51,1.3142001095961062,1.61091148891379,344.7000000000007,344.7000000000007,264.2099999999991,453.01000000000204,108.30999999999949,188.8000000000011,1.0,0.7664926022628331,1.314215259646072,0.3142152596460669,0.5477226573832338
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.91,31367.7,9855.73,26400.0,106928.79,0.0,37402.0,0.0,9855.73,0.0,0.3141999572808972,31367.7,5793.9,25573.8,41223.43,9855.73,15649.63,1.3141999572808971,1.6119399541718475,344.7000000000007,344.7000000000007,264.880000000001,453.0,108.29999999999927,188.11999999999898,1.0,0.7684363214389337,1.3141862489120948,0.3141862489120947,0.545749927473161
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.92,31712.4,9964.04,26000.0,108314.66,0.0,37822.0,0.0,9964.04,0.0,0.31420012361095345,31712.4,5874.39,25838.01,41676.44,9964.04,15838.43,1.3142001236109535,1.612989545247486,344.7000000000007,344.7000000000007,264.2099999999991,453.01000000000204,108.31000000000131,188.8000000000011,1.0,0.7664926022628331,1.314215259646072,0.31421525964607216,0.5477226573832338
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.93,32057.1,10072.34,25600.0,109700.53,0.0,38242.0,0.0,10072.34,0.0,0.3141999744206431,32057.1,5954.88,26102.22,42129.44,10072.34,16027.22,1.3141999744206432,1.614017505024477,344.6999999999971,344.6999999999971,264.21000000000276,453.0,108.29999999999927,188.78999999999905,1.0,0.7664926022628518,1.3141862489121086,0.314186248912098,0.5476936466492621
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.94,32401.8,10180.65,25200.0,111086.4,0.0,38669.0,0.0,10180.65,0.0,0.3142001370294243,32401.8,6034.78,26367.02,42582.45,10180.65,16215.43,1.3142001370294243,1.6149891038122623,344.7000000000007,344.7000000000007,264.7999999999993,453.00999999999476,108.30999999999949,188.21000000000095,1.0,0.7682042355671561,1.314215259646051,0.3142152596460669,0.5460110240789108
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.95,32746.5,10288.95,24700.0,112502.82,0.0,39119.0,0.0,10288.95,0.0,0.31419999083871564,32746.5,6115.32,26631.18,43035.45,10288.95,16404.27,1.3141999908387154,1.6159798401723091,344.7000000000007,344.7000000000007,264.15999999999985,453.0,108.30000000000109,188.84000000000015,1.0,0.7663475485929774,1.3141862489120948,0.31418624891209995,0.5478387003191173
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.96,33091.2,10397.26,24300.0,113888.69,0.0,39539.0,0.0,10397.26,0.0,0.31420014988879225,33091.2,6195.81,26895.39,43488.46,10397.26,16593.07,1.3142001498887923,1.616948480761945,344.6999999999971,344.6999999999971,264.2099999999991,453.01000000000204,108.30999999999949,188.79999999999927,1.0,0.7664926022628412,1.314215259646086,0.3142152596460702,0.5477226573832343
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.97,33435.9,10505.56,23900.0,115274.56,0.0,39966.0,0.0,10505.56,0.0,0.31420000657975405,33435.9,6275.71,27160.19,43941.46,10505.56,16781.27,1.314200006579754,1.617862761637529,344.70000000000437,344.70000000000437,264.7999999999993,453.0,108.29999999999927,188.20000000000073,1.0,0.768204235567148,1.3141862489120808,0.3141862489120914,0.5459820133449328
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.98,33780.6,10613.86,23500.0,116660.43,0.0,40386.0,0.0,10613.86,0.0,0.3141998661953903,33780.6,6356.2,27424.4,44394.46,10613.86,16970.06,1.3141998661953902,1.618794212453144,344.6999999999971,344.6999999999971,264.21000000000276,453.0,108.30000000000109,188.79000000000087,1.0,0.7664926022628518,1.3141862489121086,0.3141862489121033,0.5476936466492673
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),0.99,34125.3,10722.17,23100.0,118046.3,0.0,40813.0,0.0,10722.17,0.0,0.314200021684791,34125.3,6436.11,27689.19,44847.47,10722.17,17158.28,1.3142000216847909,1.6196743205561448,344.70000000000437,344.70000000000437,264.78999999999724,453.01000000000204,108.30999999999949,188.21999999999753,1.0,0.7681752248331706,1.3142152596460583,0.3142152596460636,0.5460400348128667
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.0,34470.0,10830.47,22700.0,119432.17,0.0,41233.0,0.0,10830.47,0.0,0.3141998839570641,34470.0,6516.6,27953.4,45300.47,10830.47,17347.07,1.314199883957064,1.620571021771949,344.6999999999971,344.6999999999971,264.21000000000276,453.0,108.29999999999927,188.79000000000087,1.0,0.7664926022628518,1.3141862489121086,0.314186248912098,0.5476936466492673
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.01,34814.7,10938.78,22300.0,120818.04,0.0,41654.0,0.0,10938.78,0.0,0.31420003619160874,34814.7,6597.0,28217.7,45753.48,10938.78,17535.78,1.3142000361916086,1.621446113609543,344.6999999999971,344.6999999999971,264.2999999999993,453.01000000000204,108.31000000000131,188.70999999999913,1.0,0.7667536988685857,1.314215259646086,0.3142152596460755,0.5474615607774898
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.02,35159.4,11047.08,21900.0,122203.91,0.0,42081.0,0.0,11047.08,0.0,0.31419990102220174,35159.4,6676.91,28482.49,46206.48,11047.08,17723.99,1.3141999010222019,1.6222767040381652,344.70000000000437,344.70000000000437,264.7900000000009,453.0,108.29999999999927,188.21000000000276,1.0,0.7681752248331811,1.3141862489120808,0.3141862489120914,0.5460110240789103
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.03,35504.1,11155.39,21400.0,123620.33,0.0,42530.0,0.0,11155.39,0.0,0.3142000501350548,35504.1,6757.53,28746.57,46659.49,11155.39,17912.92,1.3142000501350548,1.6231324293646163,344.6999999999971,344.6999999999971,264.0799999999981,453.00999999999476,108.30999999999949,188.92999999999665,1.0,0.7661154627212078,1.314215259646065,0.3142152596460702,0.5480997969248571
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.04,35848.8,11263.69,21000.0,125006.2,0.0,42950.0,0.0,11263.69,0.0,0.3141999174309879,35848.8,6838.02,29010.78,47112.49,11263.69,18101.71,1.314199917430988,1.6239649537172045,344.70000000000437,344.70000000000437,264.2099999999991,453.0,108.30000000000109,188.79000000000087,1.0,0.766492602262825,1.3141862489120808,0.3141862489120967,0.5476936466492558
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.05,36193.5,11372.0,20600.0,126392.07,0.0,43378.0,0.0,11372.0,0.0,0.31420006354732205,36193.5,6917.84,29275.66,47565.5,11372.0,18289.84,1.314200063547322,1.6247456077847604,344.6999999999971,344.6999999999971,264.880000000001,453.01000000000204,108.30999999999949,188.13000000000102,1.0,0.7684363214389418,1.314215259646086,0.3142152596460702,0.5457789382071442
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.06,36538.2,11480.3,20200.0,127777.94,0.0,43798.0,0.0,11480.3,0.0,0.3141999332205746,36538.2,6998.33,29539.87,48018.5,11480.3,18478.63,1.3141999332205745,1.6255487921917056,344.6999999999971,344.6999999999971,264.2099999999991,453.0,108.29999999999927,188.79000000000087,1.0,0.7664926022628412,1.3141862489121086,0.314186248912098,0.5476936466492673
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.07,36882.9,11588.61,19800.0,129163.81,0.0,44218.0,0.0,11588.61,0.0,0.3142000764581961,36882.9,7078.82,29804.08,48471.51,11588.61,18667.43,1.314200076458196,1.6263380718344602,344.70000000000437,344.70000000000437,264.21000000000276,453.01000000000204,108.31000000000131,188.79999999999927,1.0,0.7664926022628356,1.3142152596460583,0.3142152596460689,0.5477226573832228
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.08,37227.6,11696.91,19400.0,130549.68,0.0,44645.0,0.0,11696.91,0.0,0.31419994842536175,37227.6,7158.72,30068.88,48924.51,11696.91,18855.63,1.314199948425362,1.6270812215154007,344.6999999999971,344.6999999999971,264.7999999999993,453.0,108.29999999999927,188.20000000000073,1.0,0.7682042355671642,1.3141862489121086,0.314186248912098,0.5459820133449443
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.09,37572.3,11805.22,19000.0,131935.55,0.0,45065.0,0.0,11805.22,0.0,0.3142000888952765,37572.3,7239.21,30333.09,49377.52,11805.22,19044.43,1.3142000888952765,1.627843388194213,344.70000000000437,344.70000000000437,264.2099999999991,453.00999999999476,108.30999999999949,188.79999999999927,1.0,0.766492602262825,1.3142152596460372,0.3142152596460636,0.5477226573832228
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.1,37917.0,11913.52,18500.0,133351.97,0.0,45522.0,0.0,11913.52,0.0,0.3141999630772477,37917.0,7319.16,30597.84,49830.52,11913.52,19232.68,1.3141999630772478,1.6285633234241372,344.6999999999971,344.6999999999971,264.75,453.0,108.30000000000109,188.25,1.0,0.7680591818973085,1.3141862489121086,0.3141862489121033,0.5461270670148001
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.11,38261.7,12021.83,18100.0,134737.84,0.0,45942.0,0.0,12021.83,0.0,0.31420010088417394,38261.7,7399.65,30862.05,50283.53,12021.83,19421.48,1.314200100884174,1.629299738675817,344.6999999999971,344.6999999999971,264.2099999999991,453.01000000000204,108.30999999999949,188.79999999999927,1.0,0.7664926022628412,1.314215259646086,0.3142152596460702,0.5477226573832343
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.12,38606.4,12130.13,17700.0,136123.71,0.0,46362.0,0.0,12130.13,0.0,0.31419997720585185,38606.4,7480.14,31126.26,50736.53,12130.13,19610.27,1.314199977205852,1.6300233307824323,344.70000000000437,344.70000000000437,264.2099999999991,453.0,108.29999999999927,188.79000000000087,1.0,0.766492602262825,1.3141862489120808,0.3141862489120914,0.5476936466492558
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.13,38951.1,12238.44,17400.0,137479.03,0.0,46760.0,0.0,12238.44,0.0,0.3142001124486857,38951.1,7559.92,31391.18,51189.54,12238.44,19798.36,1.3142001124486857,1.630698177003859,344.6999999999971,344.6999999999971,264.9200000000019,453.01000000000204,108.31000000000131,188.09000000000015,1.0,0.7685523643748307,1.314215259646086,0.3142152596460755,0.5456628952712554
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.14,39295.8,12346.74,17400.0,138742.7,0.0,47062.0,0.0,12346.74,0.0,0.31419999083871564,39295.8,7640.06,31655.74,51642.54,12346.74,19986.8,1.3141999908387156,1.631379964581463,344.70000000000437,344.70000000000437,264.5600000000013,453.0,108.29999999999927,188.4399999999987,1.0,0.7675079779518362,1.3141862489120808,0.3141862489120914,0.5466782709602446
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.15,39640.5,12455.05,17400.0,140006.37,0.0,47365.0,0.0,12455.05,0.0,0.31420012361095345,39640.5,7720.11,31920.39,52095.55,12455.05,20175.16,1.3142001236109535,1.6320461623432547,344.6999999999971,344.6999999999971,264.6499999999978,453.01000000000204,108.30999999999949,188.36000000000058,1.0,0.7677690745575865,1.314215259646086,0.3142152596460702,0.5464461850884891
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.16,39985.2,12563.35,17400.0,141270.04,0.0,47552.0,0.0,12563.35,0.0,0.31420000400148057,39985.2,7809.84,32175.36,52548.55,12563.35,20373.19,1.3142000040014805,1.6331922937303576,344.6999999999971,344.6999999999971,254.97000000000116,453.0,108.30000000000109,198.02999999999884,1.0,0.7396866840731167,1.3141862489121086,0.3141862489121033,0.5744995648389919
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.17,40329.9,12671.65,17400.0,142533.71,0.0,47552.0,0.0,12671.65,0.0,0.31419988643661406,40329.9,7915.14,32414.76,53001.55,12671.65,20586.79,1.314199886436614,1.6351054272806587,344.70000000000437,344.70000000000437,239.39999999999782,453.0,108.29999999999927,213.60000000000218,1.0,0.6945169712793582,1.3141862489120808,0.3141862489120914,0.6196692776327226
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.18,40674.6,12779.96,17400.0,143797.38,0.0,47552.0,0.0,12779.96,0.0,0.3142000167180501,40674.6,8020.45,32654.15,53454.56,12779.96,20800.41,1.31420001671805,1.6369913165707881,344.6999999999971,344.6999999999971,239.39000000000306,453.00999999999476,108.30999999999949,213.61999999999898,1.0,0.6944879605454165,1.314215259646065,0.3142152596460702,0.6197272991006695
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.19,41019.3,12888.26,17400.0,145061.05,0.0,47552.0,0.0,12888.26,0.0,0.3141999010222018,41019.3,8125.75,32893.55,53907.56,12888.26,21014.01,1.3141999010222019,1.6388489536702486,344.70000000000437,344.70000000000437,239.40000000000146,453.0,108.30000000000109,213.59999999999854,1.0,0.6945169712793688,1.3141862489120808,0.3141862489120967,0.6196692776327121
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.2,41364.0,12996.57,17400.0,146324.72,0.0,47552.0,0.0,12996.57,0.0,0.31420002901073396,41364.0,8231.06,33132.94,54360.57,12996.57,21227.63,1.314200029010734,1.6406805432901517,344.6999999999971,344.6999999999971,239.38999999999942,453.01000000000204,108.30999999999949,213.62000000000262,1.0,0.694487960545406,1.314215259646086,0.3142152596460702,0.61972729910068
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.21,41708.7,13104.87,17400.0,147588.39,0.0,47552.0,0.0,13104.87,0.0,0.3141999151256213,41708.7,8336.37,33372.33,54813.57,13104.87,21441.24,1.3141999151256214,1.6424855561478628,344.6999999999971,344.6999999999971,239.38999999999942,453.0,108.30000000000109,213.61000000000058,1.0,0.694487960545406,1.3141862489121086,0.3141862489121033,0.6196982883667026
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.22,42053.4,13213.18,17400.0,148852.06,0.0,47552.0,0.0,13213.18,0.0,0.31420004090037906,42053.4,8441.67,33611.73,55266.58,13213.18,21654.85,1.3142000409003791,1.6442646659365643,344.70000000000437,344.70000000000437,239.40000000000146,453.01000000000204,108.30999999999949,213.60999999999694,1.0,0.6945169712793688,1.3142152596460583,0.3142152596460636,0.619698288366679
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.23,42398.1,13321.48,17400.0,150115.73,0.0,47552.0,0.0,13321.48,0.0,0.314199928770393,42398.1,8546.98,33851.12,55719.58,13321.48,21868.46,1.3141999287703932,1.6460188023320945,344.6999999999971,344.6999999999971,239.38999999999942,453.0,108.29999999999927,213.61000000000058,1.0,0.694487960545406,1.3141862489121086,0.314186248912098,0.6196982883667026
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.24,42742.8,13429.79,17400.0,151379.4,0.0,47552.0,0.0,13429.79,0.0,0.3142000524064872,42742.8,8652.28,34090.52,56172.59,13429.79,22082.07,1.3142000524064872,1.6477481129651292,344.70000000000437,344.70000000000437,239.39999999999418,453.00999999999476,108.31000000000131,213.61000000000058,1.0,0.6945169712793476,1.3142152596460372,0.3142152596460689,0.6196982883666895
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.25,43087.5,13538.09,17400.0,152643.08,0.0,47552.0,0.0,13538.09,0.0,0.31419994197853207,43087.5,8757.59,34329.91,56625.59,13538.09,22295.68,1.314199941978532,1.6494534940522707,344.6999999999971,344.6999999999971,239.3900000000067,453.0,108.29999999999927,213.61000000000058,1.0,0.694487960545427,1.3141862489121086,0.314186248912098,0.6196982883667026
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.26,43432.2,13646.4,17400.0,153906.75,0.0,47552.0,0.0,13646.4,0.0,0.31420006354732205,43432.2,8862.9,34569.3,57078.6,13646.4,22509.3,1.314200063547322,1.6511355451224066,344.6999999999971,344.6999999999971,239.38999999999942,453.01000000000204,108.30999999999949,213.61999999999898,1.0,0.694487960545406,1.314215259646086,0.3142152596460702,0.6197272991006695
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.27,43776.9,13754.7,17400.0,155170.42,0.0,47552.0,0.0,13754.7,0.0,0.3141999547706667,43776.9,8968.2,34808.7,57531.6,13754.7,22722.9,1.3141999547706669,1.6527936981271927,344.70000000000437,344.70000000000437,239.39999999999418,453.0,108.30000000000109,213.60000000000218,1.0,0.6945169712793476,1.3141862489120808,0.3141862489120967,0.6196692776327226
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.28,44121.6,13863.01,17400.0,156434.09,0.0,47552.0,0.0,13863.01,0.0,0.3142000743400058,44121.6,9073.51,35048.09,57984.61,13863.01,22936.52,1.314200074340006,1.6544299560974651,344.6999999999971,344.6999999999971,239.38999999999942,453.01000000000204,108.30999999999949,213.61999999999898,1.0,0.694487960545406,1.314215259646086,0.3142152596460702,0.6197272991006695
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.29,44466.3,13971.31,17400.0,157697.76,0.0,47552.0,0.0,13971.31,0.0,0.314199967166146,44466.3,9178.81,35287.49,58437.61,13971.31,23150.12,1.314199967166146,1.6560432606569635,344.70000000000437,344.70000000000437,239.40000000000146,453.0,108.29999999999927,213.59999999999854,1.0,0.6945169712793688,1.3141862489120808,0.3141862489120914,0.6196692776327121
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.3,44811.0,14079.62,17400.0,158961.43,0.0,47552.0,0.0,14079.62,0.0,0.314200084800607,44811.0,9284.12,35526.88,58890.62,14079.62,23363.74,1.314200084800607,1.657635570587679,344.6999999999971,344.6999999999971,239.38999999999942,453.01000000000204,108.31000000000131,213.62000000000262,1.0,0.694487960545406,1.314215259646086,0.3142152596460755,0.61972729910068
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.31,45155.7,14187.92,17400.0,160225.1,0.0,47552.0,0.0,14187.92,0.0,0.3141999791831374,45155.7,9389.43,35766.27,59343.62,14187.92,23577.35,1.3141999791831374,1.6592062856987881,344.6999999999971,344.6999999999971,239.38999999999942,453.0,108.29999999999927,213.60999999999694,1.0,0.694487960545406,1.3141862489121086,0.314186248912098,0.619698288366692
Sweden,SE,2026-01,2026-01-01,sweden__standard_employee_stockholm,Suede · salarie standard (Stockholm),Sweden · standard employee (Stockholm),1.32,45500.4,14296.23,17400.0,161488.77,0.0,47552.0,0.0,14296.23,0.0,0.31420009494422024,45500.4,9494.73,36005.67,59796.63,14296.23,23790.96,1.3142000949442203,1.660755930940877,344.70000000000437,344.70000000000437,239.40000000000146,453.00999999999476,108.30999999999949,213.61000000000058,1.0,0.6945169712793688,1.3142152596460372,0.3142152596460636,0.6196982883666895
